Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.031,,677.00,774.00,108.00,4.21,0.36,-176.97,0.00,840.00,312.00,86.00
0.115,,675.00,773.00,108.00,4.37,-2.27,-175.50,0.00,840.00,312.00,86.00
0.172,,672.00,771.00,108.00,3.60,-3.87,-178.11,0.00,840.00,312.00,86.00
0.219,,670.00,757.00,108.00,2.26,2.60,-172.64,0.00,840.00,312.00,86.00
0.266,,680.00,752.00,106.00,2.33,-3.20,176.08,0.00,840.00,312.00,86.00
0.314,,690.00,754.00,106.00,3.19,2.10,-175.25,0.00,840.00,312.00,86.00
0.365,,705.00,760.00,107.00,4.53,-0.90,-179.39,0.00,840.00,312.00,86.00
0.412,,722.00,757.00,106.00,5.81,-3.39,-177.62,0.00,840.00,312.00,86.00
0.458,,732.00,751.00,106.00,6.55,-0.73,-174.31,0.00,840.00,312.00,86.00
0.507,,744.00,735.00,105.00,6.41,1.23,-176.66,0.00,840.00,312.00,86.00
0.571,,747.00,728.00,105.00,5.31,-1.65,-176.73,0.00,840.00,312.00,86.00
0.626,,754.00,711.00,104.00,3.35,-2.47,-178.77,0.00,840.00,312.00,86.00
0.685,,755.00,695.00,103.00,2.81,-0.79,176.02,0.00,840.00,312.00,86.00
0.758,,754.00,672.00,103.00,2.43,-2.44,178.10,0.00,840.00,312.00,86.00
0.853,,753.00,649.00,103.00,3.11,-3.66,-179.83,0.00,840.00,312.00,86.00
0.944,,762.00,600.00,101.00,5.10,5.83,-174.53,0.00,840.00,312.00,86.00
0.992,,785.00,529.00,101.00,8.09,-3.89,173.26,0.00,840.00,312.00,86.00
1.042,,805.00,494.00,100.00,9.88,-2.48,167.64,0.00,840.00,312.00,86.00
1.092,,820.00,464.00,100.00,11.51,-6.27,169.32,0.00,840.00,312.00,86.00
1.140,,832.00,433.00,99.00,11.81,-7.49,167.72,0.00,840.00,312.00,86.00
1.188,,840.00,410.00,98.00,10.94,-5.25,168.36,0.00,840.00,312.00,86.00
1.251,,850.00,382.00,98.00,12.20,-6.73,166.95,0.00,840.00,312.00,86.00
1.353,,851.00,370.00,97.00,13.58,-7.93,167.34,0.00,840.00,312.00,86.00
1.420,,848.00,345.00,96.00,11.97,-9.28,168.82,0.00,840.00,312.00,86.00
1.472,,839.00,324.00,93.00,7.50,-9.98,171.76,0.00,840.00,312.00,86.00
1.522,,839.00,324.00,93.00,6.14,-11.11,173.09,0.00,840.00,312.00,86.00
1.570,,837.00,320.00,92.00,5.63,-10.01,169.52,0.00,840.00,312.00,86.00
1.624,,834.00,318.00,91.00,4.14,-10.23,170.61,0.00,840.00,312.00,86.00
1.674,,828.00,317.00,89.00,3.63,-9.34,169.14,0.00,840.00,312.00,86.00
1.724,,820.00,311.00,86.00,3.91,-8.66,168.80,0.00,840.00,312.00,86.00
1.772,,816.00,311.00,86.00,3.49,-11.06,171.49,0.00,840.00,312.00,86.00
1.831,,809.00,310.00,85.00,2.11,-10.09,170.03,0.00,840.00,312.00,86.00
1.893,,806.00,309.00,84.00,2.48,-8.29,167.35,0.00,840.00,312.00,86.00
1.943,,806.00,310.00,85.00,3.20,-8.84,165.10,0.00,840.00,312.00,86.00
1.993,,806.00,315.00,83.00,1.56,-11.63,169.82,0.00,840.00,312.00,86.00
2.046,,805.00,319.00,82.00,3.04,-8.47,166.69,0.00,840.00,312.00,86.00
2.093,,807.00,322.00,82.00,1.60,-9.46,166.85,0.00,840.00,312.00,86.00
2.140,,811.00,323.00,81.00,1.27,-11.58,168.06,0.00,840.00,312.00,86.00
2.187,,815.00,325.00,81.00,1.04,-10.46,166.84,0.00,840.00,312.00,86.00
2.234,,822.00,327.00,82.00,1.47,-10.15,166.92,0.00,840.00,312.00,86.00
2.283,,824.00,325.00,82.00,2.51,-11.26,165.85,0.00,840.00,312.00,86.00
2.333,,828.00,326.00,82.00,1.65,-9.06,165.61,0.00,840.00,312.00,86.00
2.382,,829.00,323.00,82.00,1.84,-10.04,165.92,0.00,840.00,312.00,86.00
2.434,,830.00,321.00,81.00,0.40,-11.21,165.92,0.00,840.00,312.00,86.00
2.458,,830.00,321.00,82.00,1.25,-11.01,167.18,1.00,557.00,493.00,82.00
2.504,,830.00,318.00,83.00,2.67,-12.15,166.27,1.00,557.00,493.00,82.00
2.551,,829.00,317.00,82.00,2.10,-13.18,168.46,1.00,557.00,493.00,82.00
2.598,,829.00,316.00,82.00,2.68,-12.20,167.40,1.00,557.00,493.00,82.00
2.645,,829.00,315.00,84.00,2.84,-13.23,166.50,1.00,557.00,493.00,82.00
2.694,,827.00,313.00,82.00,3.49,-12.26,167.48,1.00,557.00,493.00,82.00
