Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.028,,682.00,602.00,108.00,7.89,-7.28,-165.43,0.00,490.00,420.00,108.00
0.111,,682.00,601.00,93.00,8.73,-8.22,-173.15,0.00,490.00,420.00,108.00
0.173,,683.00,600.00,93.00,9.90,-4.99,-173.37,0.00,490.00,420.00,108.00
0.221,,685.00,599.00,105.00,8.64,-4.71,-175.32,0.00,490.00,420.00,108.00
0.266,,686.00,599.00,92.00,9.26,-1.13,-173.82,0.00,490.00,420.00,108.00
0.310,,688.00,600.00,92.00,9.67,3.42,174.46,0.00,490.00,420.00,108.00
0.355,,689.00,600.00,105.00,8.91,9.99,178.72,0.00,490.00,420.00,108.00
0.398,,689.00,601.00,106.00,8.01,-9.08,-172.81,0.00,490.00,420.00,108.00
0.442,,685.00,602.00,106.00,8.00,-6.89,-172.80,0.00,490.00,420.00,108.00
0.483,,682.00,601.00,108.00,6.52,-9.24,-163.95,0.00,490.00,420.00,108.00
0.531,,673.00,598.00,108.00,6.82,-10.88,-165.67,0.00,490.00,420.00,108.00
0.587,,662.00,594.00,107.00,7.53,-9.56,-166.47,0.00,490.00,420.00,108.00
0.641,,650.00,589.00,105.00,8.78,10.53,-175.17,0.00,490.00,420.00,108.00
0.691,,643.00,584.00,92.00,8.44,-14.10,-174.21,0.00,490.00,420.00,108.00
0.931,,598.00,531.00,105.00,8.93,11.49,-179.96,0.00,490.00,420.00,108.00
0.979,,580.00,503.00,106.00,5.95,-16.49,-168.58,0.00,490.00,420.00,108.00
1.028,,569.00,489.00,107.00,5.02,-18.33,-167.89,0.00,490.00,420.00,108.00
1.084,,561.00,479.00,108.00,9.54,16.96,-178.17,0.00,490.00,420.00,108.00
1.133,,550.00,466.00,96.00,9.51,13.89,-179.80,0.00,490.00,420.00,108.00
1.181,,538.00,452.00,97.00,5.71,-19.51,-167.10,0.00,490.00,420.00,108.00
1.231,,529.00,439.00,110.00,9.05,13.45,-179.58,0.00,490.00,420.00,108.00
1.307,,523.00,430.00,111.00,4.82,-22.61,-168.34,0.00,490.00,420.00,108.00
1.412,,517.00,421.00,112.00,8.77,17.48,-177.47,0.00,490.00,420.00,108.00
1.464,,487.00,376.00,114.00,2.23,-25.49,-163.90,0.00,490.00,420.00,108.00
1.508,,484.00,363.00,116.00,9.04,16.49,-178.12,0.00,490.00,420.00,108.00
1.553,,485.00,357.00,115.00,9.27,15.69,-177.58,0.00,490.00,420.00,108.00
1.598,,487.00,352.00,116.00,9.79,16.32,-177.52,0.00,490.00,420.00,108.00
1.644,,491.00,347.00,116.00,9.72,17.43,-177.71,0.00,490.00,420.00,108.00
1.689,,495.00,344.00,116.00,10.63,14.64,-176.65,0.00,490.00,420.00,108.00
1.738,,495.00,345.00,117.00,10.60,17.33,-177.42,0.00,490.00,420.00,108.00
1.783,,492.00,348.00,116.00,10.22,14.15,-177.90,0.00,490.00,420.00,108.00
1.830,,486.00,353.00,116.00,10.64,16.29,-177.32,0.00,490.00,420.00,108.00
1.875,,481.00,357.00,116.00,10.66,16.51,-176.60,0.00,490.00,420.00,108.00
1.920,,477.00,360.00,116.00,9.98,16.44,-176.97,0.00,490.00,420.00,108.00
1.965,,475.00,363.00,116.00,10.15,17.29,-177.33,0.00,490.00,420.00,108.00
2.011,,473.00,366.00,116.00,9.85,17.39,-177.54,0.00,490.00,420.00,108.00
2.061,,471.00,368.00,116.00,9.85,17.19,-177.44,0.00,490.00,420.00,108.00
2.107,,469.00,371.00,115.00,9.71,16.84,-176.40,0.00,490.00,420.00,108.00
2.150,,469.00,375.00,116.00,10.20,17.97,-175.92,0.00,490.00,420.00,108.00
2.194,,469.00,376.00,115.00,8.77,15.33,-177.16,0.00,490.00,420.00,108.00
2.234,,470.00,377.00,115.00,9.50,15.99,-176.06,0.00,490.00,420.00,108.00
2.256,,470.00,377.00,115.00,9.50,15.99,-176.06,1.00,575.00,731.00,95.00
2.297,,471.00,377.00,116.00,9.60,18.12,-176.04,1.00,575.00,731.00,95.00
2.340,,472.00,377.00,115.00,9.56,14.53,-176.46,1.00,575.00,731.00,95.00
2.383,,473.00,376.00,115.00,9.14,15.58,-177.06,1.00,575.00,731.00,95.00
2.426,,474.00,376.00,115.00,3.27,-25.25,-164.96,1.00,575.00,731.00,95.00
2.468,,473.00,376.00,116.00,9.49,17.72,-176.97,1.00,575.00,731.00,95.00
2.512,,474.00,376.00,115.00,9.49,15.87,-176.03,1.00,575.00,731.00,95.00
2.555,,474.00,376.00,115.00,9.65,16.78,-176.55,1.00,575.00,731.00,95.00
2.598,,477.00,376.00,115.00,9.70,16.88,-176.36,1.00,575.00,731.00,95.00
2.641,,483.00,376.00,114.00,10.28,14.85,-176.38,1.00,575.00,731.00,95.00
2.683,,489.00,376.00,114.00,10.30,15.01,-176.37,1.00,575.00,731.00,95.00
2.725,,500.00,378.00,114.00,10.24,16.27,-176.87,1.00,575.00,731.00,95.00
2.769,,504.00,379.00,113.00,10.34,13.47,-178.23,1.00,575.00,731.00,95.00
2.811,,516.00,383.00,113.00,10.97,15.45,-177.71,1.00,575.00,731.00,95.00
2.854,,530.00,393.00,112.00,11.60,17.21,-177.13,1.00,575.00,731.00,95.00
2.905,,541.00,405.00,110.00,10.88,13.50,-178.80,1.00,575.00,731.00,95.00
2.952,,550.00,420.00,110.00,7.68,-19.28,-168.30,1.00,575.00,731.00,95.00
2.999,,555.00,432.00,109.00,11.30,13.03,-177.84,1.00,575.00,731.00,95.00
3.047,,562.00,450.00,109.00,11.16,13.24,-178.41,1.00,575.00,731.00,95.00
3.100,,575.00,491.00,105.00,10.20,5.38,179.92,1.00,575.00,731.00,95.00
3.146,,579.00,505.00,106.00,9.78,-12.34,-179.21,1.00,575.00,731.00,95.00
3.191,,584.00,521.00,107.00,10.32,-15.86,179.39,1.00,575.00,731.00,95.00
3.236,,588.00,537.00,107.00,10.13,-17.40,-179.00,1.00,575.00,731.00,95.00
3.282,,590.00,557.00,106.00,9.89,-14.49,-177.53,1.00,575.00,731.00,95.00
3.326,,590.00,579.00,104.00,10.17,9.24,-178.64,1.00,575.00,731.00,95.00
3.372,,589.00,598.00,104.00,9.47,11.71,179.04,1.00,575.00,731.00,95.00
