Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.036,,676.00,559.00,102.00,-8.46,7.62,-166.14,0.00,539.00,522.00,72.00
0.136,,673.00,557.00,102.00,-9.56,-0.15,-171.12,0.00,539.00,522.00,72.00
0.207,,668.00,552.00,101.00,-9.65,1.36,-170.91,0.00,539.00,522.00,72.00
0.260,,669.00,551.00,101.00,-8.96,4.22,-169.32,0.00,539.00,522.00,72.00
0.310,,670.00,550.00,101.00,-9.05,-3.05,174.14,0.00,539.00,522.00,72.00
0.361,,671.00,551.00,101.00,-8.56,7.69,-168.18,0.00,539.00,522.00,72.00
0.413,,671.00,551.00,102.00,-8.97,4.98,-164.91,0.00,539.00,522.00,72.00
0.465,,669.00,551.00,101.00,-8.72,-1.61,-172.30,0.00,539.00,522.00,72.00
0.515,,666.00,551.00,101.00,-8.48,-0.10,176.23,0.00,539.00,522.00,72.00
0.585,,663.00,551.00,102.00,-9.08,1.89,-164.79,0.00,539.00,522.00,72.00
0.648,,660.00,550.00,102.00,-7.55,5.15,-164.69,0.00,539.00,522.00,72.00
0.707,,649.00,550.00,100.00,-8.07,3.19,-170.12,0.00,539.00,522.00,72.00
0.768,,646.00,550.00,100.00,-8.07,3.15,-170.12,0.00,539.00,522.00,72.00
0.852,,639.00,548.00,101.00,-7.63,3.25,-165.81,0.00,539.00,522.00,72.00
0.958,,616.00,545.00,101.00,-7.24,-1.49,-165.50,0.00,539.00,522.00,72.00
1.017,,604.00,550.00,101.00,-7.86,-2.55,-164.19,0.00,539.00,522.00,72.00
1.080,,600.00,554.00,102.00,-7.31,-0.72,-163.36,0.00,539.00,522.00,72.00
1.137,,597.00,561.00,101.00,-7.46,-2.59,-169.86,0.00,539.00,522.00,72.00
1.194,,588.00,564.00,103.00,-8.16,-0.18,168.88,0.00,539.00,522.00,72.00
1.254,,587.00,556.00,102.00,-8.10,-3.68,-167.82,0.00,539.00,522.00,72.00
1.353,,590.00,548.00,102.00,-8.06,-1.90,-161.46,0.00,539.00,522.00,72.00
1.430,,603.00,514.00,98.00,-5.36,3.31,-163.94,0.00,539.00,522.00,72.00
1.495,,600.00,497.00,96.00,-5.72,-4.44,170.81,0.00,539.00,522.00,72.00
1.564,,599.00,496.00,94.00,-4.72,0.84,-168.34,0.00,539.00,522.00,72.00
1.622,,596.00,491.00,94.00,-5.02,-3.43,172.36,0.00,539.00,522.00,72.00
1.678,,587.00,491.00,91.00,-3.50,6.78,-166.30,0.00,539.00,522.00,72.00
1.739,,583.00,494.00,90.00,-5.24,0.00,176.88,0.00,539.00,522.00,72.00
1.796,,570.00,505.00,91.00,-5.98,-0.44,172.57,0.00,539.00,522.00,72.00
1.851,,555.00,523.00,97.00,-8.46,-9.89,-160.30,0.00,539.00,522.00,72.00
1.907,,539.00,540.00,99.00,-10.67,-6.56,-159.82,0.00,539.00,522.00,72.00
1.962,,529.00,554.00,99.00,-9.42,-5.14,-158.01,0.00,539.00,522.00,72.00
2.018,,520.00,568.00,98.00,-9.17,-6.42,-167.78,0.00,539.00,522.00,72.00
2.072,,512.00,580.00,100.00,-7.40,-5.30,-169.36,0.00,539.00,522.00,72.00
2.126,,509.00,594.00,102.00,-7.17,-3.44,-171.87,0.00,539.00,522.00,72.00
2.177,,513.00,588.00,102.00,-6.53,-3.02,-167.70,0.00,539.00,522.00,72.00
2.228,,521.00,577.00,102.00,-5.73,1.67,-170.81,0.00,539.00,522.00,72.00
2.280,,524.00,576.00,102.00,-5.32,-3.93,-169.72,0.00,539.00,522.00,72.00
2.331,,537.00,566.00,100.00,-3.29,-6.30,-175.88,0.00,539.00,522.00,72.00
2.382,,546.00,548.00,99.00,-0.91,-0.77,-168.62,0.00,539.00,522.00,72.00
2.432,,553.00,533.00,97.00,-1.41,-1.55,-164.85,0.00,539.00,522.00,72.00
2.486,,558.00,520.00,96.00,-0.64,0.24,-165.61,0.00,539.00,522.00,72.00
2.541,,559.00,506.00,94.00,0.40,-9.04,179.68,0.00,539.00,522.00,72.00
2.596,,558.00,488.00,91.00,-0.45,-5.84,175.32,0.00,539.00,522.00,72.00
2.649,,557.00,485.00,90.00,0.23,-6.97,176.44,0.00,539.00,522.00,72.00
2.702,,557.00,483.00,89.00,0.49,-3.36,174.56,0.00,539.00,522.00,72.00
2.755,,557.00,481.00,86.00,-0.60,-6.95,173.44,0.00,539.00,522.00,72.00
2.809,,558.00,482.00,86.00,1.01,6.43,-161.84,0.00,539.00,522.00,72.00
2.861,,558.00,485.00,83.00,-1.99,-9.28,176.70,0.00,539.00,522.00,72.00
2.921,,559.00,486.00,82.00,-2.50,-1.59,-161.90,0.00,539.00,522.00,72.00
2.977,,558.00,489.00,81.00,-3.76,-6.96,175.92,0.00,539.00,522.00,72.00
3.031,,556.00,494.00,80.00,-2.76,5.92,-169.81,0.00,539.00,522.00,72.00
3.085,,553.00,499.00,78.00,-3.85,-10.68,-176.12,0.00,539.00,522.00,72.00
3.141,,546.00,503.00,77.00,-4.85,-4.52,173.75,0.00,539.00,522.00,72.00
3.196,,545.00,504.00,76.00,-3.94,1.29,-164.16,0.00,539.00,522.00,72.00
3.253,,541.00,507.00,76.00,-6.99,-12.46,-173.85,0.00,539.00,522.00,72.00
3.308,,539.00,509.00,74.00,-7.08,-2.82,-166.16,0.00,539.00,522.00,72.00
3.363,,538.00,509.00,73.00,-7.38,-7.58,179.60,0.00,539.00,522.00,72.00
3.417,,540.00,510.00,76.00,-7.28,-7.59,-159.86,0.00,539.00,522.00,72.00
3.473,,541.00,511.00,72.00,-5.75,3.46,-166.07,0.00,539.00,522.00,72.00
3.529,,543.00,513.00,72.00,-6.30,1.23,-163.75,0.00,539.00,522.00,72.00
3.588,,545.00,513.00,71.00,-5.98,0.93,-164.10,0.00,539.00,522.00,72.00
3.654,,549.00,514.00,75.00,-8.12,-6.79,-159.74,0.00,539.00,522.00,72.00
3.718,,550.00,516.00,72.00,-5.73,3.13,-162.29,0.00,539.00,522.00,72.00
3.771,,550.00,520.00,71.00,-6.58,4.47,-165.30,0.00,539.00,522.00,72.00
3.828,,550.00,521.00,71.00,-7.53,-1.66,-166.67,0.00,539.00,522.00,72.00
3.881,,549.00,521.00,73.00,-7.81,-7.58,-164.62,0.00,539.00,522.00,72.00
3.934,,549.00,521.00,74.00,-7.66,-10.72,-164.81,0.00,539.00,522.00,72.00
3.961,,549.00,521.00,73.00,-7.81,-7.58,-164.62,1.00,202.00,508.00,86.00
4.015,,551.00,522.00,75.00,-8.73,-8.42,-162.21,1.00,202.00,508.00,86.00
4.068,,551.00,522.00,75.00,-8.73,-8.42,-162.21,1.00,202.00,508.00,86.00
4.121,,551.00,522.00,75.00,-8.73,-8.42,-162.21,1.00,202.00,508.00,86.00
4.174,,550.00,521.00,75.00,-8.39,-4.88,-159.21,1.00,202.00,508.00,86.00
4.226,,550.00,520.00,75.00,-8.49,-6.10,-161.89,1.00,202.00,508.00,86.00
4.280,,550.00,519.00,75.00,-8.84,-5.49,-157.42,1.00,202.00,508.00,86.00
4.334,,550.00,519.00,71.00,-8.23,-4.09,-171.31,1.00,202.00,508.00,86.00
4.388,,550.00,519.00,71.00,-8.23,-4.09,-171.31,1.00,202.00,508.00,86.00
4.440,,550.00,518.00,75.00,-9.23,-4.74,-159.11,1.00,202.00,508.00,86.00
4.494,,546.00,518.00,74.00,-9.01,-6.42,-162.05,1.00,202.00,508.00,86.00
4.547,,543.00,519.00,75.00,-9.69,-6.25,-159.74,1.00,202.00,508.00,86.00
4.600,,530.00,519.00,75.00,-8.93,-2.00,-159.49,1.00,202.00,508.00,86.00
4.652,,515.00,518.00,75.00,-9.80,-6.71,-156.88,1.00,202.00,508.00,86.00
4.705,,491.00,515.00,76.00,-10.56,-7.67,-155.68,1.00,202.00,508.00,86.00
4.758,,472.00,516.00,75.00,-11.67,-9.19,-157.74,1.00,202.00,508.00,86.00
4.811,,447.00,516.00,73.00,-11.77,-8.70,-161.60,1.00,202.00,508.00,86.00
4.863,,426.00,515.00,74.00,-11.36,-11.23,-156.19,1.00,202.00,508.00,86.00
4.916,,394.00,517.00,74.00,-13.66,-15.49,-156.52,1.00,202.00,508.00,86.00
4.968,,372.00,523.00,76.00,-13.78,-17.96,-156.80,1.00,202.00,508.00,86.00
5.022,,362.00,526.00,75.00,-14.03,-16.64,-157.09,1.00,202.00,508.00,86.00
