Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.034,,562.00,546.00,97.00,-3.04,-6.09,-165.09,0.00,596.00,602.00,77.00
0.108,,560.00,547.00,97.00,-3.52,-8.18,-168.33,0.00,596.00,602.00,77.00
0.194,,544.00,555.00,98.00,-7.17,-7.77,-160.31,0.00,596.00,602.00,77.00
0.241,,543.00,556.00,98.00,-7.84,-7.65,-160.32,0.00,596.00,602.00,77.00
0.292,,547.00,557.00,98.00,-7.77,-10.21,-165.69,0.00,596.00,602.00,77.00
0.341,,553.00,557.00,98.00,-6.83,-7.46,-165.76,0.00,596.00,602.00,77.00
0.391,,554.00,557.00,98.00,-6.71,-9.86,-167.69,0.00,596.00,602.00,77.00
0.441,,557.00,557.00,99.00,-5.68,-5.72,-165.35,0.00,596.00,602.00,77.00
0.491,,558.00,555.00,99.00,-5.30,-5.00,-163.02,0.00,596.00,602.00,77.00
0.550,,560.00,553.00,99.00,-4.96,2.13,168.74,0.00,596.00,602.00,77.00
0.614,,561.00,553.00,99.00,-5.02,-5.73,-165.25,0.00,596.00,602.00,77.00
0.671,,573.00,552.00,101.00,-5.02,-7.53,-161.24,0.00,596.00,602.00,77.00
0.732,,599.00,552.00,98.00,-3.54,-1.92,-166.02,0.00,596.00,602.00,77.00
0.819,,605.00,555.00,98.00,-3.07,0.32,-164.66,0.00,596.00,602.00,77.00
0.918,,608.00,558.00,99.00,-3.44,0.14,-165.13,0.00,596.00,602.00,77.00
0.971,,616.00,570.00,97.00,-3.61,-2.52,-169.79,0.00,596.00,602.00,77.00
1.026,,618.00,573.00,97.00,-3.56,-1.36,-166.28,0.00,596.00,602.00,77.00
1.088,,617.00,572.00,95.00,-2.64,4.10,-170.25,0.00,596.00,602.00,77.00
1.258,,602.00,586.00,89.00,-3.82,-2.68,-170.00,0.00,596.00,602.00,77.00
1.571,,560.00,600.00,78.00,-3.84,-7.83,-171.49,0.00,596.00,602.00,77.00
1.626,,559.00,604.00,80.00,-2.61,-9.66,-167.57,0.00,596.00,602.00,77.00
1.745,,563.00,613.00,78.00,-2.87,-7.32,-165.44,0.00,596.00,602.00,77.00
1.798,,567.00,618.00,79.00,-3.26,-7.38,-165.77,0.00,596.00,602.00,77.00
1.850,,571.00,618.00,78.00,-2.89,-6.37,-163.00,0.00,596.00,602.00,77.00
1.900,,576.00,620.00,78.00,-1.73,-9.06,-161.94,0.00,596.00,602.00,77.00
1.953,,579.00,622.00,79.00,-2.50,-9.33,-166.10,0.00,596.00,602.00,77.00
2.009,,586.00,619.00,78.00,-1.27,-7.41,-165.98,0.00,596.00,602.00,77.00
2.062,,589.00,615.00,78.00,-2.18,-9.45,-166.03,0.00,596.00,602.00,77.00
2.111,,594.00,613.00,78.00,-1.47,-11.87,-166.05,0.00,596.00,602.00,77.00
2.160,,600.00,611.00,79.00,-0.15,-8.10,-163.49,0.00,596.00,602.00,77.00
2.208,,607.00,606.00,79.00,0.21,-9.70,-163.86,0.00,596.00,602.00,77.00
2.257,,612.00,600.00,79.00,1.42,-9.62,-163.57,0.00,596.00,602.00,77.00
2.310,,615.00,595.00,76.00,1.75,-11.64,-175.75,0.00,596.00,602.00,77.00
2.700,,611.00,579.00,78.00,2.57,-8.80,-166.58,0.00,596.00,602.00,77.00
