Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.027,,827.00,740.00,94.00,-0.05,-14.10,170.92,0.00,238.00,581.00,90.00
0.081,,827.00,740.00,94.00,-0.82,-13.49,172.83,0.00,238.00,581.00,90.00
0.179,,834.00,742.00,94.00,1.13,-15.04,173.00,0.00,238.00,581.00,90.00
0.224,,838.00,742.00,95.00,2.00,-12.23,171.71,0.00,238.00,581.00,90.00
0.267,,841.00,742.00,94.00,3.35,-15.70,172.30,0.00,238.00,581.00,90.00
0.313,,841.00,742.00,94.00,0.98,-13.82,174.23,0.00,238.00,581.00,90.00
0.363,,840.00,741.00,94.00,0.41,-15.69,174.19,0.00,238.00,581.00,90.00
0.418,,841.00,741.00,93.00,-0.99,-10.62,171.13,0.00,238.00,581.00,90.00
0.465,,842.00,743.00,94.00,-0.15,-12.03,173.69,0.00,238.00,581.00,90.00
0.511,,810.00,736.00,93.00,0.15,-12.18,174.66,0.00,238.00,581.00,90.00
0.563,,794.00,733.00,94.00,-0.56,19.20,-173.63,0.00,238.00,581.00,90.00
0.626,,779.00,729.00,94.00,0.58,20.25,-172.56,0.00,238.00,581.00,90.00
0.682,,745.00,722.00,95.00,1.93,21.54,-176.92,0.00,238.00,581.00,90.00
0.794,,634.00,699.00,101.00,6.18,-5.52,-159.95,0.00,238.00,581.00,90.00
1.065,,315.00,657.00,98.00,7.03,-15.57,-162.12,0.00,238.00,581.00,90.00
1.116,,273.00,637.00,97.00,4.93,-24.33,-171.27,0.00,238.00,581.00,90.00
1.165,,251.00,627.00,97.00,6.03,-18.82,-167.46,0.00,238.00,581.00,90.00
1.215,,224.00,616.00,96.00,5.66,0.13,172.67,0.00,238.00,581.00,90.00
1.291,,210.00,606.00,96.00,3.73,-23.69,-165.18,0.00,238.00,581.00,90.00
1.374,,202.00,601.00,97.00,3.23,-23.73,-168.37,0.00,238.00,581.00,90.00
1.432,,188.00,570.00,95.00,2.57,-2.35,179.41,0.00,238.00,581.00,90.00
1.481,,190.00,567.00,95.00,2.16,-2.60,179.10,0.00,238.00,581.00,90.00
1.530,,191.00,567.00,96.00,1.57,-26.86,-173.16,0.00,238.00,581.00,90.00
1.581,,193.00,566.00,97.00,1.47,-30.31,-175.66,0.00,238.00,581.00,90.00
1.629,,192.00,566.00,80.00,2.04,-22.50,-174.32,0.00,238.00,581.00,90.00
1.677,,190.00,568.00,96.00,0.70,-3.81,174.84,0.00,238.00,581.00,90.00
1.728,,190.00,571.00,81.00,1.60,0.66,178.24,0.00,238.00,581.00,90.00
1.780,,190.00,574.00,98.00,-1.60,-24.17,-160.49,0.00,238.00,581.00,90.00
1.830,,187.00,576.00,98.00,-2.55,-27.86,-163.20,0.00,238.00,581.00,90.00
1.879,,184.00,579.00,95.00,-3.21,-25.82,-166.90,0.00,238.00,581.00,90.00
1.928,,184.00,585.00,94.00,-1.83,-23.63,-167.68,0.00,238.00,581.00,90.00
1.978,,184.00,588.00,95.00,-0.68,-2.21,173.85,0.00,238.00,581.00,90.00
2.030,,184.00,589.00,94.00,-1.35,-1.62,176.06,0.00,238.00,581.00,90.00
2.079,,186.00,589.00,94.00,-2.98,-23.77,-167.59,0.00,238.00,581.00,90.00
2.126,,187.00,589.00,94.00,-3.03,-25.05,-165.27,0.00,238.00,581.00,90.00
2.149,,190.00,590.00,96.00,-2.42,-29.07,-163.61,1.00,782.00,237.00,93.00
2.199,,193.00,593.00,79.00,1.49,-2.91,176.65,1.00,782.00,237.00,93.00
2.246,,194.00,593.00,94.00,0.17,-22.95,-172.40,1.00,782.00,237.00,93.00
2.293,,195.00,592.00,95.00,-0.70,-25.85,-171.96,1.00,782.00,237.00,93.00
2.341,,196.00,590.00,95.00,0.49,1.10,176.86,1.00,782.00,237.00,93.00
2.387,,198.00,589.00,94.00,0.12,-22.87,-172.10,1.00,782.00,237.00,93.00
