Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.029,,675.00,391.00,85.00,-9.87,-16.63,-173.98,0.00,801.00,232.00,86.00
0.090,,672.00,391.00,83.00,-9.76,-13.20,-173.76,0.00,801.00,232.00,86.00
0.139,,670.00,392.00,84.00,-9.88,-14.25,-171.97,0.00,801.00,232.00,86.00
0.190,,668.00,393.00,84.00,-9.88,-14.32,-172.00,0.00,801.00,232.00,86.00
0.233,,665.00,393.00,84.00,-9.79,-11.46,-172.64,0.00,801.00,232.00,86.00
0.277,,665.00,393.00,84.00,-8.75,-10.44,-174.97,0.00,801.00,232.00,86.00
0.320,,664.00,393.00,83.00,-8.44,-6.20,-172.93,0.00,801.00,232.00,86.00
0.362,,665.00,394.00,83.00,-5.12,12.30,-167.18,0.00,801.00,232.00,86.00
0.406,,667.00,394.00,83.00,-4.17,15.96,-168.32,0.00,801.00,232.00,86.00
0.448,,669.00,393.00,83.00,-9.17,-9.90,-171.30,0.00,801.00,232.00,86.00
0.489,,675.00,393.00,83.00,-7.35,-1.92,179.90,0.00,801.00,232.00,86.00
0.536,,678.00,393.00,82.00,-7.76,-3.03,-167.84,0.00,801.00,232.00,86.00
0.592,,682.00,392.00,83.00,-8.29,-7.55,-174.27,0.00,801.00,232.00,86.00
0.642,,686.00,392.00,83.00,-5.89,13.01,-167.34,0.00,801.00,232.00,86.00
0.690,,691.00,389.00,83.00,-8.95,-8.31,-177.07,0.00,801.00,232.00,86.00
0.746,,695.00,387.00,83.00,-8.73,-6.69,-173.62,0.00,801.00,232.00,86.00
0.818,,709.00,377.00,82.00,-4.52,14.22,-167.19,0.00,801.00,232.00,86.00
0.954,,722.00,355.00,83.00,-7.48,-7.38,-176.01,0.00,801.00,232.00,86.00
1.002,,735.00,326.00,84.00,-6.22,-4.05,-177.14,0.00,801.00,232.00,86.00
1.050,,749.00,300.00,85.00,-5.59,-6.41,-176.55,0.00,801.00,232.00,86.00
1.098,,767.00,275.00,87.00,0.73,21.65,-160.40,0.00,801.00,232.00,86.00
1.147,,781.00,259.00,88.00,-5.75,-9.47,-174.40,0.00,801.00,232.00,86.00
1.195,,792.00,247.00,88.00,-4.82,-6.84,-177.30,0.00,801.00,232.00,86.00
1.261,,806.00,231.00,90.00,-4.49,-8.11,-176.80,0.00,801.00,232.00,86.00
1.368,,815.00,221.00,91.00,-4.43,-7.43,-176.45,0.00,801.00,232.00,86.00
1.435,,850.00,171.00,97.00,-4.14,-10.31,-175.66,0.00,801.00,232.00,86.00
1.485,,863.00,156.00,100.00,-2.88,-11.64,-174.07,0.00,801.00,232.00,86.00
1.535,,866.00,153.00,101.00,-3.08,-10.94,-175.30,0.00,801.00,232.00,86.00
1.584,,869.00,152.00,102.00,-3.60,-12.41,-174.00,0.00,801.00,232.00,86.00
1.632,,872.00,149.00,102.00,-2.85,-12.26,-174.13,0.00,801.00,232.00,86.00
1.680,,873.00,146.00,102.00,-2.57,-11.32,-173.78,0.00,801.00,232.00,86.00
1.735,,875.00,144.00,103.00,-3.05,-12.64,-172.72,0.00,801.00,232.00,86.00
1.785,,872.00,140.00,102.00,-2.67,-11.35,-173.40,0.00,801.00,232.00,86.00
1.835,,869.00,139.00,103.00,-3.24,-12.07,-173.89,0.00,801.00,232.00,86.00
1.886,,865.00,142.00,103.00,-2.69,-10.40,-173.03,0.00,801.00,232.00,86.00
1.934,,860.00,148.00,103.00,-2.37,-10.68,-171.99,0.00,801.00,232.00,86.00
1.986,,857.00,152.00,104.00,-3.82,-13.35,-171.84,0.00,801.00,232.00,86.00
2.039,,851.00,157.00,102.00,-3.03,-9.70,-171.78,0.00,801.00,232.00,86.00
2.085,,845.00,168.00,103.00,-3.44,-11.50,-171.29,0.00,801.00,232.00,86.00
2.132,,843.00,171.00,102.00,-2.57,-9.85,-172.28,0.00,801.00,232.00,86.00
2.178,,837.00,176.00,103.00,7.99,26.92,-153.56,0.00,801.00,232.00,86.00
2.223,,836.00,178.00,102.00,-2.94,-8.94,-171.80,0.00,801.00,232.00,86.00
2.271,,835.00,178.00,102.00,-2.85,-10.01,-173.77,0.00,801.00,232.00,86.00
2.317,,830.00,176.00,102.00,-3.09,-9.60,-175.07,0.00,801.00,232.00,86.00
2.362,,828.00,177.00,101.00,-2.67,-8.17,-176.27,0.00,801.00,232.00,86.00
