Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.033,,24.03,-50.84,667.25,-6.25,22.11,168.37,0.00,230.00,442.00,41.00
0.088,,21.89,-49.98,662.66,-6.48,20.82,167.81,0.00,230.00,442.00,41.00
0.089,,2169.73,-1743.64,5292.93,-112.39,32.02,170.59,0.00,230.00,442.00,41.00
0.134,,20.08,-50.06,668.10,-6.30,20.21,168.87,0.00,230.00,442.00,41.00
0.180,,18.31,-50.00,661.78,-6.72,20.76,168.63,0.00,230.00,442.00,41.00
0.225,,17.13,-50.23,660.93,-6.91,21.51,169.30,0.00,230.00,442.00,41.00
0.270,,17.11,-50.55,663.88,-6.66,21.67,169.43,0.00,230.00,442.00,41.00
0.315,,17.45,-50.81,664.48,-6.20,20.95,169.64,0.00,230.00,442.00,41.00
0.360,,17.18,-51.00,663.01,-6.37,22.56,169.95,0.00,230.00,442.00,41.00
0.405,,15.18,-52.68,661.79,-6.07,22.11,168.61,0.00,230.00,442.00,41.00
0.450,,12.81,-54.22,663.17,-6.57,22.11,169.31,0.00,230.00,442.00,41.00
0.495,,12.88,-54.49,661.31,-6.52,21.90,168.71,0.00,230.00,442.00,41.00
0.539,,11.86,-55.60,667.19,-6.58,21.16,168.97,0.00,230.00,442.00,41.00
0.585,,7.88,-56.19,668.00,-6.32,20.82,168.34,0.00,230.00,442.00,41.00
0.630,,-1.89,-58.77,668.21,-6.96,21.82,169.52,0.00,230.00,442.00,41.00
0.674,,-7.56,-59.93,666.22,-7.09,23.07,169.93,0.00,230.00,442.00,41.00
0.718,,-10.24,-60.35,663.17,-6.73,23.52,172.12,0.00,230.00,442.00,41.00
0.764,,-9.65,-60.73,659.30,-6.46,22.62,171.81,0.00,230.00,442.00,41.00
0.808,,-5.49,-61.91,657.50,-6.14,22.14,172.35,0.00,230.00,442.00,41.00
0.855,,3.28,-61.81,655.19,-5.83,22.68,172.42,0.00,230.00,442.00,41.00
0.900,,11.40,-62.44,653.79,-6.08,22.90,170.87,0.00,230.00,442.00,41.00
0.943,,17.49,-63.10,652.83,-6.51,20.03,170.04,0.00,230.00,442.00,41.00
0.991,,24.86,-63.14,651.00,-6.09,17.98,171.61,0.00,230.00,442.00,41.00
1.035,,31.57,-62.62,640.77,-5.65,16.44,169.82,0.00,230.00,442.00,41.00
1.036,,2169.73,-1743.64,5292.93,-112.39,32.02,170.59,0.00,230.00,442.00,41.00
1.086,,36.72,-62.02,638.62,-5.18,15.95,171.10,0.00,230.00,442.00,41.00
1.134,,43.99,-61.17,632.98,-4.87,16.63,174.21,0.00,230.00,442.00,41.00
