Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.041,,42.43,6.85,1048.47,2.18,41.33,-177.07,0.00,534.00,608.00,58.00
0.133,,40.42,6.43,1042.42,3.26,40.70,-177.15,0.00,534.00,608.00,58.00
0.189,,39.34,5.54,1037.19,4.45,41.35,-176.67,0.00,534.00,608.00,58.00
0.245,,38.36,3.58,1037.88,4.47,40.34,-177.50,0.00,534.00,608.00,58.00
0.301,,37.90,3.46,1042.17,4.82,39.51,-178.33,0.00,534.00,608.00,58.00
0.359,,37.26,3.45,1041.98,4.77,39.01,-178.88,0.00,534.00,608.00,58.00
0.415,,34.85,3.21,1052.07,4.04,38.15,178.83,0.00,534.00,608.00,58.00
0.474,,31.78,4.82,1055.10,5.04,38.13,178.97,0.00,534.00,608.00,58.00
0.531,,29.68,6.96,1065.31,4.49,35.71,175.13,0.00,534.00,608.00,58.00
0.591,,28.57,8.21,1081.14,4.87,35.40,175.57,0.00,534.00,608.00,58.00
0.660,,25.76,8.58,1099.19,4.09,33.29,172.97,0.00,534.00,608.00,58.00
0.728,,25.74,8.56,1114.59,4.45,31.29,172.42,0.00,534.00,608.00,58.00
0.795,,21.54,6.13,1153.93,3.12,28.16,171.59,0.00,534.00,608.00,58.00
0.859,,19.04,1.11,1155.45,1.50,30.78,172.91,0.00,534.00,608.00,58.00
0.916,,20.07,-4.06,1159.72,0.95,31.18,173.80,0.00,534.00,608.00,58.00
0.977,,22.76,-12.03,1190.03,-1.76,27.88,169.08,0.00,534.00,608.00,58.00
1.035,,25.80,-15.56,1173.99,-1.25,32.30,170.30,0.00,534.00,608.00,58.00
1.094,,33.49,-24.38,1182.48,-2.82,29.90,169.64,0.00,534.00,608.00,58.00
1.152,,37.51,-27.52,1192.69,-3.77,26.22,167.49,0.00,534.00,608.00,58.00
1.231,,43.75,-35.56,1188.66,-2.45,29.33,170.90,0.00,534.00,608.00,58.00
1.299,,50.48,-43.41,1206.98,-3.72,26.28,168.34,0.00,534.00,608.00,58.00
1.363,,55.19,-48.83,1206.62,-3.93,29.03,169.65,0.00,534.00,608.00,58.00
1.425,,60.21,-50.13,1228.58,-2.95,22.71,170.37,0.00,534.00,608.00,58.00
1.489,,67.11,-48.47,1220.11,-1.90,20.15,170.21,0.00,534.00,608.00,58.00
1.553,,69.18,-47.63,1228.40,-1.87,22.30,172.40,0.00,534.00,608.00,58.00
1.635,,70.00,-47.30,1227.39,-1.91,22.53,172.25,0.00,534.00,608.00,58.00
1.699,,71.76,-47.21,1232.22,-1.93,21.95,169.81,0.00,534.00,608.00,58.00
1.761,,71.85,-48.32,1231.40,-1.89,23.08,169.48,0.00,534.00,608.00,58.00
1.828,,72.44,-48.32,1231.49,-1.89,23.11,169.49,0.00,534.00,608.00,58.00
1.890,,73.67,-47.28,1227.47,-1.12,23.70,172.11,0.00,534.00,608.00,58.00
1.953,,74.14,-45.98,1234.89,-0.84,22.77,172.50,0.00,534.00,608.00,58.00
2.015,,74.60,-44.79,1237.52,-1.95,22.32,171.07,0.00,534.00,608.00,58.00
2.074,,72.63,-40.76,1223.78,-1.65,22.05,169.76,0.00,534.00,608.00,58.00
2.134,,71.78,-36.56,1231.02,-1.45,19.82,170.28,0.00,534.00,608.00,58.00
2.194,,71.54,-35.00,1232.13,-1.08,21.81,172.49,0.00,534.00,608.00,58.00
2.254,,69.92,-33.15,1226.79,-1.13,21.35,171.01,0.00,534.00,608.00,58.00
2.313,,67.11,-30.62,1239.53,-1.94,21.41,170.61,0.00,534.00,608.00,58.00
2.375,,65.12,-29.53,1230.28,-1.92,24.48,172.00,0.00,534.00,608.00,58.00
2.434,,63.39,-27.17,1233.56,-2.35,23.01,171.18,0.00,534.00,608.00,58.00
