Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
5.891,0,-67.64,12.78,879.82,-4.75,52.14,168.26
5.955,0,-67.14,15.58,887.40,-5.85,51.05,166.70
6.018,0,-64.00,18.66,887.15,-6.11,47.75,164.58
6.085,0,-61.60,20.58,877.81,-5.43,41.40,165.29
6.149,0,-60.24,21.21,873.96,-5.95,26.68,172.95
6.213,0,-58.38,20.75,870.51,-6.07,23.33,175.75
6.274,0,-57.76,17.79,874.33,-6.54,16.57,176.75
6.338,0,-57.92,13.95,883.06,-6.08,4.83,-179.97
6.400,0,-58.47,12.88,883.10,-6.08,4.79,-179.89
6.462,0,-59.62,10.66,881.78,-6.12,6.92,174.81
6.522,0,-62.64,9.33,882.53,-5.49,6.75,174.88
6.585,0,-69.69,6.94,882.40,-6.14,8.82,175.72
6.644,0,-70.88,6.72,890.88,-6.15,6.25,175.00
6.707,0,-72.74,4.81,882.91,-6.17,10.92,176.26
6.760,0,-76.46,1.85,890.44,-6.08,7.56,174.75
6.822,0,-80.05,-0.41,886.42,-6.38,6.96,177.26
6.879,0,-83.99,-3.87,887.86,-6.68,-16.46,-175.71
6.939,0,-88.06,-7.48,883.22,-6.02,8.59,-179.77
6.996,0,-91.75,-11.85,878.01,-6.15,10.66,178.92
7.055,0,-98.07,-17.13,881.29,-6.47,11.60,177.96
7.112,0,-104.48,-21.70,876.75,-6.65,12.77,178.53
7.173,0,-110.95,-26.19,884.19,-7.30,11.71,177.61
7.228,0,-114.53,-29.89,878.07,-7.50,12.53,177.10
7.289,0,-116.55,-33.60,873.91,-7.74,11.88,177.16
7.345,0,-118.57,-36.53,874.73,-7.63,13.57,179.51
7.403,0,-120.98,-39.19,874.56,-7.62,13.45,179.45
7.463,0,-123.81,-41.32,874.41,-7.55,14.13,178.92
7.521,0,-128.19,-44.35,881.41,-8.23,11.62,178.01
7.577,0,-131.86,-47.20,879.36,-8.80,12.37,177.34
7.635,0,-133.72,-48.22,878.15,-8.77,11.58,176.51
7.692,0,-134.62,-48.37,875.96,-9.38,12.48,175.79
7.755,0,-135.01,-48.60,871.24,-8.61,16.53,178.07
7.823,0,-137.15,-50.35,878.14,-8.70,13.91,176.23
7.883,0,-136.82,-50.52,874.29,-8.97,14.33,177.13
7.939,0,-136.94,-50.17,870.60,-8.57,15.78,177.45
7.997,0,-137.75,-50.30,866.19,-8.82,18.25,177.68
8.053,0,-138.19,-50.34,869.03,-9.18,17.81,176.93
8.114,0,-139.28,-50.42,879.59,-8.73,13.56,177.75
8.175,0,-138.20,-49.42,873.51,-8.99,15.10,176.37
8.235,0,-139.10,-49.44,873.99,-8.98,16.46,176.59
8.291,0,-139.31,-49.46,874.50,-8.97,15.66,177.26
8.350,0,-140.13,-49.32,878.88,-8.75,14.38,176.95
8.405,0,-140.85,-49.13,882.63,-9.13,12.78,176.71
8.443,0,-140.26,-48.41,877.02,-9.36,15.16,176.36
8.499,0,-140.33,-47.86,876.59,-9.34,15.97,175.82
8.560,0,-141.46,-48.03,882.10,-9.11,13.65,176.11
8.615,0,-141.31,-48.06,882.77,-9.10,15.14,176.37
8.680,0,-139.70,-47.28,873.42,-9.00,17.19,175.96
8.739,0,-139.09,-47.34,874.74,-9.01,17.06,177.30
8.798,0,-139.09,-47.34,874.74,-9.01,17.06,177.30
8.855,0,-139.73,-46.85,877.99,-9.38,15.80,177.16
8.916,0,-138.82,-46.41,869.64,-8.65,16.46,176.54
8.974,0,-140.15,-45.73,874.53,-9.05,17.00,177.20
9.034,0,-138.55,-43.96,876.57,-8.48,15.58,178.39
9.089,0,-135.39,-43.29,873.70,-9.09,16.05,176.93
9.148,0,-128.14,-42.95,866.75,-8.36,17.67,177.17
9.206,0,-121.02,-42.91,861.05,-7.67,16.89,179.20
9.270,0,-110.66,-42.26,853.11,-6.97,16.08,179.20
9.326,0,-97.41,-42.18,844.23,-5.23,19.36,-178.97
9.387,0,-86.21,-42.45,841.56,-4.26,19.32,179.13
9.447,0,-78.05,-43.64,837.33,-3.87,19.24,178.57
9.508,0,-69.03,-43.73,829.34,-3.18,19.08,178.05
9.567,0,-62.33,-45.61,824.59,-3.39,20.32,177.52
9.629,0,-56.86,-46.77,829.80,-3.15,18.50,177.95
9.689,0,-44.48,-46.53,819.41,-2.21,17.54,179.58
9.752,0,-35.33,-46.17,813.49,-1.06,16.87,-179.64
9.812,0,-29.48,-45.80,809.11,-0.68,18.29,179.79
9.881,0,-15.31,-44.96,805.34,0.58,15.01,-179.88
9.946,0,-10.88,-44.67,802.70,1.56,15.91,-178.23
10.008,0,-4.13,-44.38,801.69,1.95,13.55,-179.87
10.068,0,4.85,-42.87,789.77,1.99,10.72,-179.60
10.132,0,7.70,-41.74,780.01,2.51,15.11,-178.60
10.188,0,9.13,-41.10,772.39,2.61,16.29,-179.13
10.250,0,10.03,-41.43,776.35,2.24,14.14,-179.33
10.310,0,11.26,-41.56,772.15,2.49,14.45,-179.51
10.371,0,11.53,-41.67,767.24,2.22,14.70,178.29
10.429,0,12.19,-41.68,771.93,1.12,-11.66,-173.28
10.490,0,11.46,-41.63,775.68,2.65,11.89,-179.82
10.552,0,10.79,-41.56,772.13,2.49,14.42,-179.52
10.615,0,9.62,-41.08,772.14,2.54,14.36,-179.05
10.675,0,9.27,-40.82,771.14,1.91,13.56,179.24
10.738,0,9.26,-41.21,778.86,2.42,12.18,-179.59
10.798,0,8.88,-41.66,778.14,2.48,13.58,179.30
10.859,0,9.16,-42.10,786.06,2.18,8.49,178.48
10.918,0,8.96,-41.79,782.86,2.66,11.76,-179.93
10.954,0,8.57,-41.76,782.03,2.72,13.26,179.01
11.014,0,7.60,-41.60,787.96,2.52,10.13,178.91
11.076,0,7.39,-41.06,782.20,2.15,13.20,178.87
11.135,0,6.82,-40.86,785.32,2.47,13.52,179.13
11.196,0,6.15,-41.05,785.99,2.03,10.49,176.46
11.255,0,5.87,-40.86,785.28,2.46,13.45,179.10
11.317,0,5.69,-40.76,790.34,2.09,11.64,179.81
11.377,0,4.97,-40.50,790.01,2.64,11.57,179.81
11.440,0,4.30,-40.61,784.64,1.95,14.66,178.11
11.501,0,4.25,-40.28,790.23,2.07,11.54,179.73
11.562,0,2.98,-39.23,785.95,1.98,15.29,179.46
11.621,0,1.70,-38.77,788.43,1.54,13.50,178.47
11.685,0,0.11,-37.49,783.79,1.40,15.66,177.35
11.744,0,-6.69,-30.43,786.10,1.26,15.45,179.86
11.808,0,-12.40,-22.32,786.05,-0.13,12.84,-179.15
11.868,0,-17.48,-15.70,782.15,-1.10,14.31,-179.99
11.931,0,-19.42,-12.90,777.77,-1.44,16.20,179.65
12.005,0,-21.68,-10.58,788.77,-1.81,11.99,179.32
12.069,0,-26.15,-5.49,780.99,-1.98,14.65,179.41
12.129,0,-27.82,-4.54,780.90,-1.94,14.51,179.69
12.193,0,-27.92,-5.40,783.91,-2.21,13.84,178.74
12.251,0,-25.98,-7.51,784.66,-2.44,-16.32,-176.81
12.314,0,-24.97,-10.26,789.63,-2.13,12.88,176.84
12.376,0,-22.07,-15.36,788.27,-1.14,15.49,178.86
12.441,0,-18.58,-20.15,788.16,-1.01,14.92,178.41
12.503,0,-13.29,-21.61,789.07,-0.45,12.87,178.26
12.569,0,-10.88,-21.62,786.00,0.48,16.06,179.86
12.629,0,-6.57,-23.29,789.34,0.10,13.36,178.05
12.694,0,-2.95,-24.49,782.24,0.76,13.56,178.81
12.754,0,2.18,-25.21,782.85,1.26,12.58,179.58
12.818,0,3.74,-25.19,781.90,1.27,11.81,178.48
12.877,0,5.77,-24.23,773.23,1.37,14.76,177.07
12.938,0,6.45,-23.55,771.70,1.63,15.34,-179.74
12.998,0,7.23,-23.04,780.96,1.59,7.35,177.42
13.060,0,7.04,-22.81,777.93,2.01,10.90,179.33
13.119,0,6.60,-23.04,773.06,1.33,14.09,177.91
13.181,0,6.60,-23.04,773.06,1.33,14.09,177.91
13.241,0,7.48,-23.04,781.63,1.70,7.41,179.14
13.303,0,7.28,-23.05,778.17,1.47,10.92,179.33
13.367,0,7.28,-23.05,778.17,1.47,10.92,179.33
13.429,0,7.01,-23.02,775.90,1.50,11.75,176.82
13.489,0,6.66,-23.05,777.70,1.56,12.44,178.76
13.551,0,6.54,-23.06,778.63,1.55,13.30,179.85
13.610,0,6.43,-23.05,777.47,1.48,12.38,178.06
13.673,0,5.95,-23.05,777.45,1.48,12.35,178.04
13.734,0,6.02,-23.06,782.18,1.69,10.33,178.82
13.774,0,6.02,-23.06,782.18,1.69,10.33,178.82
13.838,0,5.65,-22.84,774.38,1.33,15.44,177.96
13.900,0,5.54,-23.06,782.16,1.69,10.29,178.81
13.961,0,5.15,-22.55,780.73,1.24,12.69,178.29
14.026,0,4.65,-22.12,778.50,1.53,13.16,179.73
14.099,0,3.74,-22.35,781.69,1.23,11.88,178.24
14.168,0,3.74,-22.35,781.69,1.23,11.88,178.24
14.229,0,4.21,-22.35,781.72,1.23,11.91,178.26
14.291,0,4.31,-22.81,780.94,1.26,13.39,177.27
14.354,0,5.94,-21.85,779.40,0.83,-11.91,-176.60
14.418,0,8.22,-20.22,778.01,1.43,11.07,179.11
14.477,0,11.83,-17.32,776.30,2.28,4.67,-178.11
14.538,0,14.54,-14.27,764.01,2.48,13.84,-178.27
14.601,0,11.44,-14.72,766.04,1.67,13.99,176.87
14.663,0,3.45,-17.86,776.42,1.47,13.69,177.15
14.723,0,-6.25,-19.90,776.57,-0.41,15.07,174.50
14.786,0,-14.38,-20.90,779.91,-0.40,17.18,176.91
14.844,0,-33.20,-21.70,795.35,-1.86,16.53,175.07
14.907,0,-39.91,-22.19,795.52,-2.42,18.14,174.77
14.965,0,-46.98,-22.90,804.43,-3.05,17.41,176.11
15.027,0,-65.01,-24.28,813.98,-4.52,18.66,175.80
15.087,0,-78.61,-25.21,824.01,-5.55,20.67,174.58
15.150,0,-84.96,-24.85,824.09,-6.51,21.28,172.74
15.209,0,-102.72,-20.28,833.93,-7.49,24.49,174.07
15.275,0,-107.15,-18.40,835.23,-8.58,25.47,172.88
15.335,0,-110.61,-17.82,837.90,-9.02,25.96,172.24
15.396,0,-116.00,-17.44,844.17,-9.73,25.33,171.53
15.456,0,-121.48,-17.06,851.39,-10.48,25.17,171.43
15.518,0,-129.49,-15.72,851.11,-11.20,24.95,172.88
15.578,0,-136.32,-13.33,849.04,-12.01,25.47,172.67
15.643,0,-140.16,-12.19,852.30,-12.52,26.37,172.62
15.705,0,-145.14,-10.97,858.20,-13.45,27.27,170.44
15.770,0,-146.18,-10.79,854.86,-13.10,27.60,171.04
15.830,0,-147.38,-10.24,853.29,-13.81,27.85,170.47
15.892,0,-149.40,-9.97,852.64,-13.81,27.81,170.49
15.952,0,-153.71,-8.55,856.67,-14.27,27.54,171.26
16.017,0,-154.62,-7.93,859.53,-14.60,26.65,171.12
16.078,0,-153.52,-7.51,856.33,-14.38,28.03,170.69
16.144,0,-152.50,-7.61,853.57,-14.03,28.41,171.25
16.212,0,-152.39,-7.77,855.95,-14.37,28.18,170.72
16.275,0,-150.98,-7.77,856.33,-14.31,27.76,171.20
16.333,0,-149.13,-7.88,853.41,-13.85,27.24,171.75
16.392,0,-147.10,-8.26,852.40,-12.84,27.78,172.40
16.449,0,-146.88,-8.69,855.00,-13.11,27.02,171.40
16.507,0,-147.80,-8.77,861.19,-13.77,25.71,170.67
16.565,0,-146.59,-8.69,854.89,-13.13,27.04,171.34
16.603,0,-145.85,-8.70,855.19,-13.25,28.04,171.35
16.660,0,-143.02,-8.87,847.09,-13.13,28.38,171.94
16.721,0,-142.55,-8.87,846.65,-13.09,27.96,171.44
16.780,0,-142.08,-8.97,843.83,-12.73,28.30,172.00
16.839,0,-143.19,-9.32,852.10,-12.67,26.59,171.91
16.900,0,-143.31,-8.71,855.20,-12.99,25.72,171.79
16.960,0,-142.22,-8.53,850.25,-13.40,27.07,171.31
17.019,0,-141.89,-8.29,852.24,-12.70,26.66,171.88
17.079,0,-140.42,-7.50,852.16,-12.79,27.29,172.30
17.140,0,-118.96,-0.40,849.13,-9.17,26.40,175.30
17.205,0,-89.96,12.28,825.95,-5.07,25.00,178.84
17.266,0,-81.90,17.55,826.66,-4.58,24.45,178.59
17.331,0,-73.20,27.33,818.49,-4.34,25.46,178.37
17.390,0,-78.12,31.54,820.94,-6.25,27.27,174.45
17.453,0,-85.30,34.53,822.84,-8.21,28.72,172.84
17.514,0,-90.84,37.63,832.87,-9.27,27.64,171.46
17.579,0,-104.17,43.86,838.37,-11.11,28.75,170.82
17.642,0,-114.88,50.26,845.17,-12.32,29.52,172.62
17.707,0,-118.27,52.91,847.70,-12.78,29.48,172.44
17.767,0,-123.25,55.60,856.62,-13.16,30.29,172.15
17.830,0,-128.52,55.58,864.30,-14.43,32.38,169.43
17.892,0,-132.30,56.80,876.91,-15.12,33.01,168.76
17.958,0,-133.16,56.55,877.23,-15.33,33.79,167.75
18.021,0,-134.39,55.85,880.85,-16.18,35.56,167.46
18.087,0,-137.60,55.08,899.34,-15.93,33.94,167.25
18.148,0,-141.02,53.34,907.08,-16.98,34.84,166.17
18.211,0,-139.75,52.27,898.02,-17.09,35.82,166.59
18.276,0,-138.54,52.66,900.13,-16.48,36.47,167.08
18.346,0,-138.04,53.48,909.78,-16.51,35.98,166.14
18.407,0,-136.43,54.19,915.13,-16.28,36.37,165.21
18.471,0,-134.67,54.58,909.93,-16.61,36.15,165.99
18.531,0,-135.44,56.03,919.98,-16.53,35.10,166.39
18.595,0,-130.91,56.66,912.19,-15.66,35.16,168.35
18.652,0,-125.21,57.48,903.68,-14.84,35.35,168.44
18.715,0,-121.21,58.18,899.95,-14.02,33.66,168.68
18.773,0,-115.93,57.97,886.18,-13.29,32.65,171.70
18.835,0,-104.06,60.83,883.25,-11.53,29.07,173.72
18.892,0,-84.36,61.88,857.58,-8.74,25.71,177.70
18.956,0,-64.90,61.91,846.80,-5.44,23.71,179.80
19.015,0,-36.12,63.74,820.42,-1.52,26.57,179.91
19.078,0,-25.80,63.35,806.89,-1.17,29.55,176.78
19.136,0,-17.03,63.41,803.63,5.20,-30.92,172.15
19.198,0,-16.46,62.66,803.16,-0.02,27.94,177.26
19.257,0,-16.70,62.63,802.76,-0.67,28.02,177.09
19.320,0,-18.83,62.76,799.54,-1.03,28.15,177.52
19.379,0,-22.31,62.82,806.33,-0.95,27.66,178.24
19.443,0,-25.92,61.88,807.14,-1.13,30.05,176.38
19.505,0,-35.49,60.88,823.34,-1.66,29.67,175.34
19.566,0,-57.65,55.62,843.61,-4.22,27.24,173.08
19.624,0,-83.09,52.52,858.42,-7.46,31.50,171.19
19.686,0,-97.35,51.15,865.16,-8.87,31.67,170.20
19.743,0,-128.05,50.59,891.56,-12.01,29.33,170.84
19.805,0,-140.73,52.53,895.39,-14.30,29.02,168.98
19.865,0,-162.58,58.61,907.95,-15.66,31.41,169.86
19.927,0,-168.30,60.30,907.33,-15.97,32.44,170.14
19.989,0,-181.78,65.24,908.37,-16.05,34.84,169.27
20.069,0,-197.17,68.63,914.12,-17.56,36.33,169.96
20.130,0,-202.34,71.58,913.32,-16.54,39.43,169.60
20.192,0,-210.32,73.92,920.49,-16.58,36.08,170.92
20.251,0,-223.11,75.12,932.07,-16.95,35.21,172.77
20.316,0,-233.12,75.46,933.25,-18.75,36.68,171.70
20.373,0,-237.11,74.70,924.64,-19.85,38.98,171.40
20.441,0,-240.31,74.73,924.57,-19.78,38.82,171.48
20.500,0,-249.75,75.32,940.34,-20.63,39.26,170.07
20.563,0,-249.58,74.44,930.78,-22.38,40.58,168.93
20.622,0,-274.89,80.74,940.32,-25.52,41.92,168.43
20.685,0,-281.89,83.11,946.69,-26.35,41.06,168.41
20.745,0,-283.05,83.82,944.46,-27.16,40.68,167.50
20.811,0,-292.18,86.78,953.54,-28.30,42.07,166.72
20.872,0,-294.12,87.34,949.45,-29.66,42.68,165.74
20.933,0,-293.38,87.00,949.04,-29.65,42.75,165.75
20.994,0,-293.96,86.84,953.89,-28.85,43.00,165.90
21.055,0,-292.28,85.51,952.44,-28.41,42.46,167.02
21.113,0,-291.70,84.60,957.58,-28.45,41.53,166.95
21.175,0,-290.22,84.44,954.19,-27.85,41.52,167.12
21.235,0,-287.83,84.15,949.32,-27.82,42.61,167.17
21.298,0,-286.27,83.65,950.72,-27.64,42.32,166.93
21.357,0,-282.00,83.61,945.51,-26.54,41.41,168.61
21.420,0,-275.56,82.48,934.91,-25.33,42.46,168.98
21.480,0,-273.27,81.03,935.25,-24.61,41.22,169.62
21.542,0,-271.92,80.61,932.17,-24.03,41.16,169.78
21.601,0,-266.99,78.30,922.33,-23.64,40.98,169.98
21.663,0,-268.63,78.07,928.03,-23.21,40.93,170.55
21.722,0,-268.61,78.22,930.02,-23.22,40.88,169.79
21.783,0,-268.44,78.14,928.93,-23.38,41.27,170.03
21.842,0,-267.46,77.79,926.57,-22.96,41.52,169.68
21.902,0,-268.00,77.89,929.47,-23.38,41.27,170.02
21.962,0,-266.01,77.24,923.56,-23.44,40.67,169.79
22.024,0,-267.79,77.91,929.74,-23.07,40.56,170.29
22.083,0,-266.14,78.14,923.99,-23.50,40.61,169.72
22.146,0,-267.15,78.54,926.96,-24.08,40.69,169.55
22.177,0,-267.34,78.80,926.58,-24.07,40.70,169.56
22.240,0,-266.54,78.38,923.34,-23.80,41.32,169.46
22.240,17,1143.08,127.53,3183.99,-88.13,-9.81,77.55
22.299,0,-268.44,79.29,928.87,-23.44,41.25,169.95
22.358,0,-266.73,80.02,922.39,-23.73,40.95,169.87
22.417,0,-265.44,79.66,916.41,-23.79,42.36,170.22
22.476,0,-268.03,79.92,924.37,-23.38,42.20,170.03
22.545,0,-267.58,79.49,922.81,-24.18,41.96,169.13
22.612,0,-268.03,79.92,924.37,-23.38,42.20,170.03
22.612,17,1118.78,125.29,3116.28,-87.78,-10.70,77.34
22.668,0,-264.37,82.68,926.89,-21.65,42.16,171.90
22.726,0,-236.78,85.55,888.14,-14.69,39.59,-178.85
22.782,0,-189.13,104.20,851.16,-0.58,30.84,-163.61
22.842,0,-142.11,112.80,775.07,2.94,21.26,-156.64
22.896,0,-103.28,146.51,774.29,-1.77,7.12,-157.98
