Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
1.358,,739.00,601.00,94.00,-8.79,-16.84,175.11,0.00,580.00,695.00,69.00
1.443,,736.00,583.00,87.00,-9.70,3.00,173.17,0.00,580.00,695.00,69.00
1.495,,727.00,581.00,95.00,-11.26,-7.72,-154.42,0.00,580.00,695.00,69.00
1.673,,694.00,607.00,96.00,-9.41,26.57,159.56,0.00,580.00,695.00,69.00
1.896,,640.00,660.00,96.00,-7.78,21.24,153.47,0.00,580.00,695.00,69.00
1.948,,633.00,667.00,96.00,-7.47,21.09,156.28,0.00,580.00,695.00,69.00
2.004,,628.00,674.00,83.00,-2.83,5.00,169.69,0.00,580.00,695.00,69.00
2.061,,626.00,680.00,83.00,-3.03,-2.77,-169.32,0.00,580.00,695.00,69.00
2.113,,624.00,680.00,82.00,-3.02,-4.36,-172.90,0.00,580.00,695.00,69.00
2.171,,622.00,679.00,81.00,-3.36,6.55,178.76,0.00,580.00,695.00,69.00
2.228,,616.00,675.00,82.00,-2.29,-2.37,-166.12,0.00,580.00,695.00,69.00
2.342,,611.00,673.00,88.00,-1.27,-11.36,-156.49,0.00,580.00,695.00,69.00
2.452,,598.00,676.00,88.00,-1.16,-13.06,-156.07,0.00,580.00,695.00,69.00
2.508,,593.00,678.00,79.00,0.25,-7.05,-168.19,0.00,580.00,695.00,69.00
2.562,,589.00,680.00,79.00,-0.47,5.41,165.05,0.00,580.00,695.00,69.00
2.616,,587.00,680.00,78.00,1.17,3.30,161.23,0.00,580.00,695.00,69.00
2.685,,582.00,678.00,77.00,0.41,3.29,164.00,0.00,580.00,695.00,69.00
2.758,,581.00,675.00,86.00,0.03,-13.84,-155.99,0.00,580.00,695.00,69.00
2.810,,573.00,674.00,75.00,1.69,2.31,159.04,0.00,580.00,695.00,69.00
2.872,,571.00,674.00,75.00,1.09,-6.75,-165.37,0.00,580.00,695.00,69.00
2.930,,570.00,674.00,74.00,1.50,-7.02,-165.16,0.00,580.00,695.00,69.00
2.997,,566.00,674.00,74.00,2.12,1.94,156.81,0.00,580.00,695.00,69.00
3.057,,564.00,675.00,72.00,1.89,-3.85,-163.18,0.00,580.00,695.00,69.00
3.114,,562.00,676.00,72.00,1.94,-5.02,-161.58,0.00,580.00,695.00,69.00
3.174,,563.00,676.00,73.00,2.33,-4.90,-159.47,0.00,580.00,695.00,69.00
3.232,,563.00,678.00,73.00,1.48,-4.74,-159.47,0.00,580.00,695.00,69.00
3.291,,562.00,678.00,72.00,1.94,-5.00,-161.63,0.00,580.00,695.00,69.00
3.350,,563.00,677.00,73.00,1.55,-7.40,-161.32,0.00,580.00,695.00,69.00
3.409,,564.00,677.00,73.00,1.96,-6.41,-162.80,0.00,580.00,695.00,69.00
3.467,,564.00,676.00,74.00,2.56,0.76,153.50,0.00,580.00,695.00,69.00
3.523,,565.00,676.00,72.00,1.89,-3.63,-160.69,0.00,580.00,695.00,69.00
3.581,,565.00,676.00,74.00,1.90,-4.65,-159.40,0.00,580.00,695.00,69.00
3.640,,565.00,676.00,73.00,2.31,-3.56,-160.66,0.00,580.00,695.00,69.00
3.701,,565.00,677.00,73.00,2.63,-0.30,156.64,0.00,580.00,695.00,69.00
3.755,,565.00,677.00,74.00,1.45,-4.65,-159.60,0.00,580.00,695.00,69.00
3.811,,565.00,677.00,74.00,1.45,-4.65,-159.60,0.00,580.00,695.00,69.00
3.841,,565.00,677.00,74.00,1.45,-4.65,-159.60,1.00,408.00,566.00,79.00
3.893,,565.00,677.00,73.00,1.84,-2.39,-159.55,1.00,408.00,566.00,79.00
3.949,,566.00,677.00,72.00,1.89,-3.60,-160.71,1.00,408.00,566.00,79.00
4.000,,566.00,678.00,73.00,2.28,-3.75,-160.68,1.00,408.00,566.00,79.00
4.056,,566.00,677.00,73.00,2.16,0.94,157.72,1.00,408.00,566.00,79.00
4.112,,566.00,679.00,72.00,1.95,-5.30,-164.18,1.00,408.00,566.00,79.00
4.165,,567.00,679.00,72.00,1.89,-3.76,-163.25,1.00,408.00,566.00,79.00
4.219,,567.00,679.00,74.00,1.91,-4.85,-161.75,1.00,408.00,566.00,79.00
4.277,,567.00,678.00,74.00,1.85,-3.41,-158.63,1.00,408.00,566.00,79.00
4.330,,565.00,674.00,72.00,1.88,-3.64,-160.64,1.00,408.00,566.00,79.00
4.438,,560.00,662.00,83.00,0.76,-13.97,-151.72,1.00,408.00,566.00,79.00
4.538,,543.00,635.00,70.00,5.01,-7.69,167.50,1.00,408.00,566.00,79.00
4.587,,538.00,625.00,71.00,5.81,-10.59,166.19,1.00,408.00,566.00,79.00
4.636,,532.00,611.00,76.00,4.10,13.18,-176.95,1.00,408.00,566.00,79.00
4.686,,527.00,599.00,80.00,4.75,18.84,-175.64,1.00,408.00,566.00,79.00
4.735,,521.00,587.00,82.00,5.92,-23.27,172.99,1.00,408.00,566.00,79.00
4.787,,516.00,577.00,79.00,8.79,2.27,-160.45,1.00,408.00,566.00,79.00
4.846,,511.00,566.00,85.00,8.01,-25.20,169.78,1.00,408.00,566.00,79.00
4.896,,503.00,552.00,81.00,8.78,-8.32,166.35,1.00,408.00,566.00,79.00
4.950,,500.00,546.00,81.00,8.34,-5.95,170.35,1.00,408.00,566.00,79.00
5.008,,497.00,543.00,81.00,8.08,-3.34,-169.21,1.00,408.00,566.00,79.00
5.058,,493.00,538.00,83.00,8.92,0.64,-174.94,1.00,408.00,566.00,79.00
5.109,,491.00,538.00,84.00,8.04,-10.34,179.25,1.00,408.00,566.00,79.00
5.159,,491.00,540.00,84.00,8.64,-3.46,-169.46,1.00,408.00,566.00,79.00
5.209,,491.00,542.00,84.00,8.89,-7.02,171.57,1.00,408.00,566.00,79.00
5.261,,490.00,545.00,84.00,8.65,-3.41,-169.52,1.00,408.00,566.00,79.00
5.311,,486.00,549.00,85.00,8.88,-4.82,173.33,1.00,408.00,566.00,79.00
5.362,,485.00,551.00,85.00,9.56,0.38,-174.90,1.00,408.00,566.00,79.00
5.410,,484.00,553.00,85.00,10.32,0.29,-174.89,1.00,408.00,566.00,79.00
5.459,,482.00,555.00,86.00,8.75,-11.78,-174.89,1.00,408.00,566.00,79.00
5.508,,481.00,556.00,85.00,9.39,-3.14,176.03,1.00,408.00,566.00,79.00
5.557,,480.00,557.00,86.00,8.77,-11.78,-175.03,1.00,408.00,566.00,79.00
5.606,,479.00,558.00,86.00,9.85,-1.11,-173.45,1.00,408.00,566.00,79.00
5.655,,478.00,558.00,86.00,9.72,-1.41,177.59,1.00,408.00,566.00,79.00
5.704,,477.00,559.00,87.00,9.91,-7.26,170.30,1.00,408.00,566.00,79.00
5.753,,477.00,559.00,87.00,10.42,3.05,-177.32,1.00,408.00,566.00,79.00
5.802,,477.00,559.00,87.00,10.26,1.52,178.26,1.00,408.00,566.00,79.00
5.853,,477.00,559.00,87.00,10.26,1.52,178.26,1.00,408.00,566.00,79.00
5.902,,477.00,559.00,86.00,9.55,-7.42,-173.47,1.00,408.00,566.00,79.00
5.952,,477.00,559.00,87.00,9.61,-4.00,-169.19,1.00,408.00,566.00,79.00
6.002,,477.00,559.00,87.00,9.60,-6.65,173.04,1.00,408.00,566.00,79.00
6.053,,477.00,559.00,87.00,9.41,-13.02,-178.08,1.00,408.00,566.00,79.00
6.100,,477.00,560.00,87.00,9.60,-6.65,172.99,1.00,408.00,566.00,79.00
6.148,,477.00,561.00,87.00,9.60,-6.64,172.94,1.00,408.00,566.00,79.00
6.197,,477.00,561.00,87.00,10.19,0.18,-174.86,1.00,408.00,566.00,79.00
6.247,,477.00,562.00,87.00,9.61,-6.64,172.88,1.00,408.00,566.00,79.00
6.300,,477.00,562.00,87.00,9.61,-6.64,172.88,1.00,408.00,566.00,79.00
6.349,,478.00,563.00,87.00,9.80,-12.28,-174.41,1.00,408.00,566.00,79.00
6.396,,478.00,562.00,88.00,9.57,-2.94,171.45,1.00,408.00,566.00,79.00
