Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
4.874,0,20.86,2.84,356.87,20.31,18.56,-176.51
4.925,0,19.24,3.20,357.69,19.91,17.70,-175.79
4.976,0,17.00,4.98,357.13,20.13,16.91,-176.23
5.027,0,15.55,6.80,356.42,19.78,17.23,-176.46
5.084,0,12.50,10.57,353.68,19.43,16.20,-176.92
5.142,0,11.06,15.07,347.55,18.89,14.93,-175.12
5.193,0,13.08,19.96,338.24,19.06,15.04,-172.42
5.243,0,16.12,25.51,333.86,19.26,16.33,-172.29
5.295,0,17.66,31.86,327.37,18.85,16.15,-175.41
5.348,0,14.12,41.14,318.29,17.41,15.45,-178.22
5.401,0,8.95,48.16,310.25,16.36,12.40,-176.64
5.452,0,6.15,51.64,304.31,15.99,12.78,-173.42
5.503,0,5.66,54.89,298.92,16.07,11.14,-169.97
5.556,0,8.10,55.99,301.88,16.54,14.16,-171.62
5.611,0,10.86,57.27,307.37,17.08,15.06,-174.52
5.665,0,5.92,61.37,315.53,15.72,17.14,-179.69
5.718,0,-0.70,66.93,315.60,14.76,17.38,178.98
5.770,0,-4.53,71.66,313.12,13.39,19.22,175.77
5.821,0,-7.05,77.39,308.99,12.57,18.87,175.80
5.974,0,8.23,77.74,296.69,13.23,7.62,-174.48
6.025,0,21.12,73.46,300.56,14.21,9.51,-175.24
6.075,0,32.79,69.90,306.31,15.03,11.79,-179.01
6.132,0,41.19,68.35,308.12,15.38,12.31,179.68
6.192,0,48.52,67.10,307.73,15.84,11.84,178.36
6.247,0,54.67,65.71,308.36,16.53,8.59,175.40
6.301,0,61.28,64.46,308.67,16.03,9.02,179.43
6.354,0,71.86,62.18,313.62,16.31,4.28,177.48
6.407,0,72.78,61.84,313.69,16.29,4.37,178.36
6.460,0,78.34,60.87,318.40,16.94,7.14,175.96
6.511,0,81.00,60.15,320.58,17.26,6.92,175.63
6.564,0,81.26,60.37,320.76,17.58,6.84,175.02
6.617,0,80.52,60.52,321.22,17.27,7.36,174.47
6.671,0,80.10,60.73,320.59,17.40,7.83,175.46
6.723,0,77.58,60.76,319.07,17.22,7.04,175.20
6.776,0,76.40,60.62,318.02,17.38,6.88,175.55
6.829,0,76.02,60.76,317.41,17.23,6.56,176.06
6.880,0,75.03,60.63,316.27,17.15,5.73,177.28
6.933,0,73.86,60.06,315.26,17.36,3.03,177.01
6.986,0,70.76,59.50,316.70,16.96,3.36,178.36
7.039,0,66.94,59.01,319.82,17.06,5.07,177.54
7.092,0,63.03,58.55,321.92,16.58,6.68,177.69
7.146,0,59.79,57.63,321.39,16.58,5.05,176.86
7.202,0,58.46,56.80,321.92,16.47,6.42,176.62
7.258,0,58.88,56.85,322.56,16.27,5.89,177.60
7.309,0,59.50,57.31,322.73,16.27,7.37,178.94
7.362,0,59.38,57.41,322.16,16.58,5.43,176.82
7.413,0,58.78,57.65,321.32,16.30,6.41,178.33
7.467,0,58.12,57.67,320.40,16.20,5.34,177.81
7.520,0,57.03,57.92,318.94,16.39,3.76,177.78
7.573,0,56.73,58.12,318.76,16.29,3.26,177.30
7.620,0,56.75,58.10,319.93,16.43,5.98,177.16
7.673,0,56.82,58.05,319.88,16.41,3.63,176.66
7.722,0,56.82,58.05,319.88,16.41,3.63,176.66
7.773,0,57.14,58.30,321.09,16.23,6.39,176.82
7.824,0,57.28,58.37,319.41,16.45,3.55,176.83
7.877,0,56.52,58.22,317.40,16.30,3.45,177.59
7.929,0,56.41,58.25,318.43,16.30,4.99,177.68
7.981,0,56.63,58.25,318.82,16.48,3.25,178.06
8.033,0,56.67,58.19,320.56,16.27,4.58,175.88
8.059,0,56.57,58.37,320.25,16.01,6.50,179.37
8.113,0,56.10,57.97,319.47,16.30,5.10,178.51
8.166,0,55.81,57.67,319.26,16.17,3.76,177.86
8.219,0,55.17,58.10,320.03,16.00,5.05,178.17
8.276,0,54.77,58.25,320.80,15.72,7.52,179.24
8.338,0,54.51,58.43,320.60,15.93,6.85,179.41
8.392,0,54.04,57.80,319.09,16.24,3.22,178.25
8.446,0,53.26,57.66,319.76,15.88,4.70,179.82
8.498,0,53.66,57.40,320.30,16.10,3.33,177.51
8.549,0,54.23,57.59,321.02,16.28,4.41,178.30
8.602,0,55.06,57.56,321.48,16.22,5.44,178.05
8.653,0,54.60,57.01,321.19,15.85,5.39,179.60
8.705,0,51.55,56.11,321.26,15.67,4.18,-179.23
8.760,0,44.19,54.76,323.14,15.65,1.92,178.54
8.813,0,25.87,54.77,327.12,15.37,3.49,179.51
8.866,0,19.11,54.99,328.26,15.19,4.17,178.86
8.918,0,4.73,54.60,331.34,14.57,6.24,175.87
8.969,0,-12.40,53.18,333.50,13.47,10.40,178.87
9.022,0,-18.82,52.71,336.11,13.28,10.65,179.41
9.072,0,-24.95,51.90,337.68,12.12,15.45,176.96
9.125,0,-29.38,52.02,338.98,12.08,16.85,176.98
9.177,0,-35.61,52.57,337.67,11.83,16.86,177.35
9.229,0,-39.95,53.47,337.25,11.48,15.65,178.20
9.280,0,-43.32,54.23,335.97,11.26,15.94,177.89
9.332,0,-48.68,55.84,335.03,11.26,15.08,178.82
9.385,0,-53.91,56.95,331.69,10.66,16.51,178.89
9.437,0,-57.52,57.82,329.37,10.60,15.46,-178.72
9.437,17,413.23,667.18,2526.71,4.65,7.33,-126.76
9.490,0,-59.49,58.54,329.42,10.77,15.01,-178.34
9.544,0,-58.99,58.63,329.60,10.34,16.43,-179.12
9.595,0,-57.48,59.08,331.63,10.24,17.07,179.53
9.648,0,-57.20,58.81,331.95,10.74,15.92,-179.42
9.701,0,-56.83,58.71,331.04,10.67,15.70,-178.83
9.754,0,-56.12,58.80,330.64,10.65,14.71,-178.81
9.807,0,-55.47,59.14,330.71,10.44,15.18,-179.61
9.862,0,-54.57,59.03,330.82,10.59,15.80,-179.87
9.911,0,-53.02,58.61,330.21,10.58,15.81,-179.24
9.963,0,-51.65,58.20,329.68,10.85,15.84,-178.79
10.014,0,-48.58,57.82,331.23,10.87,14.34,-178.96
10.065,0,-46.28,57.45,331.47,10.87,14.24,-179.70
10.117,0,-40.80,56.73,333.55,11.50,15.07,179.64
10.166,0,-40.41,56.55,333.23,10.94,15.82,179.21
10.221,0,-39.59,55.89,332.23,11.32,14.63,-179.95
10.272,0,-39.29,55.70,331.09,11.37,14.03,179.99
10.322,0,-38.64,55.49,332.06,11.46,14.62,179.83
10.378,0,-37.87,55.19,331.60,11.67,14.96,179.80
10.440,0,-36.64,55.08,334.09,11.37,15.08,178.35
10.440,17,1169.63,-870.56,6407.26,-105.58,9.55,-172.89
10.491,0,-36.47,55.03,333.98,11.53,14.82,179.17
10.541,0,-36.12,54.99,333.31,11.48,14.13,179.44
10.590,0,-36.25,54.83,332.19,11.76,13.57,-179.95
10.643,0,-36.34,54.94,331.79,11.32,14.62,179.43
10.693,0,-36.45,55.22,333.01,11.56,14.04,179.97
10.744,0,-36.63,54.95,332.11,11.47,14.75,179.53
10.794,0,-36.56,54.78,331.36,11.53,14.99,179.78
10.847,0,-36.65,55.27,333.23,11.28,12.65,179.98
10.898,0,-36.58,55.31,331.73,11.54,14.21,179.85
10.949,0,-36.79,55.42,331.15,11.93,14.56,179.93
11.000,0,-37.30,55.58,331.11,11.49,14.65,179.91
11.050,0,-37.43,55.44,330.38,11.49,14.79,179.43
11.101,0,-37.39,55.13,330.05,11.59,14.57,179.64
11.151,0,-37.25,55.18,332.05,11.44,12.85,179.81
11.202,0,-36.78,54.52,332.26,11.92,14.05,179.70
11.252,0,-36.86,54.48,332.45,11.60,14.37,179.30
11.302,0,-36.70,54.33,331.80,11.39,14.84,179.47
11.352,0,-36.72,54.36,331.97,11.96,12.87,-179.31
11.402,0,-36.95,54.91,332.60,11.63,12.83,-179.97
11.452,0,-36.94,54.82,331.74,11.60,14.38,178.86
11.502,0,-36.97,55.02,329.84,11.63,15.27,179.16
11.528,0,-37.18,55.12,329.35,11.25,15.25,179.81
11.580,0,-37.09,55.11,330.36,11.51,13.60,-179.84
11.631,0,-36.55,54.76,331.33,11.66,12.52,-179.58
11.682,0,-36.00,54.38,331.52,11.57,14.68,179.52
11.732,0,-35.82,54.36,331.34,11.67,14.39,179.63
11.783,0,-35.74,54.36,331.64,11.77,14.31,179.77
11.833,0,-35.78,54.57,331.18,11.74,13.49,-179.51
11.883,0,-35.90,54.54,331.59,12.07,12.56,-179.37
11.935,0,-36.24,54.72,330.97,11.68,14.13,-179.95
11.987,0,-36.16,54.62,331.05,11.83,14.70,179.69
12.039,0,-35.67,55.04,331.57,11.68,13.47,-179.51
12.089,0,-34.48,56.23,330.99,11.84,12.89,-179.55
12.141,0,-33.28,57.21,329.69,11.74,12.83,179.87
12.191,0,-31.76,61.05,326.95,11.69,13.71,179.97
12.243,0,-32.00,65.29,324.31,11.91,13.47,179.06
12.294,0,-34.68,68.15,321.17,11.13,13.16,179.93
12.345,0,-38.85,70.69,316.59,11.24,11.77,-178.04
12.395,0,-40.36,71.48,314.80,10.89,13.10,-178.39
12.445,0,-42.00,73.08,314.14,10.92,12.15,-177.38
12.502,0,-42.86,74.78,313.69,10.85,14.43,-179.38
12.559,0,-43.57,76.48,313.58,11.21,13.18,-178.82
12.611,0,-43.98,77.53,311.65,10.85,13.57,-179.42
12.663,0,-45.84,82.17,307.44,10.71,12.35,-178.91
12.934,17,1118.18,-832.24,6125.46,-104.82,26.31,-179.52
13.093,17,1118.18,-832.24,6125.46,-104.82,26.31,-179.52
13.204,0,-62.75,82.17,310.10,9.94,12.88,-176.33
13.256,0,-62.19,79.29,314.03,10.21,12.96,-176.93
13.309,0,-61.36,77.59,317.02,10.33,12.90,-176.76
13.361,0,-60.24,76.25,320.38,10.30,13.59,-178.13
13.414,0,-59.21,74.82,321.50,10.77,13.84,-177.51
13.466,0,-59.45,74.51,321.37,10.25,14.86,-178.48
13.520,0,-59.56,74.43,320.41,10.22,13.53,-177.81
13.571,0,-59.64,74.52,320.05,10.42,13.13,-176.93
13.624,0,-58.88,73.81,320.62,10.34,13.62,-177.52
13.678,0,-58.41,73.42,320.55,10.41,13.87,-177.67
13.732,0,-58.08,73.00,320.26,10.18,13.30,-177.82
13.785,0,-58.15,72.97,319.77,10.36,13.05,-176.96
13.838,0,-58.20,72.82,320.10,10.36,13.11,-177.58
13.891,0,-58.16,72.94,320.15,10.56,13.15,-177.45
13.942,0,-58.99,72.88,320.12,10.50,14.12,-177.73
13.995,0,-59.61,72.58,319.43,10.33,14.19,-177.87
14.047,0,-59.71,72.29,319.25,10.12,13.43,-178.01
14.100,0,-59.65,72.27,319.15,10.07,13.76,-177.83
14.153,0,-59.33,71.96,320.52,10.13,13.71,-178.05
14.206,0,-58.79,71.62,319.71,10.16,14.13,-177.94
14.259,0,-59.00,72.02,319.15,10.16,14.16,-177.30
14.286,0,-58.84,72.11,318.89,10.10,13.62,-177.38
14.339,0,-59.71,73.12,319.76,9.90,13.14,-178.02
14.392,0,-59.54,72.88,318.75,9.77,13.66,-178.29
14.446,0,-60.14,72.81,318.92,9.63,14.46,-178.46
14.501,0,-60.17,72.71,318.62,9.82,14.01,-177.97
14.557,0,-60.19,73.25,319.08,10.08,12.78,-177.47
14.614,0,-60.45,73.45,318.88,9.73,12.43,-177.80
14.681,0,-60.96,73.77,318.27,9.70,13.14,-177.88
14.734,0,-61.25,74.03,318.45,10.12,13.14,-177.31
14.786,0,-61.55,74.26,319.33,10.10,12.44,-176.98
14.838,0,-61.57,73.69,319.50,9.62,14.52,-178.02
14.889,0,-62.25,73.81,323.58,9.99,13.64,-178.16
14.939,0,-64.46,73.97,327.79,10.09,14.95,-179.09
14.939,17,420.54,677.94,2569.01,3.75,7.65,-126.21
14.990,0,-67.13,74.56,332.82,10.14,14.10,-178.96
14.990,17,420.55,678.75,2569.04,3.74,7.65,-126.23
15.042,0,-69.25,75.50,347.37,9.91,9.72,177.77
15.093,0,-67.12,77.59,366.23,10.77,4.91,172.62
15.146,0,-66.22,79.96,383.74,10.66,5.86,165.97
15.200,0,-63.26,83.05,398.31,11.34,6.07,163.09
15.253,0,-58.06,85.76,408.54,12.66,6.14,158.63
15.305,0,-55.27,88.05,415.35,12.99,7.75,155.14
15.358,0,-53.93,92.77,424.55,12.00,11.90,151.61
15.412,0,-52.47,97.36,428.94,11.57,13.82,148.87
15.466,0,-52.97,99.61,430.44,10.95,15.22,149.15
15.521,0,-55.05,106.16,435.82,9.96,16.83,144.31
15.575,0,-55.21,114.86,442.32,9.58,17.49,136.75
15.629,0,-53.53,117.21,443.61,9.32,17.76,136.36
15.682,0,-47.19,124.28,449.54,10.02,17.10,132.62
15.737,0,-40.53,131.35,454.91,10.86,15.89,127.18
15.791,0,-35.32,136.44,458.64,11.07,15.19,124.55
15.846,0,-27.73,141.71,461.38,11.63,14.43,120.47
15.903,0,-21.57,162.35,511.42,11.94,14.11,116.76
15.903,17,429.63,696.42,2634.34,5.66,4.43,-128.03
17.118,0,11.07,102.60,382.78,29.85,4.92,-177.67
17.173,0,10.22,100.60,388.99,29.25,5.13,-179.83
17.226,0,11.00,99.29,391.82,29.57,4.27,179.72
17.281,0,11.84,98.73,392.87,30.15,4.05,178.53
17.334,0,11.85,97.58,393.30,29.77,5.29,-178.81
17.389,0,12.16,96.69,396.57,29.66,3.28,178.95
17.444,0,12.86,96.29,397.86,29.84,2.23,177.32
17.497,0,13.80,96.27,399.67,29.97,1.89,176.58
17.552,0,14.03,95.79,399.18,29.88,3.80,178.35
17.606,0,14.11,95.78,400.24,29.75,4.81,178.16
17.658,0,13.46,96.00,400.96,29.66,4.73,177.60
17.711,0,13.31,96.02,398.78,29.92,2.69,177.97
17.760,0,12.42,95.62,396.99,29.65,3.02,179.40
17.815,0,12.38,95.71,396.78,29.84,2.04,179.45
17.870,0,12.01,96.08,398.82,29.77,1.20,176.47
17.923,0,11.16,96.18,398.11,29.81,1.97,177.80
17.978,0,11.07,96.59,398.25,29.66,0.99,176.93
17.978,17,1118.18,-832.24,6125.46,-104.82,26.31,-179.52
18.033,0,10.86,96.07,395.97,29.98,-0.69,177.50
18.087,0,10.51,96.63,396.95,29.38,1.40,179.14
18.140,0,10.64,96.73,395.83,29.47,1.86,179.36
18.193,0,10.60,97.26,395.96,29.63,1.42,179.08
18.245,0,9.90,96.87,394.76,29.50,2.97,-179.08
18.301,0,9.78,97.22,396.13,29.69,0.66,177.86
18.355,0,9.35,97.45,395.67,29.22,1.87,179.82
18.408,0,9.56,97.54,395.58,29.23,3.04,179.84
18.460,0,9.97,97.16,395.28,29.34,1.36,179.18
18.513,0,11.71,97.23,394.74,29.29,1.36,-179.89
18.567,0,15.20,97.88,393.68,29.51,0.81,179.74
18.623,0,20.87,100.17,392.03,29.34,2.15,-178.86
18.676,0,30.96,104.07,385.79,29.19,-1.22,178.72
18.730,0,41.70,115.65,409.29,29.86,-5.41,178.10
19.114,0,43.26,119.46,423.97,29.92,-3.84,179.58
19.168,0,35.36,105.27,378.49,28.87,-3.57,179.92
19.221,0,33.31,104.24,377.64,29.19,-3.39,179.38
19.279,0,29.25,103.04,378.43,29.44,-3.26,179.48
19.279,17,31.64,-23.27,106.27,-39.00,75.49,-93.13
19.334,0,25.62,102.20,379.27,29.04,-2.97,179.87
19.388,0,22.70,101.97,380.69,28.68,-1.49,179.84
19.440,0,19.75,101.99,381.02,29.34,-2.17,178.91
19.494,0,17.94,101.34,380.99,28.95,-0.64,-179.72
19.548,0,17.48,101.77,382.41,28.92,-0.61,-179.98
19.548,17,31.65,-23.34,106.33,-39.30,75.52,-93.22
19.603,0,15.96,101.58,381.89,28.77,0.11,-179.86
19.658,0,15.79,101.48,380.90,28.55,-0.24,-178.25
19.711,0,14.82,101.24,382.94,29.18,-1.23,178.92
19.764,0,13.48,100.62,382.36,28.97,-0.32,179.42
19.818,0,12.84,101.19,384.69,28.91,0.45,178.32
19.819,17,31.64,-23.27,106.27,-39.00,75.49,-93.13
19.871,0,11.95,100.85,383.29,28.77,0.53,179.26
19.923,0,11.25,100.77,384.37,28.75,-0.21,178.67
19.979,0,11.05,100.36,384.34,28.86,-0.06,179.46
20.035,0,11.23,100.37,384.42,28.76,0.13,179.21
20.087,0,10.74,100.49,384.47,28.78,1.10,179.10
20.088,17,1118.18,-832.24,6125.46,-104.82,26.31,-179.52
20.141,0,10.70,100.21,383.19,28.96,0.08,-179.25
20.194,0,10.77,100.01,383.32,28.75,-0.10,-179.14
20.250,0,10.62,100.24,384.76,28.67,0.82,-179.63
20.305,0,10.82,100.33,383.77,29.01,1.20,-179.91
20.358,0,10.76,100.53,384.25,28.75,-0.50,179.85
20.406,0,10.67,100.66,384.27,28.53,0.50,-179.76
20.462,0,10.68,100.58,384.15,28.52,-0.12,-179.15
20.513,0,10.83,100.26,383.66,29.01,0.56,-179.30
20.562,0,11.03,100.90,385.58,28.85,0.23,178.71
20.612,0,10.76,100.73,384.60,28.73,-0.11,179.63
20.662,0,10.46,100.66,384.82,28.90,0.44,179.31
20.712,0,10.70,100.63,384.35,28.92,-0.56,-179.85
20.762,0,10.92,100.48,384.82,28.92,0.80,179.87
20.812,0,11.02,100.56,385.14,29.13,0.15,179.22
20.812,17,1118.18,-832.24,6125.46,-104.82,26.31,-179.52
20.867,0,10.77,100.26,384.63,28.73,-0.11,179.66
20.917,0,10.77,100.66,384.46,28.71,-0.71,-179.73
20.974,0,10.70,100.70,384.47,28.93,0.03,179.53
21.040,0,10.95,100.71,384.21,28.64,0.67,-179.07
21.090,0,10.70,100.35,386.01,28.88,-0.25,178.73
21.142,0,10.71,100.35,384.72,28.90,-0.19,179.97
21.142,17,31.64,-23.27,106.27,-39.00,75.49,-93.13
21.191,0,10.33,100.55,385.81,28.82,-0.02,179.15
21.242,0,10.61,100.46,385.60,28.66,-0.22,179.99
21.291,0,10.70,100.15,385.64,28.91,-0.68,178.97
21.344,0,10.93,100.19,386.05,28.89,0.12,179.27
21.396,0,10.71,99.88,384.76,28.89,-0.19,-180.00
21.446,0,10.46,99.89,385.06,28.89,0.51,-179.69
21.497,0,10.66,99.92,385.68,29.07,-1.14,178.82
21.548,0,10.74,99.55,384.81,28.73,0.27,-178.83
21.603,0,10.50,99.78,386.93,29.01,-0.01,177.83
21.655,0,10.34,98.89,385.79,28.70,1.08,-178.48
21.707,0,10.23,98.64,386.35,28.85,-0.16,179.80
21.761,0,9.83,98.67,387.45,28.79,0.37,179.50
21.814,0,9.77,98.39,387.30,28.99,0.52,179.45
21.869,0,9.62,97.79,386.18,28.70,1.35,-177.67
21.920,0,9.87,98.11,387.86,29.17,-0.39,179.24
21.972,0,9.36,97.34,387.56,28.77,-0.24,-178.84
22.025,0,9.44,97.13,388.70,28.71,0.31,-179.08
22.077,0,9.68,97.19,390.62,29.07,0.62,179.24
22.131,0,9.31,97.05,390.93,28.45,0.63,-179.74
22.184,0,9.34,97.29,392.85,28.81,0.53,177.80
22.237,0,9.57,97.14,392.57,29.46,-1.30,176.39
22.265,0,9.57,97.05,392.75,28.82,0.20,179.17
22.320,0,9.39,96.84,393.04,29.22,-0.82,177.01
22.320,17,31.64,-23.27,106.27,-39.00,75.49,-93.13
22.373,0,9.28,96.55,393.27,28.95,0.23,178.74
22.425,0,9.01,96.56,394.10,28.53,0.30,178.34
22.478,0,9.30,96.51,392.81,28.97,-0.67,178.45
22.531,0,8.94,96.75,393.87,28.74,0.38,178.28
22.586,0,9.28,96.55,393.27,28.95,0.23,178.74
22.641,0,9.05,96.70,393.96,28.98,-0.86,177.02
22.696,0,9.18,97.21,394.30,28.69,0.99,177.96
22.745,0,8.98,97.58,394.12,29.16,-0.27,176.60
22.798,0,8.84,97.04,392.70,28.83,0.15,179.17
22.849,0,9.04,96.58,392.84,28.98,-0.29,178.99
22.849,17,31.64,-23.27,106.27,-39.00,75.49,-93.13
22.901,0,9.04,96.31,393.27,28.95,0.22,178.75
22.953,0,8.82,92.72,396.68,28.45,0.87,178.75
23.005,0,10.78,88.73,399.96,28.62,0.03,178.66
23.057,0,12.73,84.31,403.28,29.45,-0.41,176.49
23.112,0,13.47,82.44,406.35,29.03,1.86,176.33
23.169,0,14.27,80.75,406.50,29.48,-0.45,177.29
23.223,0,16.76,76.33,408.54,30.10,-0.35,175.18
23.274,0,18.00,71.85,411.83,30.10,0.85,176.61
23.326,0,19.85,64.79,412.84,30.97,-2.22,174.87
23.378,0,21.40,59.48,416.69,30.96,-0.79,175.99
23.432,0,22.63,56.54,417.14,31.10,-0.91,177.00
23.486,0,22.59,53.40,419.06,30.03,10.68,173.10
23.540,0,23.32,51.08,418.08,31.11,0.05,175.37
23.592,0,23.78,49.70,420.08,30.88,3.57,177.13
23.646,0,23.68,48.64,420.11,30.56,10.24,173.71
23.701,0,23.13,48.80,420.29,30.60,7.84,176.06
23.753,0,22.15,48.87,419.07,31.07,0.32,175.17
23.805,0,21.62,48.95,420.36,30.29,8.04,173.48
23.856,0,20.77,48.93,418.39,30.17,10.60,173.08
23.906,0,20.59,49.46,418.43,30.88,-0.26,175.65
23.957,0,19.90,49.84,418.80,30.75,3.09,175.47
24.009,0,19.83,49.92,417.32,31.10,-0.17,176.08
24.062,0,17.55,50.61,418.14,30.05,8.30,173.00
24.114,0,15.37,51.24,415.42,30.76,-0.87,176.21
24.168,0,13.55,51.38,414.32,30.36,0.15,174.82
24.220,0,10.02,52.13,412.83,29.15,8.19,175.68
24.274,0,8.51,52.72,413.08,29.55,3.51,174.69
24.326,0,7.92,52.48,411.72,28.98,9.74,172.83
24.378,0,7.80,52.80,412.51,29.01,9.62,173.79
24.429,0,7.93,52.83,411.81,30.34,-2.65,174.73
24.481,0,7.49,52.96,413.05,29.51,3.79,174.54
24.533,0,7.38,53.31,412.61,29.78,-0.72,175.63
24.586,0,7.38,53.56,412.59,29.79,-0.73,175.61
24.639,0,7.66,53.39,411.08,30.14,-3.17,175.48
24.692,0,7.55,53.55,411.88,29.91,-1.02,176.32
24.747,0,7.28,53.39,411.01,28.83,11.96,173.14
24.801,0,6.94,53.30,410.44,28.34,14.84,174.32
24.854,0,7.35,54.07,411.93,28.74,10.13,171.88
24.881,0,7.21,53.96,410.82,28.72,11.54,173.92
24.933,0,7.67,54.47,411.30,29.59,7.91,175.01
24.987,0,7.41,54.49,411.59,28.93,9.87,172.56
25.043,0,7.15,54.45,409.59,28.33,13.58,173.12
25.096,0,7.48,54.95,411.65,29.55,5.02,175.64
25.151,0,7.70,55.11,413.04,29.25,4.10,176.73
25.208,0,8.01,54.99,412.80,29.65,2.41,174.86
25.268,0,8.01,54.99,412.80,29.65,2.41,174.86
25.325,0,8.00,54.96,412.29,29.73,3.69,177.30
25.377,0,7.92,54.84,411.65,30.36,-2.66,174.60
25.429,0,5.96,54.58,411.83,30.21,-1.89,173.89
25.483,0,2.53,54.44,411.36,29.89,-1.75,175.67
25.537,0,-3.60,54.26,413.25,28.20,6.75,174.52
25.590,0,-9.22,53.79,409.00,27.59,11.43,171.79
25.643,0,-18.07,53.82,410.38,26.76,9.83,173.36
25.698,0,-27.45,54.17,410.29,26.19,8.96,171.97
25.750,0,-34.23,53.81,408.95,25.62,10.20,173.68
25.805,0,-38.16,54.42,408.30,25.30,9.68,174.66
25.858,0,-43.48,55.19,409.15,25.26,8.20,175.63
25.912,0,-47.31,56.12,406.45,25.31,8.22,175.64
25.966,0,-50.04,56.82,404.55,24.57,10.06,176.28
26.018,0,-51.32,57.27,402.46,24.29,11.26,175.91
