Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.034,,-5.37,-27.62,393.46,0.20,10.30,-176.46,0.00,683.00,389.00,50.00
0.117,,5.79,-27.79,388.44,1.03,9.03,-178.92,0.00,683.00,389.00,50.00
0.171,,9.31,-27.75,386.20,1.00,7.95,-178.53,0.00,683.00,389.00,50.00
0.222,,14.75,-27.92,380.95,2.12,12.96,-178.04,0.00,683.00,389.00,50.00
0.275,,16.84,-28.52,381.86,1.79,8.63,-179.78,0.00,683.00,389.00,50.00
0.326,,16.39,-28.53,380.20,2.05,13.46,-178.37,0.00,683.00,389.00,50.00
0.378,,15.69,-28.49,381.88,1.89,10.78,-176.81,0.00,683.00,389.00,50.00
0.436,,14.94,-28.67,382.45,1.66,10.51,-179.78,0.00,683.00,389.00,50.00
0.495,,13.84,-28.69,382.91,1.76,11.61,-179.20,0.00,683.00,389.00,50.00
0.549,,12.13,-28.90,384.90,1.92,12.63,-179.50,0.00,683.00,389.00,50.00
0.601,,11.15,-29.07,385.97,2.09,14.02,-178.64,0.00,683.00,389.00,50.00
0.652,,10.15,-29.05,386.51,1.90,13.20,-178.69,0.00,683.00,389.00,50.00
0.704,,10.08,-29.20,387.33,1.81,12.24,-177.61,0.00,683.00,389.00,50.00
0.754,,6.51,-31.72,387.32,1.38,11.32,-179.25,0.00,683.00,389.00,50.00
0.806,,5.81,-31.94,385.71,1.70,13.72,-178.76,0.00,683.00,389.00,50.00
0.858,,3.89,-36.28,387.63,0.96,11.88,-178.75,0.00,683.00,389.00,50.00
0.909,,5.66,-40.40,387.18,1.80,14.33,-179.50,0.00,683.00,389.00,50.00
0.960,,6.92,-41.83,388.75,2.15,14.43,-178.65,0.00,683.00,389.00,50.00
1.012,,8.49,-44.77,390.59,2.25,12.43,-179.64,0.00,683.00,389.00,50.00
1.066,,8.67,-46.59,387.44,2.02,14.91,-178.96,0.00,683.00,389.00,50.00
1.118,,8.13,-48.19,387.92,2.20,12.98,-179.52,0.00,683.00,389.00,50.00
1.171,,7.12,-49.84,386.23,1.12,13.11,179.24,0.00,683.00,389.00,50.00
1.221,,7.18,-51.75,385.24,2.03,12.72,-179.51,0.00,683.00,389.00,50.00
1.273,,6.68,-53.62,383.31,2.19,14.70,-179.74,0.00,683.00,389.00,50.00
1.324,,8.22,-58.62,384.50,2.61,15.63,179.95,0.00,683.00,389.00,50.00
1.374,,10.00,-61.95,385.24,2.90,16.62,179.40,0.00,683.00,389.00,50.00
1.424,,10.81,-64.20,388.50,2.84,15.59,179.70,0.00,683.00,389.00,50.00
1.476,,10.67,-65.30,389.08,3.23,14.64,179.21,0.00,683.00,389.00,50.00
1.526,,9.95,-65.48,390.25,3.02,14.90,179.74,0.00,683.00,389.00,50.00
1.576,,8.24,-64.06,390.71,2.58,14.25,179.12,0.00,683.00,389.00,50.00
1.627,,7.32,-62.43,391.22,2.78,16.37,-179.82,0.00,683.00,389.00,50.00
1.678,,8.95,-60.66,394.35,2.85,15.52,-179.03,0.00,683.00,389.00,50.00
1.728,,11.56,-59.48,398.43,3.28,15.91,-179.84,0.00,683.00,389.00,50.00
1.781,,12.69,-59.20,402.44,2.93,16.11,179.64,0.00,683.00,389.00,50.00
1.832,,13.21,-59.13,409.50,3.19,14.63,179.45,0.00,683.00,389.00,50.00
1.884,,13.10,-58.61,415.26,2.46,13.37,177.67,0.00,683.00,389.00,50.00
1.936,,12.39,-57.84,422.48,2.46,13.02,179.40,0.00,683.00,389.00,50.00
1.987,,11.75,-57.41,423.42,2.51,15.87,-179.85,0.00,683.00,389.00,50.00
2.039,,12.33,-55.72,431.89,2.73,15.86,178.94,0.00,683.00,389.00,50.00
2.091,,13.34,-54.92,442.00,2.17,14.71,178.90,0.00,683.00,389.00,50.00
2.143,,16.33,-54.39,452.53,2.01,13.88,178.54,0.00,683.00,389.00,50.00
2.199,,19.09,-53.97,461.74,2.22,16.53,178.37,0.00,683.00,389.00,50.00
2.259,,21.13,-53.83,471.27,2.31,16.33,178.41,0.00,683.00,389.00,50.00
2.313,,21.87,-54.75,485.20,1.60,14.92,177.04,0.00,683.00,389.00,50.00
2.365,,21.83,-54.83,485.43,2.06,17.39,177.89,0.00,683.00,389.00,50.00
2.418,,21.64,-56.30,510.55,0.53,15.61,176.29,0.00,683.00,389.00,50.00
2.472,,22.01,-57.11,530.97,0.29,15.82,176.88,0.00,683.00,389.00,50.00
2.524,,21.80,-57.27,536.60,0.19,17.54,177.32,0.00,683.00,389.00,50.00
2.583,,21.89,-57.99,542.57,0.28,16.57,177.51,0.00,683.00,389.00,50.00
2.645,,21.88,-59.85,554.81,-0.16,16.35,175.65,0.00,683.00,389.00,50.00
2.697,,23.42,-65.97,583.61,-0.80,16.53,174.72,0.00,683.00,389.00,50.00
2.750,,21.87,-70.51,601.21,-1.02,16.66,173.88,0.00,683.00,389.00,50.00
2.806,,20.00,-73.15,610.78,-1.37,17.22,173.91,0.00,683.00,389.00,50.00
2.859,,12.94,-79.37,632.15,-2.54,17.73,171.82,0.00,683.00,389.00,50.00
2.912,,6.97,-84.20,650.46,-3.22,18.31,170.27,0.00,683.00,389.00,50.00
2.968,,3.05,-87.72,663.33,-3.80,18.25,170.92,0.00,683.00,389.00,50.00
3.021,,-0.84,-91.97,677.02,-4.48,19.64,169.05,0.00,683.00,389.00,50.00
3.075,,-2.57,-95.10,688.96,-4.56,19.55,168.99,0.00,683.00,389.00,50.00
3.132,,-5.97,-101.09,706.67,-4.45,21.26,168.90,0.00,683.00,389.00,50.00
3.188,,-10.81,-107.76,726.86,-4.74,21.72,166.66,0.00,683.00,389.00,50.00
3.246,,-13.80,-109.86,733.34,-4.71,22.33,166.53,0.00,683.00,389.00,50.00
3.306,,-15.78,-111.06,739.12,-4.88,23.81,166.94,0.00,683.00,389.00,50.00
3.362,,-19.70,-112.35,742.30,-5.67,24.75,165.21,0.00,683.00,389.00,50.00
3.417,,-20.62,-112.27,745.70,-5.88,25.88,164.82,0.00,683.00,389.00,50.00
3.470,,-20.93,-111.98,747.80,-5.54,26.81,165.96,0.00,683.00,389.00,50.00
3.525,,-20.07,-112.60,760.59,-6.76,25.96,162.99,0.00,683.00,389.00,50.00
3.580,,-19.68,-112.20,763.65,-5.81,26.97,164.23,0.00,683.00,389.00,50.00
3.636,,-20.70,-112.67,770.21,-6.49,27.60,163.76,0.00,683.00,389.00,50.00
3.694,,-23.20,-112.17,776.91,-7.23,28.12,163.22,0.00,683.00,389.00,50.00
3.746,,-24.57,-111.95,785.68,-6.79,27.62,163.29,0.00,683.00,389.00,50.00
3.801,,-25.43,-110.42,785.42,-6.80,28.17,163.01,0.00,683.00,389.00,50.00
3.858,,-27.61,-108.96,787.43,-7.44,29.36,163.04,0.00,683.00,389.00,50.00
3.912,,-33.96,-105.38,794.18,-9.07,28.39,162.51,0.00,683.00,389.00,50.00
3.967,,-36.52,-104.65,801.07,-8.84,29.72,162.58,0.00,683.00,389.00,50.00
4.019,,-38.95,-104.21,804.50,-9.25,30.17,162.19,0.00,683.00,389.00,50.00
4.073,,-39.10,-103.45,802.48,-9.90,30.20,160.07,0.00,683.00,389.00,50.00
4.128,,-39.72,-104.02,809.90,-9.70,30.53,160.57,0.00,683.00,389.00,50.00
4.182,,-41.18,-104.36,816.45,-10.52,30.05,158.48,0.00,683.00,389.00,50.00
4.182,,24.15,-373.90,1067.72,-8.92,-21.73,-77.39,0.00,683.00,389.00,50.00
4.235,,-43.10,-104.80,821.06,-11.64,31.86,158.14,0.00,683.00,389.00,50.00
4.288,,-43.15,-105.85,827.19,-11.03,32.46,157.40,0.00,683.00,389.00,50.00
4.342,,-42.16,-106.56,835.85,-11.59,33.12,156.27,0.00,683.00,389.00,50.00
4.394,,-42.22,-106.61,845.44,-11.45,30.63,154.49,0.00,683.00,389.00,50.00
4.446,,-43.20,-107.35,859.91,-11.77,30.18,153.63,0.00,683.00,389.00,50.00
4.505,,-44.88,-107.70,869.18,-12.71,28.19,152.41,0.00,683.00,389.00,50.00
4.557,,-45.95,-108.55,884.94,-13.05,27.59,149.03,0.00,683.00,389.00,50.00
4.614,,-45.21,-108.28,895.29,-12.19,26.23,148.57,0.00,683.00,389.00,50.00
4.672,,-45.68,-108.21,899.33,-11.58,24.59,148.14,0.00,683.00,389.00,50.00
4.735,,-46.71,-113.96,897.04,-10.89,28.94,150.55,0.00,683.00,389.00,50.00
4.790,,-45.98,-115.28,896.37,-12.32,30.42,148.77,0.00,683.00,389.00,50.00
4.844,,-44.03,-115.99,891.07,-12.17,32.21,149.15,0.00,683.00,389.00,50.00
4.898,,-45.86,-119.27,891.38,-10.96,29.48,150.87,0.00,683.00,389.00,50.00
4.953,,-47.76,-122.29,882.07,-11.71,33.95,152.31,0.00,683.00,389.00,50.00
5.006,,-48.83,-125.46,876.21,-12.68,39.13,151.01,0.00,683.00,389.00,50.00
5.058,,-46.38,-127.60,866.37,-12.29,39.08,151.56,0.00,683.00,389.00,50.00
5.112,,-43.97,-129.00,864.67,-10.53,38.33,152.12,0.00,683.00,389.00,50.00
5.166,,-49.83,-134.42,857.66,-10.02,41.31,155.45,0.00,683.00,389.00,50.00
5.221,,-51.53,-135.16,841.29,-11.68,46.09,153.83,0.00,683.00,389.00,50.00
5.274,,-52.02,-137.11,842.69,-11.20,46.44,154.97,0.00,683.00,389.00,50.00
5.332,,-52.54,-137.08,832.00,-9.47,48.43,157.50,0.00,683.00,389.00,50.00
5.385,,-52.45,-136.30,824.18,-7.41,49.44,160.04,0.00,683.00,389.00,50.00
5.439,,-53.72,-135.84,819.86,-7.27,51.05,160.72,0.00,683.00,389.00,50.00
5.494,,-54.55,-135.40,818.75,-8.21,51.32,160.05,0.00,683.00,389.00,50.00
5.547,,-55.93,-135.30,822.05,-7.87,50.75,159.95,0.00,683.00,389.00,50.00
5.602,,-58.26,-132.27,814.57,-6.94,48.10,162.82,0.00,683.00,389.00,50.00
5.655,,-60.87,-131.91,818.68,-5.51,44.80,164.64,0.00,683.00,389.00,50.00
5.708,,-61.15,-130.06,811.94,-5.52,43.61,165.22,0.00,683.00,389.00,50.00
5.761,,-61.71,-127.56,807.50,-3.54,39.56,169.13,0.00,683.00,389.00,50.00
5.817,,-62.42,-126.18,801.98,-3.70,37.75,169.89,0.00,683.00,389.00,50.00
5.871,,-62.26,-124.48,798.34,-3.54,35.89,170.21,0.00,683.00,389.00,50.00
5.923,,-62.88,-124.09,799.87,-2.05,34.03,172.18,0.00,683.00,389.00,50.00
5.979,,-65.68,-120.88,788.12,-1.64,33.95,174.77,0.00,683.00,389.00,50.00
6.035,,-65.78,-117.31,776.07,-1.08,32.77,176.07,0.00,683.00,389.00,50.00
6.089,,-62.28,-115.57,775.07,-0.39,31.23,177.04,0.00,683.00,389.00,50.00
6.143,,-60.39,-115.34,774.25,-0.64,31.90,175.22,0.00,683.00,389.00,50.00
6.195,,-55.79,-114.47,766.06,0.50,32.54,176.72,0.00,683.00,389.00,50.00
6.251,,-49.00,-115.57,765.33,1.11,32.10,176.69,0.00,683.00,389.00,50.00
6.304,,-41.60,-114.94,750.84,2.46,33.48,175.89,0.00,683.00,389.00,50.00
6.358,,-37.12,-117.39,753.62,2.43,31.16,175.96,0.00,683.00,389.00,50.00
6.410,,-35.26,-119.45,749.33,2.32,31.69,175.83,0.00,683.00,389.00,50.00
6.464,,-35.87,-120.35,744.71,2.61,32.60,176.96,0.00,683.00,389.00,50.00
6.516,,-35.67,-121.56,737.76,2.33,33.78,177.09,0.00,683.00,389.00,50.00
6.571,,-31.76,-120.09,725.23,2.78,33.99,176.60,0.00,683.00,389.00,50.00
6.623,,-30.47,-121.23,730.02,2.89,33.09,177.09,0.00,683.00,389.00,50.00
6.677,,-26.90,-120.47,720.48,2.10,33.52,174.91,0.00,683.00,389.00,50.00
6.730,,-27.71,-120.10,714.99,2.33,32.74,176.66,0.00,683.00,389.00,50.00
6.795,,-27.64,-118.22,707.14,2.65,32.70,177.30,0.00,683.00,389.00,50.00
6.863,,-29.13,-110.21,696.96,2.03,32.48,178.54,0.00,683.00,389.00,50.00
6.919,,-28.18,-105.13,689.57,1.29,32.59,177.30,0.00,683.00,389.00,50.00
6.919,,2193.31,-1760.63,5353.12,-105.87,26.16,166.79,0.00,683.00,389.00,50.00
