Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
27.720,,-85.62,151.94,1172.81,3.20,4.00,166.66
27.775,,-79.13,158.57,1182.63,4.12,-11.55,177.54
27.775,,450.47,715.72,2759.70,4.64,1.91,-131.30
27.775,,207.05,355.55,1766.35,-92.48,-18.36,-103.62
27.830,,-76.41,163.76,1200.21,1.87,5.08,166.78
27.886,,-74.97,166.26,1208.32,4.81,-6.49,177.36
27.941,,-70.23,169.02,1209.61,3.95,-6.36,177.35
27.998,,-67.74,170.34,1202.44,2.14,9.43,168.31
28.054,,-66.61,174.11,1216.03,2.60,5.75,165.32
28.109,,-66.52,176.36,1227.03,4.63,-10.40,177.60
28.164,,-67.63,174.01,1220.41,2.17,9.59,168.25
28.221,,-69.52,174.11,1227.03,4.62,-10.52,177.68
28.276,,-74.81,174.97,1252.10,5.46,-8.72,175.85
28.333,,-76.29,169.60,1227.00,4.61,-10.79,177.84
28.390,,-82.76,166.43,1225.64,5.14,-14.21,177.87
28.445,,-86.11,167.44,1231.20,4.57,1.73,162.43
28.500,,-89.50,167.52,1229.96,4.21,8.09,166.43
28.556,,-93.44,165.44,1228.74,6.87,-8.45,-178.47
28.614,,-96.39,163.47,1232.57,6.09,-5.65,178.34
28.673,,-102.16,159.38,1223.55,4.26,3.70,166.55
28.737,,-104.73,158.07,1220.82,4.96,1.31,163.18
28.798,,-108.38,157.84,1220.37,6.46,-9.64,-178.64
28.853,,-118.29,158.73,1225.07,5.65,-6.84,-176.94
28.909,,-120.50,158.81,1222.97,6.43,-12.35,177.84
28.965,,-122.37,159.12,1223.15,3.13,5.67,166.46
29.023,,-125.96,161.28,1231.37,6.15,-6.54,178.35
29.079,,-127.57,161.66,1225.26,5.29,-13.36,-179.84
29.135,,-131.65,162.48,1224.22,5.61,-12.76,177.74
29.190,,-134.33,162.87,1222.46,4.82,-10.59,-178.68
29.245,,-134.41,161.91,1216.61,4.79,-13.17,-179.49
29.299,,-135.32,162.55,1224.46,4.98,-8.35,177.50
29.355,,-133.66,161.90,1216.63,4.79,-13.15,-179.48
29.410,,-133.66,163.14,1224.10,3.54,1.85,166.42
29.467,,-131.26,163.06,1212.60,3.89,-1.00,162.38
29.523,,-130.18,165.25,1222.25,4.91,-7.98,179.34
29.581,,-126.14,163.24,1215.44,2.98,2.73,166.94
29.637,,-124.43,162.53,1211.92,3.66,0.26,162.39
29.693,,-120.78,163.01,1212.95,3.84,-0.43,162.40
29.750,,-117.01,165.16,1215.61,5.22,-12.90,177.16
29.808,,-114.93,167.73,1224.92,4.95,-7.69,177.41
29.862,,-109.00,167.06,1206.30,2.85,3.41,162.94
29.863,,424.80,672.07,2597.67,5.33,5.45,-127.29
29.918,,-104.41,169.94,1213.71,4.17,0.10,165.48
29.972,,-99.51,167.06,1188.57,6.89,-19.86,176.57
30.027,,-99.31,171.24,1214.41,6.08,-12.12,176.90
30.083,,-95.23,170.85,1205.99,3.13,4.92,166.99
30.139,,-91.74,170.08,1196.83,3.57,4.56,166.42
30.195,,-90.73,171.77,1200.28,6.66,-15.51,174.59
30.251,,-90.61,173.32,1198.07,5.15,-11.81,176.88
30.307,,-91.73,174.42,1203.50,2.64,5.53,170.34
30.362,,-91.43,172.78,1190.11,1.88,4.00,162.60
30.418,,-92.94,174.08,1196.52,4.20,-8.49,-178.71
30.474,,-94.67,173.55,1196.10,2.29,4.54,169.79
30.530,,-94.37,172.22,1185.26,4.90,-15.74,174.71
30.587,,-96.76,172.52,1185.10,1.39,7.51,168.14
30.643,,-98.51,172.33,1181.64,4.67,-11.67,179.97
30.697,,-100.49,173.53,1189.97,4.62,-11.50,177.40
30.756,,-100.60,171.13,1176.54,1.84,6.89,167.83
30.817,,-103.27,172.95,1189.04,2.68,0.78,166.42
30.884,,-105.69,172.15,1187.41,3.17,0.60,162.36
30.942,,-106.96,172.12,1190.03,3.99,-7.44,177.22
30.971,,-106.40,170.53,1180.26,5.14,-12.38,176.78
31.027,,-108.29,170.12,1185.47,2.70,4.49,170.56
31.086,,-109.15,170.66,1190.02,3.99,-7.53,177.26
31.143,,-109.41,170.14,1188.87,4.84,-7.50,177.16
31.143,,439.14,695.17,2685.34,5.92,7.93,-126.82
31.201,,-109.25,168.34,1180.86,3.74,-2.92,165.48
31.256,,-110.83,168.78,1187.71,3.54,0.56,166.57
31.312,,-110.87,168.68,1188.88,4.84,-7.57,177.21
31.367,,-109.41,165.06,1167.80,1.84,10.10,169.27
31.423,,-112.33,169.30,1198.59,4.38,-8.30,172.67
31.477,,-111.03,167.60,1185.36,5.27,-13.63,174.00
31.535,,-109.62,166.39,1178.41,2.35,3.59,170.11
31.591,,-107.88,167.87,1185.22,2.61,4.44,169.36
31.645,,-103.56,170.50,1178.71,4.18,-8.92,-178.72
31.701,,-101.79,171.80,1173.74,1.59,2.66,165.66
31.756,,-102.24,175.18,1171.97,1.11,5.64,164.67
31.813,,-106.34,178.63,1181.33,1.93,3.16,165.97
31.813,,177.06,380.29,1805.68,-93.41,-4.16,92.26
31.870,,-114.21,181.18,1177.06,1.04,5.91,167.46
31.924,,-118.85,184.31,1175.71,0.98,6.44,168.09
31.980,,-121.69,186.73,1172.78,4.48,-12.76,178.77
32.036,,-131.88,194.58,1182.60,4.01,0.26,172.92
32.092,,-141.69,197.31,1188.28,4.08,-7.67,176.24
32.148,,-148.64,199.07,1192.27,5.41,-10.29,166.00
32.204,,-163.50,200.70,1193.99,2.23,3.28,172.67
32.204,,448.19,707.94,2732.99,4.43,10.58,-130.22
32.261,,-177.92,205.30,1187.61,2.27,7.43,165.17
32.317,,-186.32,209.75,1198.52,3.08,5.52,170.35
32.375,,-205.93,219.28,1202.95,2.97,3.25,176.37
32.431,,-215.05,222.98,1196.55,3.19,3.96,-179.10
32.431,,418.99,661.87,2559.77,5.77,7.06,-127.72
32.485,,-224.45,227.16,1201.38,1.75,4.70,176.90
32.542,,-236.25,231.41,1203.84,9.09,-25.30,154.59
32.592,,-241.18,232.64,1196.43,0.90,11.29,174.58
32.648,,-244.63,234.41,1197.60,1.13,9.89,173.63
32.648,,419.83,664.00,2564.90,5.35,8.79,-125.68
32.701,,-251.21,238.53,1198.97,0.97,10.60,172.35
32.751,,-262.42,246.62,1210.18,2.09,8.99,174.75
32.803,,-266.68,249.92,1209.24,1.87,9.95,175.56
32.855,,-272.54,254.12,1209.33,12.21,-32.16,156.60
32.910,,-282.20,259.25,1217.91,2.12,8.34,178.23
32.972,,-281.87,258.00,1208.91,13.62,-35.68,155.34
33.027,,-287.38,259.11,1207.79,1.25,12.37,175.53
33.076,,-293.15,261.30,1210.23,1.10,8.69,-179.83
33.077,,407.04,643.01,2486.82,5.12,8.85,-126.84
33.131,,-294.87,260.58,1203.06,0.84,9.46,-178.48
33.187,,-298.77,262.76,1204.01,0.28,7.97,-178.65
33.242,,-297.70,263.19,1195.63,0.67,9.99,178.92
33.303,,-300.93,267.21,1206.11,1.59,11.97,178.08
33.361,,-301.26,268.00,1201.14,0.61,12.27,174.02
33.418,,-304.17,269.01,1202.80,1.32,11.03,176.42
33.472,,-305.29,267.60,1199.68,0.82,13.21,177.43
33.530,,-306.18,266.05,1196.61,13.77,-38.29,150.89
33.585,,-310.69,267.66,1209.05,0.17,10.17,177.66
33.642,,-311.23,266.35,1208.22,0.16,10.31,177.68
33.700,,-310.36,265.08,1204.15,0.31,9.60,179.03
33.758,,-307.26,262.20,1192.84,-1.03,11.77,177.15
33.816,,-307.95,263.66,1202.24,-0.60,11.90,177.14
33.872,,-307.78,264.04,1207.68,-0.51,11.47,175.28
33.929,,-303.00,260.35,1192.64,-0.64,12.00,174.18
33.983,,-306.52,262.87,1205.84,-0.09,9.65,176.04
34.040,,-303.59,260.13,1195.85,-0.76,10.65,176.66
34.094,,-301.76,259.07,1193.83,-1.02,13.82,173.70
34.152,,-300.44,259.53,1190.77,0.01,13.24,174.90
34.208,,-299.31,258.93,1185.51,-0.38,12.83,173.04
34.263,,-302.07,260.56,1191.93,0.25,12.13,174.28
34.314,,-304.53,261.66,1199.49,0.18,10.40,174.75
34.367,,-302.59,259.26,1191.10,1.09,12.22,174.18
34.420,,-301.47,258.16,1185.18,0.55,12.71,173.20
34.471,,-300.55,256.68,1179.30,-0.23,14.16,171.06
34.524,,-300.25,256.14,1176.70,0.06,12.60,173.01
34.575,,-304.73,259.58,1190.59,0.61,10.19,174.66
34.627,,-303.01,259.22,1182.98,0.66,11.89,174.18
34.681,,-301.88,257.79,1175.60,0.88,12.63,172.92
34.731,,-300.33,256.64,1169.53,0.31,13.15,171.88
34.786,,-302.26,257.35,1173.44,1.04,11.86,174.08
34.839,,-301.54,255.56,1167.79,0.49,12.34,173.01
34.891,,-302.58,255.15,1167.50,0.12,14.17,172.68
34.947,,-300.79,252.94,1159.88,-0.27,13.94,172.76
35.005,,-301.02,252.93,1161.56,-0.92,12.88,172.02
35.071,,-299.80,253.00,1160.59,12.48,-38.70,157.46
35.131,,-296.17,249.80,1145.59,-1.28,14.37,171.72
35.188,,-292.30,251.41,1146.77,-1.13,13.59,170.87
35.242,,-292.91,254.87,1159.34,0.37,10.68,173.27
35.299,,-287.10,252.51,1145.84,13.57,-38.40,157.86
35.355,,-286.50,252.29,1144.62,-0.20,13.29,171.84
35.406,,-284.95,253.01,1146.45,0.01,12.21,171.01
35.458,,-282.62,252.30,1139.22,-0.38,11.99,171.06
35.512,,-282.64,253.02,1139.22,-0.39,11.98,171.03
35.564,,-283.59,254.75,1144.54,0.56,9.54,172.45
35.616,,-283.59,254.75,1144.54,0.56,9.54,172.45
35.667,,-283.59,254.75,1144.54,0.56,9.54,172.45
35.720,,-281.73,252.75,1136.32,0.15,9.51,172.54
35.772,,-281.95,252.76,1138.01,-0.42,8.25,171.70
35.827,,-281.92,251.32,1138.00,-0.41,8.26,171.76
35.881,,-277.67,247.43,1123.70,-0.78,9.89,171.43
35.910,,-282.03,251.17,1143.05,0.66,5.34,173.69
35.966,,-278.86,248.25,1131.57,-0.12,9.09,170.79
36.020,,-275.10,244.67,1116.95,-0.74,11.71,169.41
36.071,,-278.37,247.98,1130.31,0.04,8.21,171.90
36.124,,-278.37,247.98,1130.31,0.04,8.21,171.90
36.176,,-276.44,245.53,1123.21,0.03,10.06,171.47
36.227,,-278.34,246.55,1130.30,0.05,8.22,171.96
36.278,,-275.83,243.01,1123.12,0.22,9.23,170.61
36.331,,-275.33,241.51,1122.74,0.66,7.19,170.94
36.384,,-273.71,239.05,1115.38,0.67,9.13,170.79
36.437,,-273.70,238.48,1116.09,0.48,10.06,169.62
36.489,,-275.21,240.11,1124.55,0.54,7.96,169.91
36.489,,400.52,633.29,2449.24,5.24,7.92,-126.57
36.542,,-274.85,240.80,1124.48,0.58,7.98,170.09
36.617,,-274.87,241.51,1124.49,0.57,7.97,170.07
36.672,,-272.08,237.78,1122.04,0.45,8.52,172.07
36.727,,-273.12,239.37,1134.67,1.09,5.78,174.10
36.782,,-269.15,237.11,1130.19,0.54,6.48,172.72
36.839,,-259.50,232.28,1125.79,0.33,9.61,168.83
36.894,,-243.98,225.04,1126.21,0.54,9.20,170.14
36.945,,-230.37,217.74,1126.22,0.49,9.78,167.75
37.000,,-222.57,214.13,1126.37,0.13,12.24,168.07
37.054,,-216.78,211.33,1126.91,0.31,11.41,169.01
37.106,,-194.71,202.44,1133.15,1.74,11.77,170.59
37.163,,-179.97,195.95,1133.57,1.85,11.28,171.48
37.222,,-171.70,192.21,1133.11,1.83,11.76,169.15
37.275,,-166.72,191.66,1141.68,2.71,9.43,171.85
37.329,,-148.70,186.50,1141.83,2.83,8.93,173.18
37.385,,-109.61,175.26,1132.61,3.90,11.15,173.44
37.445,,-93.57,172.94,1142.76,3.75,10.28,172.17
37.501,,-72.34,167.79,1148.55,4.84,6.45,175.16
37.555,,-62.43,164.48,1148.35,5.11,10.94,174.37
37.612,,-50.04,163.86,1170.99,5.60,0.07,172.48
37.669,,-24.42,151.04,1137.19,3.04,15.87,171.71
37.725,,-5.61,149.82,1167.50,4.43,2.39,173.62
37.780,,15.81,142.38,1145.90,6.66,-8.41,174.52
37.836,,27.37,140.95,1153.20,5.02,9.83,175.70
37.890,,48.39,134.73,1147.06,6.45,-7.19,175.76
37.944,,64.83,128.82,1145.01,4.72,18.63,173.81
37.999,,76.09,125.48,1151.51,5.36,17.85,172.50
38.052,,96.92,117.06,1159.11,6.57,14.80,168.43
38.106,,101.72,111.86,1142.30,5.35,19.69,167.84
38.161,,108.11,108.37,1145.72,6.28,20.75,170.59
38.214,,119.91,102.37,1153.08,6.86,13.16,166.70
38.268,,132.63,93.93,1148.60,7.40,0.65,-175.63
38.322,,139.09,87.45,1145.70,6.76,19.52,171.11
38.378,,147.89,81.95,1156.87,6.42,11.17,167.84
38.432,,151.61,80.48,1155.09,5.24,20.88,173.96
38.487,,155.56,79.29,1143.81,6.11,-4.00,-177.64
38.541,,156.63,78.70,1137.97,6.10,1.11,-179.44
38.596,,157.85,79.18,1140.15,5.41,14.12,-179.48
38.651,,158.91,81.13,1130.74,6.51,1.91,179.23
38.706,,161.33,82.47,1129.95,6.09,6.80,-179.30
38.763,,164.79,82.89,1105.19,6.82,15.35,-178.26
38.818,,167.31,83.44,1097.63,7.82,2.56,172.92
38.872,,173.50,85.49,1081.62,8.25,12.09,-176.50
38.929,,179.78,86.81,1063.50,8.91,18.27,178.67
38.984,,190.51,89.95,1037.31,10.44,6.21,173.60
39.040,,193.62,91.07,1027.77,9.64,20.09,179.03
39.094,,201.11,94.30,1008.55,10.19,18.45,172.91
39.149,,201.54,94.15,994.57,10.92,0.20,175.95
39.203,,202.55,95.22,988.79,9.01,22.90,174.44
39.259,,204.00,95.52,988.83,8.58,15.27,171.22
39.319,,199.89,93.15,961.63,9.53,-3.12,178.20
39.374,,199.65,92.23,961.26,9.94,-1.40,178.05
39.431,,198.71,90.01,958.27,9.45,0.55,176.29
39.485,,196.94,87.37,946.14,7.90,23.05,174.58
39.539,,195.62,86.24,938.67,7.98,27.69,174.10
39.593,,195.93,86.03,927.12,10.01,-1.82,-178.46
39.646,,197.34,85.55,932.49,8.46,25.45,174.34
39.702,,198.55,84.89,935.06,10.04,2.25,-179.34
39.756,,198.60,83.15,933.92,9.22,26.04,178.89
39.811,,198.45,80.05,923.92,9.95,-1.07,177.28
39.866,,198.03,78.15,915.51,7.73,23.72,175.46
39.923,,197.70,76.28,910.80,8.82,-1.31,177.63
39.977,,195.69,74.94,906.68,8.35,-0.15,176.54
40.030,,194.59,73.83,906.74,8.35,-0.14,176.54
40.085,,192.25,72.44,901.63,8.64,0.18,176.14
40.140,,188.52,69.97,899.17,8.18,4.17,171.86
40.196,,180.11,65.27,883.98,7.74,0.17,174.02
40.250,,176.70,63.07,875.90,6.99,1.75,174.85
40.306,,170.74,59.35,862.39,6.93,-3.82,177.74
40.362,,169.23,58.21,867.84,6.31,1.76,174.75
40.419,,164.23,56.57,858.36,5.18,23.83,-178.50
40.474,,160.40,56.92,851.64,6.60,-0.44,171.03
40.529,,156.68,56.86,837.34,7.30,1.01,171.84
40.583,,155.60,56.20,830.85,7.26,0.13,174.01
40.637,,155.04,55.10,827.29,7.54,0.82,176.35
40.692,,153.98,52.33,821.74,7.00,20.22,177.41
40.749,,152.37,48.70,813.20,6.27,0.82,176.40
40.803,,152.37,47.41,809.90,5.37,0.32,176.95
40.857,,151.66,47.18,799.45,4.69,-3.19,177.87
40.911,,155.43,48.17,804.28,4.85,4.10,174.81
40.958,,155.23,47.96,802.45,4.63,1.69,176.01
41.011,,155.54,47.38,798.23,4.57,-1.47,178.15
41.065,,156.99,46.79,802.74,4.20,1.53,177.99
41.119,,159.83,42.25,798.64,4.49,0.31,174.03
41.174,,162.26,38.93,799.79,4.34,7.14,175.84
41.223,,161.91,37.91,794.97,3.91,5.07,-179.90
41.275,,162.19,37.64,794.92,4.72,1.63,177.98
41.326,,162.98,38.43,799.40,4.39,2.01,175.55
41.383,,163.93,39.42,805.46,4.35,5.35,173.11
41.438,,163.87,39.98,806.40,4.25,5.48,174.76
41.490,,164.94,40.28,809.77,4.54,4.75,175.74
41.541,,165.26,39.68,808.20,4.78,2.48,172.80
41.591,,164.90,39.59,806.58,4.57,5.17,172.27
41.640,,166.81,35.53,811.62,5.08,2.00,173.35
41.690,,166.40,33.92,810.65,4.90,-1.05,175.65
41.740,,167.88,34.82,821.76,4.79,2.98,171.27
41.791,,170.90,37.06,842.09,3.99,13.05,179.24
41.841,,168.46,38.25,833.83,5.14,2.70,171.56
41.890,,168.99,39.78,842.80,5.44,3.35,169.39
41.946,,168.44,40.82,850.88,4.74,0.91,170.46
41.999,,168.60,40.46,869.12,5.64,2.02,168.41
42.050,,167.66,39.97,873.75,5.50,-0.24,165.21
42.101,,168.86,39.81,887.76,5.57,-0.39,166.72
42.152,,168.17,39.65,887.65,5.94,-1.54,164.96
42.205,,169.01,41.25,895.70,6.29,-0.37,166.19
42.254,,169.18,44.29,903.76,6.01,-1.10,171.34
42.308,,168.60,45.06,903.65,7.29,-0.24,167.51
42.368,,169.20,45.63,909.05,6.68,-0.59,169.31
42.423,,167.11,44.46,919.76,6.06,1.02,169.16
42.483,,164.48,44.45,919.84,6.11,-0.83,169.08
42.541,,162.14,44.98,925.55,6.21,-2.27,167.03
42.598,,159.34,46.54,930.52,5.45,20.54,-172.44
42.652,,157.48,48.11,934.55,6.60,-2.48,168.27
42.709,,157.04,49.50,936.07,6.35,-3.80,171.63
42.766,,157.01,51.31,943.63,6.40,-3.23,169.72
42.821,,156.95,52.19,946.91,5.24,0.43,168.66
42.875,,157.23,52.84,953.75,5.30,-1.23,167.04
42.930,,157.99,52.25,958.55,5.22,1.04,168.50
42.985,,157.77,51.19,954.34,4.80,-2.68,171.75
43.038,,160.28,51.07,963.39,4.10,-2.03,170.19
43.093,,162.11,51.45,965.62,4.07,-1.36,166.55
43.149,,164.64,53.00,971.98,2.66,0.26,168.48
43.205,,170.69,57.70,978.34,1.13,-3.16,168.06
43.261,,176.12,58.15,972.99,1.46,-2.69,168.00
43.315,,186.51,58.20,974.67,1.81,-2.18,172.25
43.372,,191.12,58.54,974.63,3.24,-3.52,174.20
43.428,,197.06,59.19,980.43,3.01,21.36,-173.02
43.482,,205.13,59.51,985.90,4.37,1.76,167.60
43.543,,213.47,60.55,989.00,4.10,0.53,172.12
43.605,,218.34,60.75,989.84,4.57,-0.69,169.46
43.658,,220.75,60.64,989.72,4.32,-3.39,172.28
43.712,,228.48,59.70,1004.81,4.81,2.28,167.90
43.765,,231.28,57.95,1002.97,4.58,-0.21,169.67
43.819,,234.86,56.43,1011.10,5.10,-2.23,170.43
43.874,,237.40,54.68,1022.10,4.78,-2.90,167.32
43.927,,237.08,54.34,1024.88,3.60,0.15,166.05
43.977,,235.49,55.29,1025.36,3.62,-1.11,165.90
44.030,,234.46,56.07,1031.85,3.93,0.40,162.85
44.085,,230.45,55.39,1025.14,3.99,-1.17,164.27
44.139,,225.81,54.67,1035.33,4.05,-1.81,167.10
44.189,,223.17,54.21,1030.41,4.42,-2.70,163.87
44.242,,218.64,54.17,1032.62,4.92,-4.80,166.24
44.294,,217.67,54.33,1034.78,4.08,27.23,-169.31
44.346,,210.70,54.89,1040.72,5.64,-4.47,169.48
44.397,,205.32,55.32,1037.64,5.50,-2.47,168.40
44.448,,200.83,54.75,1045.26,4.19,23.01,-172.86
44.501,,199.60,54.30,1042.53,5.46,-1.39,170.60
44.553,,186.24,53.47,1040.33,4.94,-5.45,169.13
44.603,,182.63,54.77,1057.12,4.54,-3.47,167.56
44.656,,177.50,54.78,1054.25,4.97,-5.45,168.83
44.707,,172.19,55.38,1047.19,5.03,-6.87,171.83
44.756,,169.64,57.21,1049.13,6.13,-6.28,170.25
44.809,,169.47,58.07,1056.15,6.48,-4.50,170.50
44.864,,168.88,58.59,1062.64,6.81,-2.97,171.24
44.918,,166.58,57.60,1059.17,6.52,-5.46,172.36
44.974,,166.75,57.06,1074.43,5.16,20.32,-173.71
45.029,,165.44,56.79,1069.76,5.61,-2.12,165.73
45.085,,164.75,56.59,1069.50,5.95,-1.90,163.91
45.141,,163.95,56.65,1076.01,5.24,-2.03,169.28
45.197,,162.91,56.16,1075.41,5.09,-5.80,172.33
45.253,,162.22,56.22,1076.40,4.25,-4.67,173.68
45.302,,159.52,55.71,1073.58,4.25,-5.09,170.82
45.355,,158.06,55.62,1081.64,3.13,-3.62,171.01
45.411,,156.13,56.48,1092.29,3.03,-3.12,169.64
45.467,,151.41,56.09,1091.81,2.33,-3.32,168.99
45.522,,142.50,58.09,1099.05,-0.89,20.17,-174.51
45.577,,133.92,57.91,1106.15,0.58,-7.49,166.08
45.636,,130.52,58.94,1118.82,1.30,-6.58,170.31
45.702,,124.94,58.27,1113.07,2.06,-6.12,168.07
45.757,,116.12,57.74,1112.54,3.38,-9.61,171.41
45.812,,109.67,56.56,1115.87,3.40,-9.16,173.71
45.867,,106.87,56.33,1121.90,4.68,-10.62,172.56
45.923,,102.37,55.74,1117.36,4.69,-11.79,170.47
45.977,,101.99,55.75,1100.21,4.36,-13.20,173.20
46.032,,103.84,56.85,1115.13,4.19,-9.29,173.65
46.087,,108.06,59.82,1113.41,4.72,-6.00,173.51
46.141,,109.81,61.76,1108.53,3.77,-8.81,173.75
46.195,,110.85,63.25,1108.85,2.63,-9.10,169.32
46.248,,114.77,63.25,1114.22,1.79,-8.05,172.02
46.302,,119.82,62.56,1120.49,2.49,-6.04,167.60
46.357,,122.34,61.52,1107.50,1.95,-10.41,168.67
46.411,,127.87,61.04,1107.16,2.38,-11.44,171.85
46.411,,375.43,-551.32,3558.07,-98.81,26.88,-109.22
46.464,,131.84,60.89,1099.61,0.80,25.10,-178.15
46.517,,141.81,60.90,1100.36,3.61,-11.83,173.19
46.571,,148.43,61.97,1100.86,4.60,-14.54,174.52
46.625,,151.83,62.54,1086.53,4.23,-19.60,177.75
46.682,,154.22,63.18,1085.84,4.29,-20.35,178.49
46.736,,156.28,62.89,1086.45,3.35,-18.73,178.80
46.789,,157.67,62.54,1095.00,3.73,-18.58,177.21
46.844,,156.78,61.62,1087.66,3.32,-18.60,177.21
46.900,,158.02,61.20,1095.24,3.61,-16.84,175.48
46.955,,157.44,60.76,1102.19,1.64,27.51,178.69
47.010,,156.99,60.53,1095.26,3.29,-13.07,175.68
47.066,,158.64,60.76,1102.28,1.66,26.39,177.40
47.120,,160.01,60.38,1101.46,3.43,-8.65,175.44
47.173,,159.67,60.39,1101.42,2.51,27.69,179.01
47.226,,159.63,60.76,1102.19,1.72,26.48,177.72
47.280,,158.55,61.07,1101.70,3.48,-9.89,176.83
47.330,,157.20,60.06,1101.46,2.90,-12.38,178.71
47.383,,154.05,59.38,1102.15,1.56,31.47,176.86
47.435,,154.36,58.75,1102.64,2.96,-14.40,176.77
47.490,,159.90,57.65,1110.15,2.94,-7.15,176.85
47.544,,168.47,57.95,1108.78,2.96,-7.38,176.86
47.602,,182.81,59.09,1108.08,2.99,-0.35,170.21
47.655,,189.53,60.14,1104.86,2.76,-2.84,171.53
47.709,,198.14,60.57,1096.56,3.21,-4.23,170.87
47.766,,203.72,60.98,1100.70,3.45,-1.76,170.06
47.829,,205.98,60.91,1099.25,3.58,-3.59,169.25
47.885,,211.35,61.17,1109.99,3.48,-1.21,167.89
47.939,,215.59,60.39,1106.68,2.63,-0.43,173.25
47.994,,215.00,59.96,1100.64,0.99,25.73,-179.36
48.051,,217.14,60.19,1110.57,1.16,21.81,-176.41
48.107,,216.24,59.98,1105.59,2.00,-2.50,171.95
48.159,,216.24,59.98,1105.59,2.00,-2.50,171.95
48.213,,217.71,59.75,1111.71,2.06,3.38,166.03
48.269,,216.91,59.31,1105.59,2.00,-2.49,171.97
48.323,,218.30,58.71,1110.27,1.47,0.05,171.01
48.372,,218.21,57.84,1110.91,0.37,21.90,-176.51
48.426,,216.69,57.09,1101.99,1.92,-1.73,170.36
48.478,,218.95,56.92,1111.92,2.58,0.88,168.73
48.531,,219.10,56.58,1111.95,1.72,3.20,168.50
48.583,,219.38,54.96,1109.75,1.54,-1.53,170.13
48.634,,219.38,54.96,1109.75,1.54,-1.53,170.13
48.685,,222.25,54.80,1116.58,0.43,-1.85,169.88
48.741,,222.73,54.89,1118.22,0.31,0.29,170.71
48.791,,226.34,55.58,1126.17,0.43,22.41,-176.26
48.843,,227.78,55.04,1124.53,1.55,-1.99,170.68
48.895,,229.17,55.01,1131.82,0.79,24.97,-175.39
48.945,,228.20,54.72,1125.39,0.72,26.28,-173.04
48.997,,228.16,55.13,1123.51,-0.64,26.60,-175.36
49.047,,231.34,55.68,1133.70,1.10,0.37,170.79
49.104,,231.85,56.42,1134.48,1.04,0.37,171.46
49.156,,231.03,56.87,1131.68,-0.70,26.64,179.94
49.209,,232.23,58.85,1134.63,0.25,0.35,171.43
49.262,,230.90,59.10,1127.61,0.08,27.46,-177.27
49.315,,232.06,60.47,1132.80,1.18,-1.71,170.35
49.372,,232.95,61.92,1141.62,1.19,22.70,-176.45
49.423,,230.96,62.42,1136.65,1.99,-2.47,172.46
49.477,,230.53,62.38,1136.19,2.06,-2.47,171.96
49.529,,230.27,62.41,1136.65,1.99,-2.48,172.45
49.582,,229.90,62.27,1139.98,1.24,-1.82,174.97
49.632,,227.29,61.50,1129.45,1.78,-5.37,172.91
49.688,,226.42,60.90,1131.07,1.86,-6.40,174.22
49.739,,227.15,61.06,1141.11,1.50,0.07,170.90
49.794,,225.05,59.59,1140.12,2.38,-1.52,169.92
49.822,,222.84,59.26,1130.58,2.09,-3.66,169.35
49.884,,223.54,58.96,1137.56,2.19,-5.28,172.71
49.944,,221.09,58.71,1129.48,1.77,-5.48,172.91
49.997,,222.14,58.73,1141.49,0.43,21.79,-176.23
50.047,,220.31,57.73,1134.40,2.89,-4.38,171.25
50.097,,220.05,57.41,1134.81,2.10,-4.45,171.26
50.151,,219.03,56.64,1129.51,1.76,-5.52,172.94
50.203,,218.34,57.16,1131.97,0.15,28.29,-179.78
50.254,,218.75,57.40,1130.82,1.65,-3.91,174.21
50.305,,218.17,57.08,1130.19,0.16,27.28,-178.41
50.358,,218.34,57.32,1129.50,1.76,-5.54,172.91
50.415,,217.13,57.64,1127.41,0.16,26.37,-176.98
50.470,,214.50,59.00,1129.16,2.56,-5.54,172.83
50.526,,211.76,59.68,1129.16,2.56,-5.59,172.79
50.581,,209.33,60.41,1128.64,0.25,23.85,-177.74
50.638,,210.70,60.87,1122.55,1.33,-5.45,172.98
50.692,,216.88,61.98,1136.33,1.96,-1.22,173.10
50.745,,221.32,62.18,1128.46,1.04,24.86,-177.74
50.799,,230.13,62.97,1134.34,1.82,0.50,171.37
50.854,,235.41,62.53,1132.27,2.76,-1.52,170.41
50.910,,242.35,62.58,1132.48,2.77,-1.44,170.54
50.966,,256.86,61.17,1136.44,2.07,-2.23,172.39
51.021,,260.01,60.38,1130.56,1.68,-3.45,174.51
51.075,,265.07,59.77,1135.29,2.12,-3.80,171.83
51.130,,272.06,59.11,1134.94,2.89,-2.48,172.68
51.185,,272.06,58.42,1121.22,3.13,-7.86,172.90
51.240,,275.94,59.23,1126.78,2.55,-3.76,171.88
51.325,,278.19,58.45,1121.20,3.13,-7.76,172.95
51.423,,289.83,59.69,1127.33,3.46,-5.72,172.55
51.508,,294.48,60.66,1135.34,3.85,-5.56,172.65
51.593,,293.22,60.45,1131.82,3.87,-6.05,170.62
51.645,,293.44,60.58,1134.06,3.77,-3.38,171.89
51.700,,293.53,60.97,1138.48,4.10,-2.74,170.70
51.755,,286.34,59.11,1119.68,3.93,-7.78,173.01
51.807,,287.85,58.56,1125.63,4.29,-6.89,171.85
51.861,,291.40,58.17,1138.35,4.09,-2.79,170.71
