Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.033,,-70.63,61.96,1257.11,8.46,-16.27,-178.88,0.00,650.00,258.00,75.00
0.116,,-71.14,63.09,1259.55,6.98,8.21,172.99,0.00,650.00,258.00,75.00
0.170,,-71.23,64.71,1264.10,7.79,-12.81,-176.65,0.00,650.00,258.00,75.00
0.217,,-70.92,65.64,1252.87,6.92,7.47,169.66,0.00,650.00,258.00,75.00
0.262,,-71.43,67.06,1262.43,7.57,4.04,169.52,0.00,650.00,258.00,75.00
0.309,,-71.44,68.54,1262.59,7.56,4.00,169.43,0.00,650.00,258.00,75.00
0.356,,-71.44,69.28,1262.68,7.56,3.98,169.38,0.00,650.00,258.00,75.00
0.403,,-70.94,69.31,1253.38,6.90,7.39,169.45,0.00,650.00,258.00,75.00
0.449,,-71.79,71.32,1272.17,7.63,4.17,173.90,0.00,650.00,258.00,75.00
0.495,,-70.67,70.85,1251.43,6.40,10.11,171.72,0.00,650.00,258.00,75.00
0.557,,-71.26,72.12,1265.12,7.85,-12.56,-176.90,0.00,650.00,258.00,75.00
0.615,,-71.09,72.47,1264.99,7.62,-10.50,-177.26,0.00,650.00,258.00,75.00
0.680,,-71.19,72.69,1261.11,6.93,7.97,172.52,0.00,650.00,258.00,75.00
0.745,,-71.81,73.56,1272.56,7.63,4.06,173.79,0.00,650.00,258.00,75.00
0.804,,-70.67,73.17,1261.49,8.40,-13.47,179.35,0.00,650.00,258.00,75.00
0.909,,-71.03,73.16,1261.23,8.31,-13.37,-179.83,0.00,650.00,258.00,75.00
0.969,,-71.03,73.16,1261.23,8.31,-13.37,-179.83,0.00,650.00,258.00,75.00
1.030,,-71.40,72.33,1262.04,7.05,4.92,166.24,0.00,650.00,258.00,75.00
1.091,,-71.45,71.49,1262.93,7.56,3.93,169.24,0.00,650.00,258.00,75.00
1.137,,-71.02,70.94,1260.88,8.30,-13.45,-179.75,0.00,650.00,258.00,75.00
1.183,,-71.02,70.94,1260.88,8.30,-13.45,-179.75,0.00,650.00,258.00,75.00
1.253,,-70.82,69.84,1254.04,8.24,-12.99,-177.22,0.00,650.00,258.00,75.00
1.335,,-71.18,69.40,1254.84,7.05,4.48,169.90,0.00,650.00,258.00,75.00
1.411,,-70.82,69.11,1253.94,8.23,-13.01,-177.19,0.00,650.00,258.00,75.00
1.464,,-71.34,67.15,1253.83,6.97,7.54,170.31,0.00,650.00,258.00,75.00
1.516,,-70.81,66.91,1253.63,8.21,-13.08,-177.12,0.00,650.00,258.00,75.00
1.563,,-70.37,66.17,1246.11,7.50,-15.34,-174.37,0.00,650.00,258.00,75.00
1.623,,-71.08,66.44,1254.64,7.55,-10.20,-173.71,0.00,650.00,258.00,75.00
1.670,,-70.80,66.17,1253.53,8.21,-13.11,-177.09,0.00,650.00,258.00,75.00
1.716,,-71.05,66.21,1254.22,7.93,-10.06,-176.68,0.00,650.00,258.00,75.00
1.762,,-71.17,65.73,1254.39,7.06,4.57,170.13,0.00,650.00,258.00,75.00
1.806,,-71.17,65.73,1254.39,7.06,4.57,170.13,0.00,650.00,258.00,75.00
1.854,,-71.17,65.73,1254.39,7.06,4.57,170.13,0.00,650.00,258.00,75.00
1.900,,-71.17,65.73,1254.39,7.06,4.57,170.13,0.00,650.00,258.00,75.00
1.946,,-71.17,65.73,1254.39,7.06,4.57,170.13,0.00,650.00,258.00,75.00
1.992,,-71.46,66.38,1260.77,8.13,-5.96,-175.64,0.00,650.00,258.00,75.00
2.037,,-70.80,66.17,1253.53,8.21,-13.11,-177.09,0.00,650.00,258.00,75.00
2.079,,-70.80,66.17,1253.53,8.21,-13.11,-177.09,0.00,650.00,258.00,75.00
2.122,,-70.80,66.17,1253.53,8.21,-13.11,-177.09,0.00,650.00,258.00,75.00
2.165,,-71.02,66.26,1254.69,6.55,7.17,167.07,0.00,650.00,258.00,75.00
2.207,,-71.02,66.26,1254.69,6.55,7.17,167.07,0.00,650.00,258.00,75.00
2.250,,-71.43,67.06,1262.43,7.57,4.04,169.52,0.00,650.00,258.00,75.00
2.293,,-70.81,66.91,1253.63,8.21,-13.08,-177.12,0.00,650.00,258.00,75.00
2.336,,-70.93,67.11,1253.08,6.91,7.43,169.58,0.00,650.00,258.00,75.00
2.381,,-70.81,67.64,1253.73,8.22,-13.06,-177.14,0.00,650.00,258.00,75.00
2.430,,-70.81,67.64,1253.73,8.22,-13.06,-177.14,0.00,650.00,258.00,75.00
2.476,,-70.81,67.64,1253.73,8.22,-13.06,-177.14,0.00,650.00,258.00,75.00
2.518,,-70.94,67.84,1253.18,6.91,7.42,169.54,0.00,650.00,258.00,75.00
2.561,,-70.94,67.84,1253.18,6.91,7.42,169.54,0.00,650.00,258.00,75.00
2.603,,-70.94,67.84,1253.18,6.91,7.42,169.54,0.00,650.00,258.00,75.00
2.649,,-70.94,67.84,1253.18,6.91,7.42,169.54,0.00,650.00,258.00,75.00
2.693,,-70.46,67.54,1244.39,6.38,9.54,169.30,0.00,650.00,258.00,75.00
2.735,,-70.94,67.84,1253.18,6.91,7.42,169.54,0.00,650.00,258.00,75.00
2.777,,-70.94,67.84,1253.18,6.91,7.42,169.54,0.00,650.00,258.00,75.00
2.820,,-70.94,67.84,1253.18,6.91,7.42,169.54,0.00,650.00,258.00,75.00
2.863,,-70.94,67.84,1253.18,6.91,7.42,169.54,0.00,650.00,258.00,75.00
