Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.037,,64.64,-67.61,1164.37,-11.43,-0.36,-152.51,0.00,302.00,677.00,75.00
0.098,,62.00,-67.57,1166.70,-11.01,0.06,-153.66,0.00,302.00,677.00,75.00
0.166,,58.27,-66.25,1147.45,-11.29,-1.51,-150.36,0.00,302.00,677.00,75.00
0.217,,58.34,-66.31,1165.57,-10.22,8.19,159.41,0.00,302.00,677.00,75.00
0.269,,57.53,-63.96,1170.05,-9.89,6.98,158.94,0.00,302.00,677.00,75.00
0.320,,56.50,-62.09,1174.36,-9.86,8.76,161.08,0.00,302.00,677.00,75.00
0.370,,55.35,-59.57,1173.00,-9.44,-0.68,-153.89,0.00,302.00,677.00,75.00
0.420,,52.76,-56.45,1172.41,-9.11,6.62,158.39,0.00,302.00,677.00,75.00
0.470,,51.11,-53.77,1171.54,-9.81,-1.29,-152.91,0.00,302.00,677.00,75.00
0.521,,49.69,-52.88,1190.41,-8.86,6.48,161.33,0.00,302.00,677.00,75.00
0.571,,43.51,-45.66,1172.34,-8.69,-3.93,-155.56,0.00,302.00,677.00,75.00
0.629,,41.10,-41.23,1193.74,-7.96,-3.14,-158.40,0.00,302.00,677.00,75.00
0.690,,40.01,-39.71,1196.43,-7.28,6.01,160.80,0.00,302.00,677.00,75.00
0.742,,39.80,-33.07,1197.89,-7.47,-1.73,-158.02,0.00,302.00,677.00,75.00
0.792,,41.12,-26.30,1204.10,-7.75,6.45,162.24,0.00,302.00,677.00,75.00
0.841,,42.70,-20.23,1213.74,-7.47,6.19,168.01,0.00,302.00,677.00,75.00
0.890,,43.98,-11.66,1217.11,-6.32,-3.03,-165.26,0.00,302.00,677.00,75.00
0.942,,43.68,-10.06,1219.39,-6.69,-0.79,-164.41,0.00,302.00,677.00,75.00
0.993,,41.75,6.64,1242.70,-6.33,-3.48,-170.90,0.00,302.00,677.00,75.00
1.044,,40.54,13.04,1242.87,-6.52,7.88,169.73,0.00,302.00,677.00,75.00
1.098,,39.59,19.60,1225.08,-7.21,6.74,161.91,0.00,302.00,677.00,75.00
1.158,,40.98,23.19,1241.95,-6.69,-4.21,-168.87,0.00,302.00,677.00,75.00
1.217,,42.65,25.36,1253.69,-6.33,-4.07,-175.57,0.00,302.00,677.00,75.00
