Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.046,,111.43,146.42,610.21,3.25,15.44,172.25,0.00,1049.00,334.00,33.00
0.181,,110.16,146.36,610.44,2.97,14.26,170.67,0.00,1049.00,334.00,33.00
0.245,,108.54,145.95,609.78,3.19,14.70,174.55,0.00,1049.00,334.00,33.00
0.310,,103.88,146.36,613.76,2.58,15.28,168.86,0.00,1049.00,334.00,33.00
0.368,,95.89,146.43,615.70,2.74,10.77,172.64,0.00,1049.00,334.00,33.00
0.426,,88.48,147.23,619.70,1.01,13.60,164.05,0.00,1049.00,334.00,33.00
0.490,,81.95,148.59,620.91,0.03,16.48,166.83,0.00,1049.00,334.00,33.00
0.554,,77.22,150.43,621.10,-0.82,16.43,165.11,0.00,1049.00,334.00,33.00
0.643,,74.38,152.54,622.15,-0.81,17.75,166.41,0.00,1049.00,334.00,33.00
0.724,,72.56,153.55,621.34,-1.14,17.25,164.98,0.00,1049.00,334.00,33.00
0.808,,67.78,161.98,628.62,0.36,12.32,169.16,0.00,1049.00,334.00,33.00
0.919,,63.60,164.95,629.44,-1.61,15.16,166.19,0.00,1049.00,334.00,33.00
