Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.990,,425.89,672.59,2604.38,4.08,6.78,-128.23,0.00,572.00,399.00,45.00
2.397,,-6.76,84.30,393.82,-1.71,36.00,157.31,0.00,572.00,399.00,45.00
2.453,,-37.89,39.83,418.87,-4.81,33.96,154.20,0.00,572.00,399.00,45.00
2.508,,-58.87,10.41,412.81,-8.80,35.27,150.93,0.00,572.00,399.00,45.00
2.565,,-73.02,-3.49,411.77,-7.11,32.53,156.53,0.00,572.00,399.00,45.00
2.619,,-82.43,-12.03,407.82,-5.21,26.63,163.29,0.00,572.00,399.00,45.00
2.673,,-89.85,-16.55,407.14,-4.19,22.35,167.56,0.00,572.00,399.00,45.00
2.727,,-99.89,-21.29,405.49,-4.72,18.85,171.29,0.00,572.00,399.00,45.00
2.727,,457.98,726.15,2808.43,7.00,5.01,-130.41,0.00,572.00,399.00,45.00
2.784,,-106.38,-22.94,407.52,-5.43,20.45,170.86,0.00,572.00,399.00,45.00
2.838,,-108.57,-24.34,418.29,-5.85,21.57,169.20,0.00,572.00,399.00,45.00
2.839,,489.60,774.87,3002.31,7.28,1.81,-133.98,0.00,572.00,399.00,45.00
2.891,,-107.52,-25.39,426.78,-6.25,21.83,167.52,0.00,572.00,399.00,45.00
2.945,,-105.90,-25.80,432.06,-6.50,21.41,166.04,0.00,572.00,399.00,45.00
3.001,,-97.35,-25.53,438.25,-6.33,21.37,165.22,0.00,572.00,399.00,45.00
3.055,,-92.34,-25.63,436.83,-6.40,23.55,165.95,0.00,572.00,399.00,45.00
3.108,,-78.16,-23.06,434.20,-3.83,22.51,169.18,0.00,572.00,399.00,45.00
3.162,,-67.80,-21.59,437.21,-3.75,22.06,168.18,0.00,572.00,399.00,45.00
3.217,,-62.37,-19.53,436.69,-3.36,22.10,167.15,0.00,572.00,399.00,45.00
3.273,,-57.53,-17.33,434.16,-3.78,23.42,165.15,0.00,572.00,399.00,45.00
3.325,,-48.94,-12.66,426.41,-2.53,21.86,167.54,0.00,572.00,399.00,45.00
3.381,,-42.11,-10.27,425.25,-2.28,20.57,169.28,0.00,572.00,399.00,45.00
3.436,,-33.33,-7.61,424.14,-1.99,20.53,169.01,0.00,572.00,399.00,45.00
3.513,,-18.90,-2.40,422.01,-1.47,21.54,168.83,0.00,572.00,399.00,45.00
3.571,,-3.58,3.35,422.21,0.50,18.85,169.04,0.00,572.00,399.00,45.00
3.627,,8.55,7.10,420.30,1.13,18.05,169.40,0.00,572.00,399.00,45.00
3.682,,16.79,9.77,415.85,2.10,18.47,170.64,0.00,572.00,399.00,45.00
3.734,,23.56,11.45,413.36,2.28,20.60,170.01,0.00,572.00,399.00,45.00
3.788,,26.27,11.63,412.51,2.11,20.58,170.21,0.00,572.00,399.00,45.00
3.840,,28.38,12.18,414.42,2.78,19.30,170.19,0.00,572.00,399.00,45.00
3.893,,29.63,12.85,416.10,2.49,19.65,169.32,0.00,572.00,399.00,45.00
3.946,,30.01,13.58,418.54,2.55,19.20,169.86,0.00,572.00,399.00,45.00
3.995,,30.63,14.33,420.89,2.02,19.60,168.40,0.00,572.00,399.00,45.00
