Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
3.508,0,-19.17,-59.57,438.84,9.08,39.80,-177.20
3.582,0,-29.92,-61.62,447.34,10.54,40.41,-176.22
3.648,0,-36.02,-63.14,453.62,10.61,40.78,-176.28
3.713,0,-40.47,-63.18,463.29,10.89,40.31,-176.79
3.785,0,-44.52,-67.04,469.28,11.43,41.41,-176.70
3.828,0,-44.76,-67.70,470.29,11.22,41.32,-177.02
3.871,0,-44.86,-69.08,472.15,11.59,41.26,-176.32
3.913,0,-42.93,-73.83,475.41,12.64,40.88,-175.42
3.956,2,160.86,-46.08,395.74,-2.52,26.47,159.46
3.956,0,-41.04,-76.47,479.64,12.34,40.69,-176.43
4.002,2,160.72,-50.69,402.70,-1.51,27.20,161.46
4.002,0,-38.72,-78.00,484.80,12.11,40.43,-177.90
4.054,2,159.45,-53.15,402.97,-0.15,27.58,162.04
4.054,0,-37.80,-78.22,486.71,12.46,40.74,-177.49
4.097,2,160.00,-55.51,407.09,0.48,29.35,163.83
4.097,0,-37.71,-77.28,486.59,12.02,41.15,-177.87
4.139,2,158.46,-59.33,409.31,0.47,29.57,163.89
4.139,0,-38.08,-77.33,488.41,11.81,41.21,-177.97
4.182,2,155.90,-65.85,413.75,1.20,30.06,164.86
4.182,0,-40.40,-81.61,489.50,11.71,43.03,-177.92
4.226,2,153.38,-70.78,417.47,1.42,31.11,165.54
4.226,0,-42.26,-84.51,489.53,10.64,42.55,-178.85
4.269,2,151.24,-73.67,418.80,1.75,31.96,166.45
4.269,0,-43.78,-86.56,491.92,10.56,42.39,-178.27
4.311,2,149.69,-76.39,420.96,1.81,32.41,167.17
4.311,0,-45.65,-87.90,492.80,9.82,41.97,-179.02
4.353,0,-47.94,-87.29,491.57,10.37,42.95,-178.47
4.353,2,146.85,-79.81,422.94,2.42,34.04,168.38
4.402,0,-49.05,-87.00,494.32,10.43,43.30,-178.71
4.403,2,144.01,-82.34,422.85,2.37,36.39,168.65
4.472,0,-50.32,-87.73,495.31,9.62,42.95,-179.53
4.473,2,140.32,-86.04,423.59,2.48,38.05,168.97
4.527,0,-52.73,-88.41,495.96,10.15,43.52,-179.31
4.527,2,134.74,-90.79,428.74,3.95,38.03,170.45
4.586,0,-54.10,-89.47,497.86,10.12,43.90,-179.14
4.586,2,132.67,-92.51,432.22,4.49,37.83,171.09
4.639,0,-54.63,-88.74,499.13,10.38,43.45,-178.58
4.639,2,129.41,-92.81,434.75,5.11,39.59,171.83
4.683,0,-54.99,-88.86,500.27,9.52,43.20,-179.49
4.684,2,127.90,-92.78,437.24,5.08,39.37,171.50
4.726,0,-55.39,-89.39,503.25,9.36,42.71,-179.53
4.726,2,127.08,-92.78,438.97,5.49,39.25,171.23
4.770,0,-54.47,-88.78,499.84,10.21,43.69,-179.08
4.770,2,126.00,-91.71,443.31,5.40,38.48,171.48
4.812,0,-54.39,-89.77,499.11,9.86,43.81,-179.51
4.812,2,126.28,-91.36,443.30,5.16,38.56,170.89
4.853,0,-54.68,-91.66,502.49,9.80,43.22,-179.42
4.854,2,126.72,-91.74,442.89,4.87,39.05,170.69
4.896,0,-54.40,-93.05,503.46,9.44,42.50,-179.68
4.896,2,127.06,-91.04,441.48,5.00,39.54,171.20
4.938,0,-52.93,-93.67,499.97,9.38,43.45,-179.67
4.938,2,128.16,-90.38,442.74,4.98,39.13,170.94
4.980,0,-49.85,-95.95,499.78,9.88,43.47,-179.78
4.980,2,129.33,-90.22,443.66,5.37,39.76,172.00
5.022,0,-48.67,-95.80,496.56,10.12,44.06,-179.63
5.022,2,129.48,-89.71,443.73,5.11,39.81,172.27
5.064,0,-46.56,-97.03,500.86,9.98,42.94,-179.96
5.064,2,130.49,-89.40,444.65,5.45,40.34,173.16
5.104,0,-43.89,-96.67,497.38,10.53,42.98,-179.66
5.104,2,131.18,-89.79,444.52,5.08,39.90,172.50
5.146,0,-42.85,-96.37,499.12,10.64,42.16,179.68
5.146,2,131.79,-89.76,445.80,5.29,39.19,173.16
5.188,0,-42.94,-95.49,498.28,11.00,42.68,-179.81
5.188,2,132.57,-89.45,447.22,5.27,39.26,173.59
5.228,0,-43.03,-94.87,494.67,11.16,43.71,-179.25
5.228,2,132.91,-89.41,447.25,5.16,38.28,172.98
5.268,0,-43.93,-94.39,498.00,11.39,43.28,-179.03
5.268,2,133.47,-88.56,449.07,5.10,38.28,173.36
5.309,0,-44.02,-93.78,497.23,10.72,42.99,-179.91
5.309,2,133.50,-88.00,449.30,5.06,38.26,173.29
5.350,0,-43.63,-93.67,496.25,11.00,43.06,-179.50
5.350,2,132.84,-87.69,448.16,4.95,38.60,173.21
5.392,0,-42.92,-93.76,497.15,11.22,43.00,-179.73
5.392,2,132.78,-87.60,450.14,4.78,38.06,172.68
5.435,2,131.55,-87.10,450.66,4.65,38.42,173.05
5.435,0,-42.73,-95.31,501.54,11.00,42.90,-179.93
5.473,2,130.93,-86.85,450.79,4.73,39.37,173.62
5.473,0,-41.96,-94.84,497.90,11.57,43.69,-179.05
5.511,2,130.77,-86.74,451.05,5.05,38.89,173.90
5.511,0,-41.70,-94.90,498.54,11.61,43.15,-179.51
5.550,2,130.69,-86.44,451.08,4.83,38.37,173.63
5.550,0,-41.47,-94.76,498.66,11.52,42.96,-179.40
5.589,2,130.46,-85.71,450.34,4.69,37.83,173.22
5.589,0,-41.79,-95.00,501.61,10.99,43.00,-179.96
5.631,0,-43.47,-92.56,500.98,10.79,42.41,179.83
5.632,2,131.26,-84.58,447.01,4.72,38.29,172.96
5.674,0,-46.16,-90.91,500.20,10.93,42.47,-179.69
5.674,2,131.93,-83.81,445.40,4.49,38.43,172.82
5.716,0,-49.27,-90.29,498.16,11.14,43.73,-178.34
5.716,2,133.09,-83.33,443.52,4.55,38.05,172.75
5.758,0,-49.82,-89.33,494.16,11.61,44.40,-177.64
5.758,2,133.62,-82.94,441.89,4.31,37.30,172.25
5.801,0,-48.12,-91.05,498.42,11.56,43.99,-178.54
5.801,2,133.76,-83.09,438.43,3.98,37.71,171.85
5.845,0,-45.66,-91.72,499.03,11.09,43.33,-179.20
5.846,2,134.04,-83.94,439.48,4.27,37.84,172.12
5.887,0,-44.10,-92.78,500.90,11.21,42.77,-179.10
5.888,2,133.62,-84.12,437.99,4.18,37.41,170.74
5.928,0,-42.46,-94.01,500.20,11.01,42.57,-179.88
5.929,2,133.44,-85.43,435.97,4.18,39.34,170.91
5.969,0,-41.63,-95.28,503.54,11.16,42.79,-179.79
5.969,2,134.44,-87.10,436.47,4.20,39.89,170.97
6.010,0,-40.50,-94.41,497.30,12.08,43.82,-178.87
6.010,2,135.47,-88.74,435.48,3.90,40.08,170.05
6.051,0,-40.37,-94.73,500.63,11.68,42.85,-179.25
6.052,2,136.60,-90.84,432.70,2.40,39.84,169.42
6.096,0,-41.09,-92.77,497.82,11.73,42.07,-179.09
6.097,2,137.34,-90.23,431.24,1.37,40.22,168.78
6.144,0,-42.38,-89.78,493.64,11.99,42.05,-178.34
6.144,2,137.85,-87.10,429.05,0.48,40.96,167.96
6.187,0,-42.86,-88.93,492.83,12.06,41.82,-177.96
6.187,2,138.57,-86.49,430.20,0.20,40.23,167.29
6.231,0,-45.17,-77.08,483.54,13.25,43.03,-174.98
6.232,2,143.89,-74.60,424.98,-0.10,37.34,169.53
6.276,0,-42.37,-55.24,462.65,13.82,41.71,-170.88
6.276,2,156.29,-53.01,408.91,-0.85,27.44,179.18
6.320,0,-41.51,-41.76,456.53,12.64,40.00,-170.75
6.364,0,-41.42,-23.01,441.69,12.12,40.10,-169.02
6.409,0,-43.02,-7.74,440.05,12.28,39.23,-168.19
6.455,0,-45.90,4.39,438.30,12.24,39.83,-166.90
6.501,0,-43.06,18.88,430.60,12.71,39.18,-163.86
6.548,0,-36.06,30.31,416.27,14.15,39.29,-161.65
6.597,0,-30.50,44.35,414.17,16.96,37.82,-161.46
