Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
5.249,0,-149.46,37.05,587.63,-16.07,34.46,161.22
5.249,17,417.88,675.72,2557.55,5.74,7.03,-127.99
5.315,0,-149.57,37.04,587.32,-16.55,34.30,161.14
5.374,0,-148.96,37.05,585.99,-16.24,34.26,161.75
5.426,0,-149.47,36.93,586.91,-15.82,34.57,162.09
5.478,0,-150.09,37.12,586.79,-16.50,35.16,162.22
5.529,0,-150.57,37.13,586.87,-16.44,34.84,162.49
5.579,0,-150.91,37.30,588.18,-16.69,34.66,162.16
5.630,0,-150.45,37.09,586.41,-16.43,34.89,161.99
5.630,17,423.38,685.25,2593.63,6.08,6.08,-128.43
5.682,0,-151.14,37.28,589.45,-16.86,34.22,161.59
5.733,0,-149.68,37.06,584.48,-16.13,34.89,162.06
5.733,17,31.64,-23.27,106.27,-39.00,75.49,-93.13
5.784,0,-150.48,37.07,587.63,-16.61,34.46,161.40
5.835,0,-149.68,36.72,584.84,-16.17,35.14,162.34
5.835,17,420.23,677.85,2567.12,4.52,8.27,-127.06
5.887,0,-150.26,36.73,586.40,-16.42,34.90,162.00
5.939,0,-150.81,37.11,588.17,-16.61,34.40,161.93
5.992,0,-150.68,37.11,586.56,-16.56,35.38,161.96
6.044,0,-150.45,37.09,586.41,-16.43,34.89,161.99
6.095,0,-150.34,36.86,585.59,-16.97,35.05,161.65
6.095,17,405.60,655.87,2482.40,5.52,7.02,-127.26
6.147,0,-150.45,37.09,586.41,-16.43,34.89,161.99
6.199,0,-150.68,37.11,586.56,-16.56,35.38,161.96
6.250,0,-150.68,37.11,586.56,-16.56,35.38,161.96
6.302,0,-151.40,37.49,588.29,-16.76,34.86,161.87
6.353,0,-152.20,38.04,588.12,-16.71,34.56,162.14
6.405,0,-152.43,38.05,588.27,-16.84,35.05,162.11
6.458,0,-151.05,37.79,584.38,-16.35,35.55,161.73
6.508,0,-151.77,37.86,588.26,-16.78,34.82,161.85
6.508,17,423.00,685.05,2591.30,6.84,6.77,-129.32
6.559,0,-150.54,37.64,584.90,-16.28,35.29,162.00
6.611,0,-151.04,37.47,586.53,-16.58,35.34,161.93
6.661,0,-151.52,37.66,588.02,-16.76,34.89,161.89
6.713,0,-151.52,38.02,588.01,-16.78,34.88,161.85
6.764,0,-150.66,37.25,584.29,-16.81,35.45,162.20
6.765,17,448.68,723.66,2735.75,3.53,9.93,-131.75
6.816,0,-151.80,37.84,589.49,-16.94,34.44,161.82
6.867,17,318.94,531.05,1959.23,47.31,-82.47,45.88
6.867,0,-151.04,37.47,586.53,-16.58,35.34,161.93
6.917,0,-151.04,37.47,586.53,-16.58,35.34,161.93
6.970,0,-151.69,37.29,587.98,-16.74,34.88,161.91
7.022,0,-151.33,37.29,588.01,-16.75,34.91,161.90
7.071,0,-150.68,37.11,586.56,-16.56,35.38,161.96
7.124,0,-151.15,37.29,588.05,-16.74,34.93,161.91
7.175,0,-151.52,37.27,587.66,-16.66,34.66,161.68
7.225,0,-151.36,37.42,585.57,-17.05,35.24,161.88
7.279,0,-151.28,37.29,586.38,-16.50,35.10,162.24
7.334,0,-149.93,37.22,584.00,-16.76,35.26,161.94
7.386,0,-149.14,36.60,584.52,-17.03,33.51,161.68
7.440,0,-149.35,36.62,586.45,-16.58,32.67,161.73
7.499,0,-148.39,36.05,584.50,-16.33,30.93,162.93
7.553,0,-148.35,35.91,585.09,-16.21,30.30,163.47
7.605,0,-149.38,34.42,585.58,-16.64,26.88,164.92
7.656,0,-150.54,33.93,587.64,-16.64,25.65,166.17
7.656,17,448.68,723.66,2735.75,3.53,9.93,-131.75
7.708,0,-149.38,33.52,585.29,-16.61,24.63,166.50
7.760,0,-150.09,33.19,589.25,-16.44,23.23,166.77
7.811,0,-150.44,32.81,590.67,-16.50,22.30,166.46
7.863,0,-150.83,32.43,590.45,-16.19,20.62,166.80
7.914,0,-151.37,32.25,590.03,-16.56,20.07,167.79
7.914,17,31.62,-23.32,106.29,-39.08,75.50,-93.08
7.965,0,-151.94,32.41,589.34,-16.86,19.21,168.52
8.015,0,-152.38,32.38,588.90,-16.79,18.49,168.39
8.066,0,-151.49,32.72,585.06,-16.73,18.68,168.79
8.118,0,-152.12,33.10,586.83,-16.82,17.55,169.14
8.171,0,-153.27,33.46,590.27,-16.69,15.84,168.60
8.223,0,-153.50,33.88,589.28,-16.64,17.24,169.46
8.273,0,-152.99,34.20,588.77,-16.54,16.59,168.66
8.324,0,-152.77,34.24,589.31,-16.65,17.28,169.41
8.375,0,-151.28,34.42,587.92,-16.24,16.15,169.72
8.426,0,-149.88,34.89,586.82,-16.57,15.39,169.62
8.426,37,-510.76,-145.66,2527.82,-95.99,87.99,177.59
8.475,0,-150.97,35.50,590.82,-16.42,13.53,170.78
8.526,0,-150.88,35.80,589.75,-16.76,12.52,170.59
8.576,0,-151.79,36.23,592.24,-16.53,11.74,171.34
8.626,0,-150.71,36.38,588.72,-16.50,12.35,171.44
8.626,17,429.39,695.62,2632.87,6.44,5.10,-128.95
8.678,0,-150.74,36.56,588.41,-16.57,12.90,171.85
8.730,0,-150.87,36.77,590.82,-16.20,11.25,170.92
8.783,0,-150.01,36.51,588.14,-16.51,12.57,170.60
8.833,0,-150.50,36.77,590.85,-16.20,11.27,170.91
8.883,0,-150.14,36.88,589.78,-16.66,11.67,170.56
8.933,0,-150.10,36.71,588.47,-16.51,12.43,170.55
8.983,0,-150.77,36.88,591.19,-16.82,10.74,170.43
9.034,0,-151.05,36.96,592.30,-16.42,10.87,171.35
9.088,0,-150.26,36.38,590.27,-16.68,11.50,171.32
9.140,0,-149.67,36.18,590.15,-16.64,11.66,171.48
9.191,0,-149.43,35.79,591.51,-16.74,10.34,170.95
9.241,0,-148.73,34.86,592.87,-17.00,10.52,170.95
9.292,0,-147.99,34.49,592.93,-16.99,10.57,170.96
9.341,0,-146.25,33.21,591.59,-16.72,10.60,170.92
9.392,0,-145.20,32.84,595.43,-16.66,9.45,170.35
9.392,37,-508.13,-145.25,2520.65,-25.03,85.27,-111.13
9.441,0,-144.07,32.34,596.66,-16.21,9.07,170.67
9.490,0,-142.66,31.75,594.26,-16.44,10.09,170.92
9.544,0,-141.92,31.58,598.39,-16.35,8.14,170.58
9.601,0,-141.64,31.57,598.37,-16.38,8.72,170.23
9.655,0,-141.91,31.39,602.04,-16.34,6.86,170.80
9.656,17,31.64,-23.27,106.27,-39.00,75.49,-93.13
9.706,0,-141.05,31.25,601.17,-16.15,7.81,171.01
9.757,0,-139.93,31.24,601.24,-16.16,7.87,170.99
9.807,0,-140.27,31.58,602.78,-15.86,6.56,170.17
9.859,0,-139.68,31.60,599.29,-15.95,8.53,170.55
9.909,0,-139.07,31.55,596.63,-16.14,8.94,170.13
9.960,0,-140.11,31.95,600.80,-16.10,7.40,170.43
10.010,0,-139.96,31.56,600.52,-16.16,8.03,169.95
10.060,0,-139.37,31.95,600.85,-16.10,7.44,170.42
10.109,0,-139.46,32.35,603.28,-15.98,7.64,170.30
10.109,17,31.64,-23.27,106.27,-39.00,75.49,-93.13
10.159,0,-139.50,32.70,604.77,-16.12,6.48,170.14
10.209,0,-139.37,32.69,600.83,-16.11,7.43,170.37
10.258,0,-139.84,32.69,602.48,-16.39,7.34,170.26
10.309,0,-141.01,33.08,604.68,-16.13,6.39,170.15
10.358,0,-142.18,32.69,602.29,-16.42,7.80,169.98
10.407,0,-146.01,32.58,606.46,-16.43,6.71,170.98
10.457,0,-146.94,32.20,602.35,-16.40,7.58,171.21
10.508,0,-148.74,32.52,601.12,-16.91,8.36,170.34
10.556,0,-152.15,33.07,602.20,-17.19,8.30,170.33
10.607,0,-152.25,33.44,602.15,-17.23,8.82,169.97
10.657,0,-152.86,34.04,601.10,-17.07,9.59,170.11
10.709,0,-153.88,34.33,602.96,-17.43,7.88,169.77
10.758,0,-155.09,34.64,602.78,-17.36,9.47,171.01
10.807,0,-155.35,34.40,601.94,-17.31,9.21,170.50
10.856,0,-155.63,34.40,601.93,-17.28,8.68,170.86
10.907,0,-155.74,34.64,602.73,-17.32,8.93,171.39
10.958,0,-155.74,34.64,602.73,-17.32,8.93,171.39
11.008,0,-155.72,34.65,601.08,-17.21,10.41,171.06
11.009,17,429.39,695.62,2632.87,6.44,5.10,-128.95
11.058,0,-155.81,34.97,602.23,-17.32,9.01,170.42
11.058,17,424.54,687.12,2600.72,5.62,7.99,-128.32
11.110,0,-155.44,35.34,602.25,-17.33,9.03,170.39
11.160,0,-155.47,35.38,602.73,-17.37,9.43,170.97
11.210,0,-155.68,35.11,603.21,-17.54,8.72,169.90
11.260,0,-154.97,35.01,601.11,-17.22,10.45,171.02
11.310,0,-155.54,35.33,603.82,-17.48,8.00,170.32
11.359,0,-155.37,35.38,602.73,-17.34,8.94,171.34
11.409,0,-155.47,35.38,602.73,-17.37,9.43,170.97
11.459,0,-155.09,35.37,600.88,-17.12,9.51,170.93
11.509,0,-156.01,35.53,603.75,-17.55,8.58,170.84
11.559,0,-156.01,35.53,603.75,-17.55,8.58,170.84
11.608,0,-156.01,35.53,603.75,-17.55,8.58,170.84
11.664,0,-156.01,35.53,603.75,-17.55,8.58,170.84
11.725,0,-155.74,35.39,602.71,-17.34,8.91,171.35
11.725,17,437.24,707.68,2678.53,6.35,5.96,-127.25
11.780,0,-155.47,35.38,602.73,-17.37,9.43,170.97
11.831,0,-155.47,35.38,602.73,-17.37,9.43,170.97
11.884,0,-155.47,35.38,602.73,-17.37,9.43,170.97
11.936,0,-155.88,35.55,603.99,-17.52,8.56,170.98
11.986,0,-155.83,35.50,603.46,-17.48,8.15,170.37
12.038,0,-155.68,35.11,603.21,-17.54,8.72,169.90
12.091,0,-155.68,35.11,603.21,-17.54,8.72,169.90
12.140,0,-155.97,35.38,604.34,-17.52,8.39,170.94
12.192,0,-155.81,34.97,602.23,-17.32,9.01,170.42
12.244,0,-156.01,34.79,603.77,-17.54,8.59,170.89
12.295,0,-155.33,34.62,602.54,-17.42,9.98,170.52
12.351,0,-155.73,34.78,603.78,-17.57,9.12,170.52
12.351,17,31.64,-23.27,106.27,-39.00,75.49,-93.13
12.401,0,-155.81,34.74,604.85,-17.82,8.68,169.83
12.453,0,-155.98,34.92,604.74,-17.79,8.80,170.01
12.504,0,-155.81,34.97,602.23,-17.32,9.01,170.42
12.555,0,-156.24,35.14,603.51,-17.61,9.11,170.37
12.555,17,31.62,-23.32,106.29,-39.08,75.50,-93.08
12.606,0,-156.24,35.14,603.51,-17.61,9.11,170.37
12.656,0,-155.32,35.09,601.04,-17.74,8.96,170.43
12.707,0,-156.24,35.14,603.51,-17.61,9.11,170.37
12.758,0,-156.24,35.14,603.51,-17.61,9.11,170.37
12.811,0,-156.06,35.11,603.19,-17.54,8.70,169.91
12.811,17,31.66,-23.30,106.31,-39.21,75.51,-93.27
12.862,0,-155.47,35.38,602.73,-17.37,9.43,170.97
12.914,0,-155.83,35.50,603.46,-17.48,8.15,170.37
12.965,0,-155.58,35.48,601.27,-17.86,9.87,170.50
13.016,0,-155.67,35.69,601.60,-17.86,9.71,170.44
13.066,0,-155.60,35.88,599.84,-17.65,10.32,171.00
13.117,0,-156.68,36.25,603.36,-17.53,8.62,169.99
13.169,0,-156.20,35.87,601.44,-17.83,9.80,170.62
13.170,17,455.23,735.33,2778.26,4.21,11.68,-130.90
13.220,0,-156.29,36.09,602.16,-17.38,9.47,170.01
13.271,0,-157.19,36.25,604.97,-17.81,8.55,169.90
13.323,0,-156.41,35.97,601.89,-18.00,9.10,169.56
13.375,0,-156.44,35.85,602.80,-18.01,8.83,170.45
13.375,17,423.86,686.03,2596.57,6.09,6.09,-128.48
13.424,0,-156.10,35.87,601.44,-17.79,9.32,170.98
13.476,0,-156.22,36.13,602.66,-17.39,9.38,170.94
13.476,17,31.64,-23.27,106.27,-39.00,75.49,-93.13
13.476,17,446.90,723.41,2729.95,5.38,6.47,-130.89
13.525,0,-156.49,36.28,603.70,-17.60,9.05,170.44
13.576,0,-156.79,36.32,604.13,-17.61,8.94,171.41
13.625,0,-156.86,36.28,603.67,-17.60,9.03,170.45
13.674,0,-156.08,36.11,602.45,-17.46,9.90,170.45
13.724,0,-156.08,36.11,602.45,-17.46,9.90,170.45
13.777,0,-156.86,36.28,603.67,-17.60,9.03,170.45
13.777,17,433.44,699.97,2647.77,4.70,8.33,-127.81
13.833,0,-156.86,36.28,603.67,-17.60,9.03,170.45
13.886,0,-156.62,36.26,603.46,-17.63,9.07,170.31
13.937,0,-156.86,36.28,603.67,-17.60,9.03,170.45
13.986,0,-156.66,36.32,602.46,-17.46,9.95,171.43
14.036,0,-155.96,36.23,601.23,-17.87,9.83,170.46
14.087,0,-156.86,36.28,603.67,-17.60,9.03,170.45
14.137,0,-156.62,36.26,603.46,-17.63,9.07,170.31
14.188,0,-156.82,36.62,604.98,-17.82,8.56,169.87
14.238,0,-156.20,36.61,601.42,-17.85,9.79,170.57
14.287,0,-156.33,36.23,601.20,-17.87,9.81,170.47
14.337,0,-156.86,36.28,603.67,-17.60,9.03,170.45
14.386,0,-156.06,35.85,601.22,-17.90,10.32,170.14
14.439,0,-155.70,35.37,602.49,-17.44,9.94,170.49
14.439,17,470.49,761.85,2876.75,4.10,8.90,-131.10
14.492,0,-155.73,35.53,603.76,-17.59,9.11,170.47
14.542,0,-155.35,35.40,602.95,-17.48,10.37,171.03
14.593,0,-156.08,35.37,602.47,-17.44,9.92,170.49
14.593,17,444.75,720.51,2727.09,6.22,7.08,-129.67
14.643,0,-156.83,35.37,602.42,-17.44,9.88,170.51
14.694,0,-157.24,35.54,603.67,-17.58,9.02,170.51
14.745,0,-156.39,35.07,600.71,-17.84,9.93,169.64
14.795,0,-155.49,33.66,601.73,-17.82,9.84,171.55
14.847,0,-150.94,31.36,595.74,-17.54,11.49,170.40
14.897,0,-146.38,29.51,594.47,-17.23,11.83,170.51
14.949,0,-143.54,28.04,597.28,-16.87,10.12,170.19
14.999,0,-139.61,26.03,593.76,-16.85,11.71,171.00
15.049,0,-139.38,25.43,594.83,-17.02,10.96,170.90
15.099,0,-137.10,24.32,592.64,-17.26,11.85,170.96
15.149,0,-136.06,22.82,594.33,-17.38,10.98,170.98
15.200,0,-135.97,22.23,593.16,-17.77,10.92,171.04
15.250,0,-139.08,22.03,586.43,-18.62,12.39,171.40
15.250,17,445.79,722.96,2728.26,5.39,6.46,-130.86
15.301,0,-144.26,22.19,582.23,-19.34,13.55,170.73
15.301,17,31.68,-23.33,106.36,-39.25,75.55,-93.27
15.352,0,-149.39,23.27,578.11,-20.09,14.63,171.64
15.352,17,413.50,667.61,2528.36,4.20,9.15,-126.63
15.403,0,-152.83,26.84,573.71,-20.14,14.94,170.74
15.454,0,-156.47,30.93,573.57,-20.22,14.52,169.83
15.455,17,451.61,734.38,2766.45,6.58,6.07,-130.23
15.505,0,-163.89,35.79,572.28,-19.52,13.33,168.98
15.555,0,-173.11,39.81,575.32,-19.42,10.86,169.22
15.605,0,-181.38,43.49,573.67,-19.33,10.89,170.76
15.655,0,-188.02,45.79,573.30,-20.02,10.21,171.51
15.705,0,-195.47,47.94,573.89,-19.73,10.38,173.11
15.757,0,-200.57,48.63,575.91,-19.96,12.25,172.86
15.808,0,-200.75,49.39,579.95,-19.33,11.77,172.10
15.858,0,-200.76,49.97,582.47,-19.72,10.80,173.26
15.912,0,-201.18,51.97,586.65,-19.82,10.53,173.66
15.970,0,-200.00,52.19,584.27,-20.05,10.78,172.33
16.024,0,-202.45,54.23,589.75,-20.21,8.74,171.89
16.077,0,-208.76,55.87,591.30,-21.27,6.96,172.37
16.587,0,-215.99,38.70,607.84,-18.33,13.06,173.65
16.637,0,-186.59,31.41,539.26,-16.92,11.17,173.92
16.686,0,-177.55,29.15,523.34,-15.59,7.05,176.02
16.738,0,-173.03,27.23,509.94,-14.36,3.40,177.92
16.787,0,-184.06,24.97,535.17,-13.64,0.79,179.53
16.937,0,-152.18,7.19,451.81,-7.72,0.12,177.09
16.988,0,-142.44,4.65,441.99,-4.59,0.05,177.29
17.040,0,-133.72,3.09,432.81,-2.50,0.30,176.97
17.093,0,-126.32,4.02,422.13,-0.91,3.19,176.56
17.147,0,-124.31,9.17,413.50,0.19,2.80,176.05
17.198,0,-129.56,12.61,411.91,-0.85,0.57,177.48
17.253,0,-133.03,14.37,409.31,-1.19,-0.33,178.45
17.891,0,-142.20,28.36,430.12,0.52,8.66,178.96
17.944,0,-121.05,32.33,433.76,2.10,8.74,177.64
18.000,0,-111.89,33.07,433.62,1.86,10.01,176.80
18.055,0,-106.67,34.16,437.05,2.14,8.88,177.34
18.120,0,-96.96,34.28,434.38,1.50,11.07,175.62
18.173,0,-88.64,35.83,433.67,1.92,11.33,175.78
18.225,0,-74.97,39.02,437.13,2.80,10.17,176.04
18.280,0,-57.90,39.68,434.82,3.21,12.77,173.50
18.332,0,-53.17,39.27,436.08,3.48,11.98,172.95
18.384,0,-50.20,39.11,435.27,3.59,13.07,173.24
18.384,17,31.65,-23.33,106.32,-38.79,75.52,-92.91
18.436,0,-46.93,39.35,435.25,3.70,11.65,172.98
18.489,0,-46.40,39.89,434.29,4.22,9.78,173.88
18.541,0,-46.51,39.57,432.23,3.99,12.65,174.21
18.592,0,-46.68,39.20,431.35,4.27,13.04,173.32
18.645,0,-48.01,38.88,431.86,4.32,12.99,174.04
18.698,0,-50.80,38.92,433.73,4.48,11.43,173.59
18.750,0,-58.72,38.57,434.44,4.16,12.92,173.17
18.802,0,-61.64,38.38,434.96,3.89,13.16,173.56
18.856,0,-68.50,36.62,434.16,3.43,14.75,173.24
18.909,0,-74.70,34.92,439.08,3.33,13.29,173.41
18.960,0,-78.16,34.11,443.89,3.25,11.07,173.80
19.014,0,-81.81,32.60,443.62,2.89,12.84,173.12
19.067,0,-85.56,31.26,442.49,2.35,13.93,173.37
19.121,0,-89.82,30.51,444.81,2.45,13.24,173.89
19.179,0,-90.60,30.09,444.84,2.07,13.51,173.37
19.239,0,-91.93,29.38,445.56,1.95,13.61,172.80
19.307,0,-92.18,28.84,447.93,2.33,13.23,172.38
19.365,0,-91.23,27.43,447.71,2.04,13.89,172.29
19.426,0,-89.36,27.44,449.38,2.25,13.14,172.08
19.487,0,-89.90,26.62,452.97,2.55,12.21,172.49
19.548,0,-91.84,25.38,453.00,2.20,13.17,172.39
19.605,0,-92.01,25.23,452.84,1.88,12.82,171.88
19.662,0,-93.69,25.11,454.02,2.37,13.89,172.64
19.716,0,-95.27,24.83,454.07,2.04,14.38,172.10
19.771,0,-95.83,24.84,454.03,2.04,14.33,172.10
19.825,0,-97.30,24.93,454.57,1.85,14.44,171.33
19.879,0,-99.43,24.59,455.18,1.86,14.16,172.76
19.932,0,-100.52,24.46,455.26,1.85,14.29,172.43
19.987,0,-101.90,24.16,454.71,1.54,14.02,172.12
20.040,0,-103.54,24.19,456.35,1.41,13.45,172.41
20.093,0,-104.62,24.18,453.43,1.34,14.69,171.98
20.155,0,-106.66,24.63,454.84,1.52,14.13,172.23
20.221,0,-109.52,25.08,454.82,1.21,13.88,172.32
20.275,0,-110.88,25.07,453.30,0.65,14.10,171.92
20.329,0,-111.76,24.98,452.51,0.81,13.79,172.54
20.383,0,-115.00,25.16,453.79,0.67,12.88,173.05
20.437,0,-115.55,25.46,451.35,0.61,14.04,173.32
20.491,0,-116.34,26.17,450.17,0.71,14.49,173.28
20.546,0,-116.66,26.83,449.80,0.38,13.87,172.49
20.600,0,-117.13,27.42,448.86,0.25,13.33,172.83
20.653,0,-118.18,28.00,448.80,0.55,12.97,173.68
20.707,0,-118.48,27.85,445.23,-0.04,14.62,173.29
20.762,0,-118.45,27.71,446.51,0.13,14.00,173.08
20.817,0,-117.96,27.68,448.50,0.55,13.06,173.04
20.870,0,-116.17,27.70,445.35,0.33,13.87,173.46
20.925,0,-116.65,27.96,447.55,0.40,13.03,173.07
20.979,0,-115.83,27.82,445.19,0.68,13.27,173.38
21.032,0,-114.81,27.14,445.34,1.03,13.68,173.86
21.085,0,-113.62,26.71,446.52,0.90,13.25,173.77
21.139,0,-111.65,26.82,447.73,1.12,12.44,173.29
21.170,0,-111.13,26.80,447.62,1.11,12.87,173.06
21.224,0,-109.41,26.25,445.47,1.09,13.18,173.42
21.278,0,-109.20,26.12,447.90,1.46,12.27,173.58
21.330,0,-108.15,25.69,445.24,1.45,13.10,173.83
21.382,0,-107.64,25.59,446.07,1.16,12.81,173.85
21.437,0,-107.68,25.54,447.80,1.51,12.10,173.30
21.490,0,-106.45,25.35,444.85,1.42,13.69,172.81
21.543,0,-105.85,25.82,445.65,1.49,12.45,173.73
21.597,0,-105.29,26.37,445.67,1.47,12.50,173.67
21.651,0,-105.12,26.50,445.52,1.78,12.54,173.66
21.705,0,-105.11,26.50,444.24,1.91,12.88,174.04
21.760,0,-105.57,27.05,445.55,1.73,13.19,173.69
21.815,0,-105.75,27.20,443.28,1.35,13.70,173.75
21.868,0,-105.80,27.71,441.68,1.46,14.09,173.39
21.922,0,-106.13,28.43,442.15,1.45,14.21,173.76
21.977,0,-106.27,29.56,442.45,1.41,13.79,174.56
22.031,0,-106.03,30.36,442.31,1.38,13.49,174.05
22.085,0,-106.01,31.44,443.16,1.60,12.29,173.89
22.139,0,-105.79,32.13,442.17,1.71,12.50,174.20
22.192,0,-105.42,32.25,439.95,1.33,13.07,174.23
22.253,0,-105.10,32.93,440.90,1.76,13.59,174.52
22.318,0,-102.00,34.09,437.65,1.83,13.93,174.73
22.373,0,-97.46,36.63,437.70,2.17,12.27,175.07
22.428,0,-88.66,41.72,433.96,2.96,9.87,176.94
22.480,0,-85.36,43.48,429.09,2.76,10.64,176.93
22.532,0,-83.50,44.60,427.41,2.67,10.84,176.26
22.587,0,-79.23,47.50,422.60,2.58,10.83,177.39
22.643,0,-70.14,53.64,416.52,2.82,10.24,177.48
22.697,0,-60.56,59.48,409.37,2.89,8.73,179.45
22.748,0,-55.74,62.42,407.60,3.03,8.07,179.95
22.801,0,-52.12,64.07,405.00,2.64,7.54,179.79
22.854,0,-45.76,67.20,399.98,1.61,8.45,177.42
22.907,0,-39.99,71.26,392.92,1.49,7.65,-179.42
22.958,0,-32.43,80.08,387.74,1.29,6.14,-178.76
23.010,0,-27.93,87.29,381.59,1.20,6.35,-179.94
