Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
22.131,0,35.68,118.65,607.12,0.26,52.32,168.63
22.183,0,37.18,119.39,604.31,-0.02,52.73,166.06
22.234,0,37.37,119.21,601.69,0.14,52.99,172.05
22.284,0,37.18,120.06,604.51,-0.12,52.71,172.76
22.334,0,36.88,120.29,595.41,-0.34,54.82,173.08
22.382,0,35.82,122.81,597.61,1.02,54.26,176.64
22.432,0,34.34,125.54,597.56,0.31,50.78,179.45
22.483,0,34.93,125.30,593.78,0.14,50.91,178.95
22.532,0,34.35,125.74,596.32,0.08,50.02,178.84
22.585,0,33.73,125.59,596.50,0.47,51.36,178.54
22.638,0,33.89,130.30,594.79,1.62,42.13,-178.26
22.689,0,36.20,133.72,592.03,2.22,35.90,-176.48
22.739,0,38.00,136.14,594.31,14.30,-19.79,147.79
22.789,0,34.78,140.72,597.15,0.77,18.37,-172.76
22.840,0,25.87,140.13,595.55,-0.54,15.13,-170.83
22.890,0,22.05,139.36,596.20,-0.73,15.95,-170.79
22.939,0,20.14,138.30,596.86,-1.51,16.57,-171.76
22.988,0,22.78,138.77,597.22,-1.47,12.70,-170.69
23.037,0,21.06,137.40,600.97,-1.85,8.88,-170.50
23.086,0,19.69,136.59,605.30,-3.06,5.82,-170.98
23.142,0,16.86,136.45,603.65,-3.65,0.65,-168.47
23.198,0,12.34,136.19,605.01,-4.57,0.76,-170.01
23.253,0,12.05,137.27,609.03,-5.02,0.66,-171.03
23.303,0,10.84,137.05,604.98,-4.47,1.10,-169.52
23.352,0,10.63,137.09,605.21,-3.85,2.32,-170.57
23.402,0,10.76,135.51,600.99,-3.91,1.73,-168.04
23.450,0,10.62,134.80,607.58,-3.94,0.82,-168.67
23.500,0,8.23,132.47,614.12,-4.32,-0.72,-171.66
23.552,0,6.48,131.34,615.02,-4.84,-2.46,-170.58
23.604,0,2.05,131.94,617.39,-4.56,-2.86,-171.77
23.654,0,-0.56,132.09,615.28,-4.74,-0.01,-171.36
23.704,0,-1.72,133.24,615.23,-4.54,0.85,-171.43
23.755,0,-4.08,131.76,612.20,-4.51,1.90,-170.05
23.805,0,-4.74,130.08,615.13,-4.41,1.38,-170.58
23.855,0,-5.40,127.24,618.15,-4.30,0.85,-171.07
23.904,0,-4.73,125.89,620.57,-4.30,-0.16,-170.81
23.979,0,-6.04,126.08,628.41,-4.46,0.15,-173.00
24.026,0,-6.46,124.54,621.04,-4.19,0.50,-171.59
24.074,0,-8.31,124.43,622.44,-4.12,2.02,-171.86
24.122,0,-9.45,124.19,622.60,-4.20,1.40,-171.26
24.175,0,-11.50,124.34,624.87,-4.44,1.23,-172.60
24.227,0,-10.87,124.67,627.14,-4.25,1.22,-173.78
24.276,0,-11.17,123.40,623.04,-3.84,0.57,-171.87
24.326,0,-12.28,122.88,624.31,-4.24,2.50,-172.33
24.376,0,-12.80,122.95,626.24,-4.07,2.82,-173.41
24.428,0,-12.65,121.34,624.38,-4.24,2.49,-172.22
24.479,0,-12.98,120.52,627.87,-4.24,1.17,-173.86
24.528,0,-12.78,120.19,627.13,-4.24,1.49,-173.46
24.579,0,-12.98,119.75,627.92,-4.24,1.18,-173.81
24.628,0,-12.16,119.99,628.75,-4.36,3.05,-174.77
24.679,0,-12.01,119.49,626.50,-4.07,2.94,-173.21
24.729,0,-11.87,118.74,624.56,-3.90,2.15,-172.51
24.777,0,-10.15,118.85,625.27,-3.92,2.31,-172.87
24.825,0,-9.00,118.70,625.52,-3.92,2.09,-172.91
24.875,0,-7.07,119.40,625.77,-4.05,1.75,-173.77
24.925,0,-3.51,120.06,623.56,-3.82,2.00,-172.39
24.975,0,-0.35,120.55,622.29,-3.28,1.61,-173.44
25.025,0,2.99,121.12,620.71,-3.06,1.63,-172.41
25.076,0,5.84,121.95,620.19,-3.09,1.82,-173.53
25.126,0,7.34,122.57,615.90,-2.90,-0.17,-171.76
25.174,0,7.31,123.72,615.89,-2.73,1.33,-171.83
25.224,0,6.87,125.34,618.27,-3.03,0.35,-172.67
25.280,0,5.89,126.97,617.70,-3.30,1.82,-172.70
25.339,0,5.49,127.97,617.47,-3.22,2.30,-173.37
25.388,0,5.81,130.29,619.78,-3.16,0.81,-173.36
25.439,0,4.84,130.27,614.91,-3.34,-0.14,-170.94
25.491,0,3.94,129.91,612.26,-3.25,1.51,-170.29
25.540,0,4.18,130.49,616.90,-3.46,0.13,-171.38
25.589,0,3.68,129.60,614.96,-3.04,1.43,-171.49
25.639,0,3.02,128.82,616.74,-3.17,2.02,-171.81
25.687,0,2.29,128.27,616.88,-3.35,0.75,-171.82
25.737,0,1.64,128.82,619.54,-3.22,0.08,-172.55
25.784,0,1.61,129.38,619.46,-3.05,1.35,-172.56
25.833,0,1.02,129.25,618.79,-3.31,2.56,-172.44
25.883,0,0.84,129.26,619.28,-2.95,2.03,-171.87
25.932,0,0.36,128.79,620.77,-3.53,2.40,-172.20
25.981,0,0.47,127.97,619.61,-3.40,2.04,-172.07
26.005,0,0.29,127.99,619.16,-3.48,1.49,-171.20
26.054,0,-0.47,127.81,619.19,-3.46,1.20,-171.19
26.103,0,-0.58,128.04,621.41,-3.63,1.91,-173.14
26.151,0,-0.66,127.70,618.63,-3.46,1.16,-170.92
26.201,0,-0.86,127.68,619.05,-3.37,1.68,-171.76
26.249,0,-1.24,127.67,619.02,-3.36,1.65,-171.75
26.299,0,-1.54,128.01,620.66,-3.51,2.28,-172.12
26.348,0,-1.90,127.65,621.79,-3.26,1.30,-172.48
26.397,0,-1.81,127.58,623.81,-3.49,1.17,-172.27
26.447,0,-1.91,127.56,626.22,-3.74,1.39,-173.69
26.496,0,-2.01,126.58,624.19,-3.42,2.03,-173.12
26.546,0,-1.81,125.70,623.67,-3.41,2.03,-172.76
26.595,0,-1.12,124.07,626.32,-3.28,1.18,-173.19
26.643,0,0.61,121.68,627.13,-3.31,1.69,-173.41
26.694,0,4.50,117.69,628.37,-2.53,1.21,-174.03
26.742,0,8.93,112.77,631.98,-2.54,0.43,-172.46
26.793,0,16.25,105.27,640.03,-0.66,-1.23,-176.54
26.841,0,21.14,98.02,641.35,-0.13,-2.85,-177.16
26.890,0,23.96,93.02,641.60,-0.29,-0.39,-175.96
26.939,0,27.31,85.69,641.49,-0.08,-1.16,-175.09
26.988,0,34.47,78.37,648.92,1.07,-1.38,-176.13
27.036,0,41.14,70.91,652.78,1.28,-1.11,-176.15
27.085,0,48.05,64.64,655.48,2.41,-4.50,-178.52
27.132,0,54.86,59.58,657.18,3.18,-4.04,-178.60
27.180,0,59.11,54.50,660.30,3.77,-2.60,-179.52
27.228,0,61.91,49.37,662.00,3.92,-4.54,179.46
27.277,0,63.12,45.46,665.50,4.16,-3.95,179.15
27.325,0,63.98,41.26,669.27,3.79,15.76,175.91
27.380,0,65.68,38.73,673.44,4.66,-2.47,179.97
27.439,0,65.86,35.42,671.02,5.05,-3.60,179.59
27.491,0,65.46,32.41,676.74,5.38,-1.65,179.58
27.539,0,63.33,28.71,681.19,5.25,1.89,-178.07
27.587,0,61.22,25.42,680.49,5.27,13.46,179.79
27.638,0,58.88,21.81,688.26,5.85,0.38,177.54
27.687,0,56.63,19.53,688.93,5.37,0.38,177.58
27.739,0,55.28,18.08,692.27,5.71,3.53,173.40
27.791,0,53.05,16.51,695.78,5.48,7.75,-176.93
27.847,0,49.86,14.25,692.62,5.86,2.11,170.50
27.900,0,46.44,12.05,696.85,5.40,2.80,173.47
27.945,0,44.94,10.81,698.57,5.45,4.05,174.11
27.996,0,42.42,8.71,699.80,5.51,0.55,174.43
28.044,0,39.97,6.71,701.87,5.11,1.41,174.36
28.092,0,39.55,4.56,704.28,5.67,3.12,172.20
28.141,0,38.70,1.87,704.70,5.50,3.87,170.97
28.192,0,39.24,-0.78,710.34,5.74,2.89,172.38
28.240,0,40.59,-2.90,713.85,5.81,4.92,175.60
28.289,0,41.60,-5.12,710.19,6.26,3.17,169.95
28.340,0,42.97,-9.00,713.76,6.34,4.42,172.19
28.391,0,42.86,-11.58,709.34,6.74,1.34,167.72
28.438,0,43.75,-12.86,710.38,6.30,3.04,170.42
28.486,0,43.84,-14.31,713.60,6.54,3.52,170.89
28.533,0,43.33,-16.98,710.55,6.32,3.17,168.42
28.582,0,43.41,-19.71,713.66,6.61,2.47,171.23
28.629,0,44.00,-24.04,712.81,6.61,3.27,168.48
28.676,0,45.14,-25.79,713.80,6.61,3.37,169.20
28.736,0,46.27,-29.12,716.50,6.74,3.62,170.30
28.785,0,46.96,-31.39,718.46,7.23,2.72,168.96
28.833,0,46.87,-32.26,715.51,7.45,3.28,167.43
28.882,0,47.53,-33.28,716.56,7.28,3.33,-162.66
28.931,0,48.09,-34.24,719.34,7.20,3.33,169.65
28.979,0,48.00,-34.86,716.22,6.95,2.97,169.45
29.026,0,48.00,-34.86,716.22,6.95,2.97,169.45
29.074,0,47.05,-34.63,713.32,7.19,3.02,167.86
29.124,0,45.92,-35.01,719.60,7.02,3.82,170.88
29.175,0,43.40,-34.99,714.08,6.47,3.78,168.77
29.223,0,42.53,-34.87,714.21,6.29,4.38,169.81
29.271,0,42.10,-34.55,713.99,6.46,3.72,168.71
29.320,0,41.01,-34.84,716.11,6.54,4.59,171.56
29.367,0,40.61,-34.99,714.52,5.95,3.48,170.77
29.390,0,40.00,-34.91,709.99,6.28,5.63,168.44
29.438,0,39.81,-35.01,712.91,5.90,7.11,171.59
29.490,0,39.43,-34.73,710.76,6.20,3.27,168.45
29.549,0,38.43,-34.55,714.38,5.94,3.38,170.69
29.599,0,37.50,-34.64,711.24,5.48,4.29,169.33
29.653,0,36.66,-35.07,714.14,5.74,4.75,171.82
29.702,0,36.87,-34.94,713.32,5.94,3.20,170.00
29.750,0,37.23,-34.69,710.49,5.81,5.05,170.34
29.799,0,37.23,-34.69,710.49,5.81,5.05,170.34
29.847,0,37.73,-33.96,713.45,5.77,3.99,171.08
29.895,0,36.84,-33.01,710.58,6.18,3.17,168.29
29.944,0,34.89,-32.23,710.87,5.46,4.29,171.26
29.992,0,33.80,-30.43,705.57,5.13,2.97,168.11
30.040,0,36.88,-27.25,710.94,5.31,1.86,173.43
30.088,0,41.62,-22.80,705.06,5.74,6.19,-167.99
30.135,0,50.54,-18.29,696.10,6.12,-1.55,169.53
30.183,0,61.11,-13.37,692.59,7.03,-0.62,168.43
30.233,0,76.12,-7.30,691.69,7.16,13.57,-172.73
30.282,0,85.48,-3.97,685.57,7.06,-0.92,173.32
30.331,0,90.02,-2.46,681.93,7.03,-2.56,174.54
30.379,0,93.20,-0.70,679.90,6.28,-4.74,173.72
30.427,0,102.03,3.60,679.51,6.11,-4.64,176.54
30.475,0,102.97,4.58,674.17,5.08,-3.94,175.68
30.523,0,110.72,9.20,667.52,5.64,-5.34,173.78
30.572,0,117.55,13.92,661.16,4.98,-7.37,176.68
30.619,0,127.46,20.41,658.25,5.25,-6.05,177.10
30.667,0,131.71,22.84,658.01,5.28,-5.19,177.58
30.715,0,132.05,23.67,652.61,5.32,-6.61,178.90
30.763,0,131.77,24.28,653.06,4.94,-7.99,178.76
30.810,0,131.99,25.08,652.71,4.94,-7.40,179.31
30.859,0,130.13,25.46,650.29,4.73,-8.18,178.58
30.910,0,126.51,26.85,653.08,4.46,-7.59,179.56
30.961,0,123.46,28.61,647.89,4.01,-8.38,-179.83
31.010,0,123.42,29.59,650.38,4.26,-7.13,178.54
31.058,0,122.47,30.38,647.92,3.56,-7.15,-179.95
31.105,0,122.03,30.35,647.64,4.01,-7.31,178.67
31.152,0,122.10,30.35,647.43,4.08,-8.05,179.12
31.199,0,121.62,30.18,648.08,4.02,-7.73,179.42
31.246,0,121.88,30.21,653.36,3.95,-5.58,178.86
31.293,0,121.09,29.81,653.39,3.94,-5.60,178.88
31.342,0,120.20,29.20,653.39,4.40,-6.28,178.25
31.392,0,119.47,28.61,650.94,4.26,-7.68,179.36
31.441,0,118.29,27.82,651.01,4.25,-7.71,179.40
31.491,0,119.41,28.01,655.66,4.14,-5.83,179.18
31.539,0,118.13,27.82,651.09,4.32,-9.07,179.23
31.591,0,119.04,28.40,653.47,4.52,-7.79,177.84
31.652,0,118.97,28.78,650.30,4.27,-8.02,179.36
31.678,0,120.44,29.20,653.11,4.39,-5.58,178.90
31.726,0,119.10,28.40,653.28,4.46,-7.11,178.77
31.774,0,119.26,28.43,655.98,4.59,-5.40,179.15
31.822,0,118.70,28.40,653.29,4.46,-7.12,178.77
31.871,0,117.83,28.00,653.50,4.38,-6.35,178.31
31.920,0,118.13,27.83,656.36,4.19,-5.49,178.77
31.968,0,118.32,28.00,655.79,4.12,-5.05,178.27
32.016,0,119.25,28.19,655.41,4.58,-5.00,178.25
32.064,0,119.52,28.41,652.93,4.40,-6.43,179.77
32.112,0,120.31,28.81,652.89,4.40,-6.40,179.74
32.161,0,120.46,29.99,653.11,4.53,-7.10,178.36
32.210,0,119.20,32.19,653.13,4.07,-7.92,179.36
32.260,0,113.23,35.48,649.73,3.30,-6.33,-179.60
32.308,0,108.86,38.07,641.76,2.76,-8.01,-178.89
32.356,0,107.50,40.50,646.22,2.58,-4.34,-178.76
32.405,0,104.16,44.85,640.63,2.59,-5.03,-177.84
32.452,0,102.58,48.40,641.55,2.20,-5.15,-179.90
32.500,0,101.36,52.35,639.19,1.90,-6.77,-178.01
32.549,0,99.96,56.36,633.83,1.95,-6.84,-178.26
32.598,0,96.85,58.55,636.47,1.29,-4.39,-176.85
32.647,0,93.27,58.92,632.22,1.05,-6.85,-177.19
32.694,0,90.65,60.08,635.56,0.79,-5.86,-177.85
32.744,0,87.29,60.70,633.76,0.63,-4.63,-176.60
32.794,0,84.26,61.61,634.19,0.02,-4.90,-175.95
32.842,0,83.62,62.34,635.86,-0.44,-5.16,-176.83
32.889,0,82.64,62.51,633.54,0.04,-5.43,-176.00
32.941,0,81.98,63.62,633.77,-0.76,-4.11,-174.80
32.988,0,81.45,64.42,635.42,-0.34,-5.78,-177.39
33.037,0,80.64,64.99,636.05,-0.72,-4.34,-176.18
33.087,0,79.26,65.23,635.83,-0.94,-4.33,-177.35
33.136,0,79.08,65.36,635.96,-0.72,-4.43,-176.17
33.185,0,78.29,65.43,635.86,-0.49,-4.36,-177.34
33.235,0,77.61,65.02,634.95,-0.68,-4.91,-178.56
33.282,0,77.98,64.79,638.24,-0.84,-3.45,-177.45
33.331,0,79.14,64.36,636.26,-0.54,-6.31,-179.36
33.379,0,81.28,63.87,635.65,-0.42,-5.31,-176.88
33.432,0,84.34,63.97,639.73,-0.17,-5.70,-178.00
33.482,0,85.11,63.78,638.38,-0.55,-4.31,-175.94
33.530,0,85.69,63.77,638.81,-0.24,-6.83,-178.96
33.578,0,86.81,63.88,635.63,-0.29,-6.11,-176.95
33.626,0,89.67,64.44,638.21,0.27,-5.16,-177.23
33.678,0,90.25,64.64,638.20,-0.17,-5.15,-177.25
33.738,0,90.34,65.02,635.96,0.37,-5.93,-176.03
33.794,0,88.97,66.76,634.33,-0.00,-6.53,-178.17
33.843,0,88.96,67.91,634.22,0.01,-6.55,-178.23
33.889,0,88.65,67.98,633.64,-0.37,-4.86,-176.36
33.938,0,89.32,68.29,634.86,-0.37,-5.46,-177.25
33.987,0,89.56,68.51,632.35,-0.03,-6.23,-177.08
34.036,0,89.92,68.49,634.19,0.46,-6.50,-178.28
34.086,0,89.10,67.37,633.30,0.15,-5.83,-175.98
34.136,0,89.04,67.12,632.83,0.16,-6.19,-176.00
34.185,0,88.53,66.40,633.37,-0.30,-5.85,-175.92
34.234,0,89.43,66.36,637.00,0.62,-6.29,-177.93
34.283,0,88.77,65.97,634.96,0.26,-7.03,-176.67
34.332,0,88.10,65.79,635.14,-0.32,-6.08,-176.67
34.380,0,88.10,65.79,635.14,-0.32,-6.08,-176.67
34.428,0,87.57,65.44,633.45,0.13,-5.87,-175.86
34.478,0,87.37,65.62,635.49,0.18,-6.11,-177.05
34.501,0,87.76,65.63,635.50,0.17,-6.09,-177.06
34.548,0,87.24,65.02,634.48,0.42,-6.56,-178.08
34.598,0,86.87,65.04,636.32,0.16,-4.00,-176.29
34.647,0,86.94,65.20,638.08,0.29,-5.30,-177.24
34.696,0,86.25,65.18,637.89,0.43,-6.39,-177.20
34.745,0,85.52,65.55,637.65,0.24,-5.35,-176.80
34.793,0,85.04,65.82,638.47,-0.61,-4.99,-177.21
34.840,0,85.07,66.16,637.99,-0.29,-4.31,-177.21
34.889,0,84.93,65.98,635.34,-0.33,-5.64,-177.52
34.939,0,85.13,66.59,635.47,-0.39,-5.19,-177.07
34.989,0,86.51,66.92,636.91,0.19,-6.46,-177.92
35.037,0,88.38,66.95,634.31,0.45,-6.54,-178.19
35.086,0,87.11,66.93,635.75,0.27,-5.11,-176.05
35.135,0,81.89,66.53,634.93,-0.30,-6.40,-176.64
35.185,0,77.96,66.76,636.29,-0.72,-4.05,-176.20
35.233,0,71.89,67.09,633.11,-0.49,-4.59,-175.94
35.280,0,67.28,67.48,638.09,-1.27,-3.46,-177.35
35.330,0,60.85,68.45,636.95,-1.62,-2.87,-175.65
35.378,0,54.59,72.39,633.73,-2.30,-4.68,-174.72
35.427,0,52.07,75.25,630.86,-2.33,-6.23,-174.98
35.476,0,45.31,85.82,624.52,-2.77,-8.89,-175.56
35.526,0,38.54,103.36,602.89,-2.14,-17.21,-179.86
35.576,0,33.81,142.75,568.18,-2.70,-20.87,179.56
