Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
2.532,0,-145.71,65.22,575.78,-5.62,35.99,168.82
2.572,0,-147.74,64.92,576.97,-5.85,36.01,168.29
2.610,0,-150.20,64.74,579.11,-6.07,35.89,168.29
2.650,0,-150.83,63.75,577.34,-5.84,36.49,168.70
2.689,0,-152.07,62.77,578.96,-6.53,36.48,168.13
2.729,0,-153.63,63.06,583.18,-6.41,35.86,168.43
2.769,0,-155.18,61.95,582.80,-6.41,36.28,168.00
2.810,0,-156.87,61.22,582.59,-6.47,36.93,167.81
2.850,0,-158.77,60.48,584.90,-6.11,36.67,168.22
2.890,0,-159.54,59.74,584.69,-6.08,36.89,168.05
2.929,0,-161.79,56.25,583.95,-7.14,38.43,167.37
2.971,0,-162.55,55.24,585.75,-7.23,38.01,166.93
3.014,0,-162.78,54.63,587.97,-6.97,38.45,167.30
3.064,0,-162.18,53.91,588.19,-7.49,38.66,166.97
3.110,0,-161.17,53.74,589.64,-6.65,38.53,166.64
3.150,0,-158.61,52.84,587.11,-6.29,38.40,166.52
3.190,0,-159.30,52.99,589.67,-6.51,38.19,166.71
3.229,0,-159.63,52.65,589.88,-6.44,37.90,167.01
3.269,0,-160.38,52.97,592.31,-6.65,37.43,167.45
3.308,0,-159.58,53.06,590.37,-6.47,37.88,167.49
3.348,0,-159.58,53.06,590.37,-6.47,37.88,167.49
3.389,0,-159.08,52.78,588.16,-6.79,38.26,167.44
3.428,0,-159.57,53.14,592.41,-6.62,37.22,167.17
3.469,0,-158.33,53.00,589.88,-6.40,37.49,166.97
3.508,0,-158.31,53.11,592.28,-6.69,37.58,166.87
3.550,0,-157.34,53.15,589.69,-6.51,38.11,166.92
3.592,0,-156.84,52.80,589.95,-5.96,38.19,167.07
3.633,0,-156.84,53.02,590.26,-6.45,37.86,167.20
3.655,0,-156.85,52.99,589.97,-6.41,37.61,166.94
3.694,0,-157.54,53.77,590.42,-6.46,37.52,167.39
3.735,0,-157.21,53.29,588.14,-6.25,37.96,167.49
3.777,0,-157.44,53.56,588.96,-6.34,38.39,167.96
3.816,0,-157.44,53.56,588.96,-6.34,38.39,167.96
3.859,0,-157.80,54.05,592.46,-6.77,37.63,167.29
3.898,0,-155.27,53.79,586.72,-6.10,38.47,167.98
3.938,0,-155.87,54.30,590.44,-6.00,37.71,167.43
3.980,0,-155.87,54.30,590.44,-6.00,37.71,167.43
4.021,0,-156.09,54.28,590.21,-6.05,37.96,167.16
4.061,0,-156.34,54.06,588.68,-5.82,38.30,167.77
4.101,0,-156.30,54.08,588.88,-5.78,38.03,168.03
4.140,0,-153.70,55.08,587.07,-5.61,38.12,168.48
4.180,0,-146.24,56.88,583.86,-4.17,38.02,170.12
4.220,0,-138.31,57.82,583.41,-2.60,37.54,170.58
4.260,0,-130.00,57.23,581.21,-2.25,37.06,169.54
4.299,0,-117.31,56.33,578.13,-1.37,36.27,168.77
4.337,0,-107.53,54.93,577.75,-0.70,35.83,168.60
4.377,0,-98.49,51.54,577.92,-1.20,36.12,166.69
4.417,0,-83.24,45.71,576.84,-1.70,32.61,166.35
4.457,0,-72.77,43.54,574.85,-0.42,30.75,168.32
4.498,0,-53.27,38.38,570.78,0.79,31.65,168.61
4.537,0,-42.03,34.36,566.17,0.44,34.13,167.96
4.577,0,-35.00,31.50,562.07,0.57,35.40,167.85
4.615,0,-31.25,29.39,561.48,0.24,35.54,167.01
4.653,0,-25.75,24.94,565.85,-0.77,34.36,166.78
4.692,0,-23.29,22.58,564.96,-0.81,34.08,167.28
4.731,0,-13.70,15.89,569.65,-1.33,30.99,166.47
4.768,0,-8.84,14.16,570.04,-1.22,31.49,166.71
4.805,0,-5.51,13.13,567.12,-0.95,31.59,166.43
4.842,0,4.40,11.44,565.11,-0.14,31.89,166.68
4.882,0,9.03,10.92,565.09,0.37,32.42,166.92
4.920,0,14.20,9.39,565.46,0.51,31.48,167.46
4.959,0,21.67,6.97,562.82,0.69,30.36,168.08
4.996,0,23.66,6.19,561.41,0.51,30.07,168.38
5.032,0,26.12,5.36,562.81,0.58,29.16,168.98
5.070,0,31.57,5.26,560.87,1.27,27.99,169.51
5.106,0,39.69,5.53,559.91,1.92,27.26,170.54
5.148,0,45.06,5.72,560.19,2.34,27.27,170.92
5.194,0,46.47,5.96,558.76,2.18,27.75,170.80
5.230,0,51.38,5.23,553.42,2.20,28.78,170.20
5.266,0,58.05,4.66,555.06,2.44,26.53,170.07
5.301,0,60.19,4.01,555.99,2.46,25.40,170.64
5.337,0,62.31,3.65,551.82,2.93,26.34,170.80
5.373,0,66.23,3.32,551.54,2.91,25.16,170.58
5.410,0,67.84,2.67,552.47,2.97,26.25,171.21
5.448,0,69.30,2.57,549.47,2.75,26.32,170.54
5.485,0,72.27,2.51,551.71,3.45,25.92,171.26
5.520,0,74.25,2.24,549.04,3.21,25.77,170.38
5.557,0,76.86,1.52,551.45,3.46,24.73,171.09
5.592,0,77.86,1.26,549.15,4.13,25.47,171.20
5.627,0,78.49,1.11,550.69,3.71,25.70,171.73
5.661,0,78.84,0.58,550.65,3.71,24.48,169.67
5.696,0,78.69,0.35,550.95,3.94,25.65,171.13
5.729,0,78.63,-0.50,553.38,4.02,25.48,170.57
5.765,0,77.99,-1.68,553.63,3.60,25.29,170.32
5.799,0,75.84,-3.28,555.22,3.51,25.90,170.44
5.833,0,74.66,-4.16,558.28,3.17,25.36,169.73
5.867,0,73.42,-5.01,557.35,3.14,26.08,169.31
5.900,0,72.69,-5.51,557.08,2.82,27.37,169.16
5.933,0,73.21,-6.58,561.63,2.86,26.50,169.29
5.968,0,74.30,-6.91,561.43,3.29,26.18,169.74
6.002,0,76.78,-6.67,562.64,3.50,25.26,169.15
6.038,0,77.78,-6.76,562.50,3.26,25.63,168.39
6.071,0,80.18,-6.69,563.04,3.46,24.99,167.75
6.105,0,81.54,-6.52,564.77,3.95,25.30,168.97
6.143,0,84.24,-7.54,565.07,3.93,24.71,168.92
6.180,0,85.96,-8.57,565.62,3.97,24.11,169.30
6.219,0,89.10,-9.41,565.50,4.52,25.25,169.76
6.256,0,91.66,-9.74,565.90,4.50,24.70,169.85
6.293,0,94.80,-9.69,568.59,4.69,23.27,170.25
6.330,0,97.07,-9.66,566.82,4.75,24.36,169.55
6.368,0,99.03,-9.70,568.54,5.10,22.91,168.71
6.405,0,101.17,-10.18,566.57,5.13,23.52,168.25
6.441,0,102.59,-10.55,568.73,5.67,24.12,169.36
6.477,0,102.85,-10.89,568.71,5.16,23.56,169.07
6.515,0,102.91,-11.24,569.02,5.66,23.31,169.57
6.553,0,102.66,-11.51,568.63,5.42,23.42,168.37
6.588,0,101.87,-11.16,568.62,5.46,24.20,168.49
6.626,0,101.14,-11.34,568.81,4.96,23.27,168.13
6.663,0,100.55,-11.51,568.37,5.39,23.20,168.24
6.701,0,99.77,-11.77,568.85,5.19,22.87,169.00
6.739,0,98.56,-11.93,568.41,5.23,23.90,169.13
6.775,0,96.46,-11.80,568.80,4.87,24.32,167.45
6.812,0,94.22,-12.10,570.36,4.63,24.16,167.12
6.849,0,92.87,-12.45,570.12,4.66,24.71,167.02
6.886,0,89.95,-12.74,572.03,4.54,25.75,168.42
6.921,0,87.29,-12.90,570.42,4.04,24.70,167.50
6.958,0,84.57,-13.20,571.97,3.85,25.24,167.29
6.995,0,83.24,-13.27,571.38,3.69,26.63,167.82
7.031,0,82.54,-13.27,571.33,3.68,26.55,167.80
7.067,0,81.50,-13.23,573.11,3.89,26.33,167.68
7.105,0,81.01,-13.03,571.48,3.41,26.20,166.75
7.141,0,80.99,-12.54,573.14,3.89,26.35,167.77
7.179,0,81.08,-12.50,575.45,4.03,24.82,167.77
7.218,0,80.44,-12.19,572.91,3.83,26.26,167.51
7.261,0,79.85,-12.66,574.87,4.06,25.65,167.81
7.309,0,79.71,-12.81,573.27,3.60,25.55,166.91
7.343,0,79.58,-12.54,573.03,3.88,26.20,167.71
7.378,0,79.33,-12.70,572.51,3.83,26.32,167.52
7.412,0,79.46,-12.47,573.27,3.53,24.81,166.78
7.449,0,80.12,-12.43,575.38,3.74,24.06,166.81
7.487,0,80.27,-12.30,573.46,3.57,25.37,166.68
7.523,0,80.47,-12.24,574.84,3.73,25.02,166.70
7.559,0,80.49,-11.68,573.24,3.83,26.07,167.45
7.597,0,79.91,-9.86,572.71,3.86,24.97,166.61
7.633,0,79.62,-6.61,570.53,3.90,24.24,167.84
7.670,0,79.82,-1.80,567.07,4.40,25.15,170.53
7.706,0,78.30,16.68,535.95,6.47,30.69,176.26
7.743,0,74.42,34.41,524.70,6.74,28.56,173.52
7.781,0,68.67,44.77,510.98,4.32,29.67,170.51
7.820,0,60.42,61.12,477.16,2.53,33.78,171.49
7.857,0,54.65,97.70,457.48,10.44,-15.28,171.58
