Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.151,,-69.18,68.42,1244.51,7.90,-15.03,-176.31,0.00,206.00,728.00,72.00
0.201,,-69.18,68.42,1244.51,7.90,-15.03,-176.31,0.00,206.00,728.00,72.00
0.249,,-69.18,68.42,1244.51,7.90,-15.03,-176.31,0.00,206.00,728.00,72.00
0.296,,-68.87,68.32,1242.52,8.13,-17.27,-176.20,0.00,206.00,728.00,72.00
0.344,,-68.87,68.32,1242.52,8.13,-17.27,-176.20,0.00,206.00,728.00,72.00
0.389,,-68.87,68.32,1242.52,8.13,-17.27,-176.20,0.00,206.00,728.00,72.00
0.434,,-69.34,69.11,1253.80,8.22,-12.96,-177.14,0.00,206.00,728.00,72.00
0.480,,-68.87,68.32,1242.52,8.13,-17.27,-176.20,0.00,206.00,728.00,72.00
0.528,,-69.34,69.11,1253.80,8.22,-12.96,-177.14,0.00,206.00,728.00,72.00
0.594,,-69.53,68.63,1250.69,6.35,10.11,171.27,0.00,206.00,728.00,72.00
0.646,,-69.53,68.63,1250.69,6.35,10.11,171.27,0.00,206.00,728.00,72.00
0.711,,-69.53,68.63,1250.69,6.35,10.11,171.27,0.00,206.00,728.00,72.00
0.835,,-68.99,68.27,1244.38,6.37,9.61,169.23,0.00,206.00,728.00,72.00
0.890,,-69.34,69.11,1253.80,8.22,-12.96,-177.14,0.00,206.00,728.00,72.00
0.939,,-69.53,68.63,1250.69,6.35,10.11,171.27,0.00,206.00,728.00,72.00
0.988,,-69.53,68.63,1250.69,6.35,10.11,171.27,0.00,206.00,728.00,72.00
1.039,,-69.53,68.63,1250.69,6.35,10.11,171.27,0.00,206.00,728.00,72.00
1.089,,-69.53,68.63,1250.69,6.35,10.11,171.27,0.00,206.00,728.00,72.00
1.138,,-69.53,68.63,1250.69,6.35,10.11,171.27,0.00,206.00,728.00,72.00
1.198,,-69.19,69.39,1251.09,6.40,10.21,171.76,0.00,206.00,728.00,72.00
1.275,,-68.80,69.36,1250.76,6.35,10.13,171.21,0.00,206.00,728.00,72.00
1.355,,-69.17,70.21,1260.91,8.36,-13.52,179.54,0.00,206.00,728.00,72.00
1.412,,-70.98,70.08,1251.37,7.45,4.55,166.07,0.00,206.00,728.00,72.00
1.460,,-81.49,69.58,1249.54,8.33,3.97,166.23,0.00,206.00,728.00,72.00
1.510,,-86.34,69.11,1247.85,9.08,6.47,167.13,0.00,206.00,728.00,72.00
1.567,,-96.58,69.31,1252.09,11.80,-13.78,-175.34,0.00,206.00,728.00,72.00
1.617,,-105.16,68.39,1238.71,12.26,-14.72,-171.15,0.00,206.00,728.00,72.00
1.721,,-126.32,69.75,1248.94,14.88,-17.06,-174.28,0.00,206.00,728.00,72.00
2.071,,-236.99,76.66,1300.05,28.34,-14.60,-178.12,0.00,206.00,728.00,72.00
2.490,,-310.15,83.00,1299.63,36.03,-2.93,161.11,0.00,206.00,728.00,72.00
2.589,,-307.64,83.01,1274.27,39.34,-17.46,178.15,0.00,206.00,728.00,72.00
2.684,,-311.33,83.07,1287.14,39.21,-15.73,176.17,0.00,206.00,728.00,72.00
2.888,,-311.40,76.47,1287.21,39.20,-13.92,171.18,0.00,206.00,728.00,72.00
3.003,,-311.28,69.29,1285.55,38.52,-15.72,176.04,0.00,206.00,728.00,72.00
