Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
2.125,,235.00,306.00,96.00,27.82,-26.05,-154.54,0.00,152.00,292.00,99.00
2.237,,230.00,269.00,102.00,28.16,-27.14,-146.40,0.00,152.00,292.00,99.00
2.294,,222.00,255.00,103.00,29.58,-3.94,157.88,0.00,152.00,292.00,99.00
2.344,,211.00,248.00,104.00,30.50,-2.30,156.16,0.00,152.00,292.00,99.00
2.392,,207.00,245.00,104.00,30.86,-3.07,155.61,0.00,152.00,292.00,99.00
2.439,,199.00,245.00,105.00,31.89,-3.31,155.39,0.00,152.00,292.00,99.00
2.488,,195.00,246.00,106.00,31.99,-3.24,154.21,0.00,152.00,292.00,99.00
2.534,,191.00,251.00,105.00,32.93,-4.42,153.73,0.00,152.00,292.00,99.00
2.583,,190.00,254.00,105.00,33.52,-5.07,155.22,0.00,152.00,292.00,99.00
2.631,,188.00,259.00,105.00,33.51,-5.08,155.03,0.00,152.00,292.00,99.00
2.679,,187.00,261.00,106.00,33.42,-5.53,153.15,0.00,152.00,292.00,99.00
2.728,,186.00,263.00,105.00,33.36,-4.52,154.41,0.00,152.00,292.00,99.00
2.777,,185.00,266.00,106.00,34.86,-5.61,153.91,0.00,152.00,292.00,99.00
2.823,,184.00,267.00,105.00,34.06,-5.10,154.68,0.00,152.00,292.00,99.00
2.870,,184.00,267.00,106.00,34.85,-5.57,153.79,0.00,152.00,292.00,99.00
2.927,,184.00,269.00,105.00,34.76,-5.74,154.97,0.00,152.00,292.00,99.00
3.008,,186.00,269.00,106.00,33.96,-5.44,152.85,0.00,152.00,292.00,99.00
3.102,,189.00,270.00,106.00,33.96,-5.33,152.85,0.00,152.00,292.00,99.00
3.179,,190.00,271.00,106.00,33.95,-5.17,152.90,0.00,152.00,292.00,99.00
3.206,,191.00,271.00,105.00,33.85,-5.34,154.06,1.00,409.00,325.00,96.00
3.258,,192.00,271.00,106.00,33.20,-5.67,152.27,1.00,409.00,325.00,96.00
3.310,,194.00,272.00,106.00,33.65,-5.82,153.31,1.00,409.00,325.00,96.00
3.361,,195.00,273.00,105.00,33.59,-4.70,154.77,1.00,409.00,325.00,96.00
3.412,,195.00,274.00,106.00,33.39,-5.30,153.97,1.00,409.00,325.00,96.00
3.461,,196.00,274.00,105.00,33.52,-6.20,155.57,1.00,409.00,325.00,96.00
3.512,,197.00,276.00,105.00,33.28,-5.41,155.13,1.00,409.00,325.00,96.00
3.562,,197.00,277.00,105.00,32.89,-30.13,-150.71,1.00,409.00,325.00,96.00
4.050,,437.00,303.00,112.00,10.99,-17.98,-126.34,1.00,409.00,325.00,96.00
4.101,,458.00,301.00,109.00,13.67,-4.02,148.54,1.00,409.00,325.00,96.00
4.147,,458.00,301.00,109.00,13.27,-4.06,148.54,1.00,409.00,325.00,96.00
4.196,,457.00,305.00,109.00,13.67,-4.08,148.26,1.00,409.00,325.00,96.00
4.246,,449.00,312.00,109.00,14.04,-3.85,148.58,1.00,409.00,325.00,96.00
4.296,,446.00,315.00,108.00,14.03,-4.46,148.62,1.00,409.00,325.00,96.00
4.357,,441.00,323.00,108.00,14.01,-4.73,149.38,1.00,409.00,325.00,96.00
4.405,,440.00,329.00,109.00,14.28,-4.01,148.06,1.00,409.00,325.00,96.00
4.452,,439.00,332.00,108.00,14.14,-3.98,150.17,1.00,409.00,325.00,96.00
4.497,,439.00,333.00,108.00,14.40,-4.31,149.56,1.00,409.00,325.00,96.00
4.541,,439.00,333.00,108.00,14.40,-4.31,149.56,1.00,409.00,325.00,96.00
4.584,,439.00,333.00,108.00,14.54,-3.88,150.05,1.00,409.00,325.00,96.00
4.630,,439.00,331.00,108.00,14.16,-3.83,149.24,1.00,409.00,325.00,96.00
4.672,,439.00,330.00,108.00,14.40,-4.29,149.75,1.00,409.00,325.00,96.00
4.717,,440.00,329.00,109.00,14.28,-4.54,148.29,1.00,409.00,325.00,96.00
4.760,,443.00,327.00,109.00,14.03,-4.14,149.00,1.00,409.00,325.00,96.00
4.805,,444.00,327.00,108.00,14.03,-4.61,149.25,1.00,409.00,325.00,96.00
4.851,,451.00,328.00,108.00,14.03,-4.93,149.50,1.00,409.00,325.00,96.00
4.894,,455.00,330.00,108.00,13.79,-3.86,149.66,1.00,409.00,325.00,96.00
4.937,,465.00,335.00,106.00,12.49,-4.99,151.25,1.00,409.00,325.00,96.00
4.981,,470.00,338.00,107.00,12.50,-4.77,151.17,1.00,409.00,325.00,96.00
5.025,,474.00,341.00,107.00,12.52,-4.66,151.08,1.00,409.00,325.00,96.00
5.069,,479.00,349.00,105.00,11.30,-5.20,153.83,1.00,409.00,325.00,96.00
5.113,,479.00,353.00,103.00,11.79,-5.55,155.73,1.00,409.00,325.00,96.00
5.156,,477.00,360.00,103.00,11.54,-5.19,156.20,1.00,409.00,325.00,96.00
5.201,,476.00,363.00,103.00,11.28,-4.64,156.77,1.00,409.00,325.00,96.00
5.245,,475.00,366.00,102.00,11.13,-4.39,158.53,1.00,409.00,325.00,96.00
5.288,,470.00,368.00,102.00,11.80,-4.48,158.41,1.00,409.00,325.00,96.00
5.332,,468.00,368.00,101.00,11.66,-4.12,160.38,1.00,409.00,325.00,96.00
5.379,,464.00,367.00,101.00,11.24,-4.31,160.60,1.00,409.00,325.00,96.00
5.421,,464.00,366.00,102.00,11.50,-4.94,159.82,1.00,409.00,325.00,96.00
5.465,,465.00,365.00,102.00,11.54,-4.16,159.28,1.00,409.00,325.00,96.00
5.508,,466.00,365.00,102.00,11.35,-5.48,159.10,1.00,409.00,325.00,96.00
5.552,,466.00,365.00,102.00,11.79,-4.62,158.50,1.00,409.00,325.00,96.00
5.598,,466.00,366.00,102.00,11.95,-4.13,159.11,1.00,409.00,325.00,96.00
5.640,,466.00,366.00,102.00,11.94,-4.03,159.20,1.00,409.00,325.00,96.00
5.685,,466.00,367.00,101.00,11.41,-3.74,161.28,1.00,409.00,325.00,96.00
5.728,,465.00,367.00,102.00,11.92,-4.25,160.44,1.00,409.00,325.00,96.00
5.775,,465.00,367.00,103.00,11.39,-4.74,158.61,1.00,409.00,325.00,96.00
5.817,,465.00,367.00,102.00,11.54,-4.16,159.21,1.00,409.00,325.00,96.00
5.862,,465.00,368.00,102.00,11.76,-4.85,159.78,1.00,409.00,325.00,96.00
5.906,,466.00,368.00,101.00,11.88,-5.03,161.02,1.00,409.00,325.00,96.00
5.951,,466.00,368.00,101.00,12.33,-4.23,160.38,1.00,409.00,325.00,96.00
5.994,,466.00,368.00,102.00,11.79,-4.62,158.40,1.00,409.00,325.00,96.00
6.037,,466.00,368.00,102.00,11.79,-4.62,158.40,1.00,409.00,325.00,96.00
6.083,,467.00,368.00,102.00,11.70,-3.47,159.92,1.00,409.00,325.00,96.00
6.105,,467.00,369.00,102.00,11.77,-4.78,159.74,2.00,404.00,635.00,76.00
6.155,,467.00,369.00,103.00,11.39,-4.58,158.54,2.00,404.00,635.00,76.00
6.214,,467.00,369.00,103.00,11.39,-4.58,158.54,2.00,404.00,635.00,76.00
6.262,,467.00,369.00,103.00,11.39,-4.58,158.54,2.00,404.00,635.00,76.00
6.310,,467.00,369.00,102.00,11.46,-2.91,160.71,2.00,404.00,635.00,76.00
6.357,,467.00,369.00,101.00,11.67,-4.36,160.40,2.00,404.00,635.00,76.00
