Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
6.300,0,99.47,-51.22,404.62,0.85,21.20,176.11
6.355,0,99.19,-51.18,402.55,1.27,23.05,175.59
6.412,0,99.28,-51.34,401.96,1.32,22.36,174.47
6.468,0,99.51,-51.33,402.67,1.25,22.67,175.56
6.524,0,98.75,-51.30,402.51,1.12,21.85,175.26
6.580,0,98.17,-51.20,403.00,1.18,22.17,175.91
6.635,0,97.56,-52.05,404.16,0.86,23.26,175.34
6.689,0,96.61,-54.25,406.44,0.20,22.41,175.69
6.750,0,94.15,-56.00,408.25,-0.69,22.09,175.39
6.815,0,93.83,-56.33,408.23,-0.91,21.26,174.77
6.872,0,83.35,-62.56,415.36,-3.36,22.82,176.02
6.928,0,71.31,-69.70,421.79,-7.07,21.52,176.83
6.983,0,58.31,-74.81,421.20,-10.62,24.24,175.85
7.037,0,49.11,-77.57,423.38,-13.00,26.63,176.01
7.094,0,43.66,-79.93,425.07,-14.25,27.63,176.97
7.150,0,33.18,-82.40,426.55,-16.57,27.17,175.70
7.206,0,24.82,-84.35,430.50,-17.82,28.93,175.23
7.261,0,18.40,-85.47,432.43,-19.27,29.34,175.13
7.317,0,13.58,-86.37,435.02,-20.17,26.58,175.32
7.371,0,4.96,-87.13,437.95,-21.32,28.99,175.62
7.426,0,-1.87,-87.10,438.78,-22.10,30.93,174.73
7.483,0,-7.97,-88.05,444.64,-22.97,27.96,174.38
7.536,0,-16.15,-88.14,445.54,-23.94,27.49,174.20
7.593,0,-25.72,-87.24,446.24,-24.85,29.35,174.19
7.649,0,-37.92,-86.52,448.05,-26.40,30.04,174.46
7.705,0,-46.92,-85.76,451.70,-27.27,29.61,173.15
7.760,0,-58.37,-84.91,453.04,-28.43,30.89,173.29
7.816,0,-67.92,-83.82,454.59,-29.54,31.66,172.94
7.872,0,-76.84,-82.39,455.80,-30.68,32.17,172.77
7.933,0,-81.75,-81.78,457.80,-30.87,32.05,172.68
7.992,0,-90.47,-79.40,458.14,-31.79,32.23,173.24
8.063,0,-97.88,-77.93,457.50,-32.60,33.73,173.50
8.144,0,-100.22,-77.16,456.46,-33.20,33.38,172.55
8.223,0,-104.95,-75.99,455.06,-33.28,34.14,173.48
8.301,0,-107.39,-74.82,455.21,-33.68,34.33,172.95
8.376,0,-107.68,-75.13,456.13,-33.97,33.23,173.25
8.455,0,-107.68,-75.09,455.50,-33.85,33.87,173.42
8.537,0,-106.41,-75.53,455.67,-33.73,33.61,173.49
8.611,0,-105.41,-75.60,456.17,-33.41,32.10,173.95
8.684,0,-103.80,-74.89,452.95,-33.17,34.28,173.62
8.797,0,-102.60,-75.82,453.40,-32.84,33.08,173.89
8.890,0,-102.22,-76.06,453.95,-32.74,32.35,173.71
8.979,0,-101.48,-75.28,450.32,-32.16,33.41,174.94
9.063,0,-88.97,-76.63,443.87,-30.53,32.60,176.27
9.146,0,-83.44,-76.89,440.84,-29.90,30.90,176.48
9.231,0,-75.81,-76.42,436.90,-28.56,31.39,177.89
9.289,0,-68.77,-75.92,431.35,-27.33,31.92,178.60
9.347,0,-59.11,-76.64,428.19,-26.02,30.43,179.65
9.404,0,-44.75,-75.97,419.82,-24.14,28.93,-178.24
9.460,0,-36.62,-75.33,414.70,-23.30,29.13,-178.15
9.516,0,-27.67,-73.45,408.84,-21.50,29.95,-177.15
9.572,0,-21.73,-72.64,407.57,-20.90,28.73,-177.02
9.627,0,-16.31,-72.17,405.25,-19.97,28.93,-177.15
9.684,0,-13.33,-72.09,404.05,-19.51,29.27,-176.96
9.741,0,-9.65,-72.06,402.47,-19.10,28.84,-175.99
9.797,0,-4.85,-72.10,402.88,-18.69,26.68,-175.75
9.852,0,-2.11,-71.63,402.58,-18.60,26.13,-176.64
9.908,0,1.38,-70.95,400.55,-17.99,26.53,-175.82
9.963,0,4.27,-70.56,399.02,-17.59,26.30,-175.70
10.018,0,6.35,-70.32,398.95,-16.94,26.53,-176.04
10.074,0,6.90,-70.61,398.36,-17.20,26.92,-176.37
10.131,0,7.54,-70.28,398.73,-16.95,27.10,-175.84
10.186,0,8.60,-69.61,396.00,-16.63,27.59,-175.46
10.241,0,8.83,-70.01,399.21,-16.77,25.88,-175.97
10.299,0,8.57,-70.53,399.34,-16.68,26.52,-175.74
10.356,0,8.91,-70.51,399.27,-16.70,25.47,-175.21
10.412,0,9.33,-69.80,396.93,-16.44,26.41,-175.88
10.467,0,9.07,-69.59,397.56,-16.60,27.53,-176.32
10.524,0,9.43,-69.12,396.74,-16.41,27.30,-175.91
10.580,0,10.33,-69.42,396.96,-16.36,26.60,-175.49
10.637,0,10.24,-68.88,394.27,-16.12,27.58,-175.56
10.694,0,10.43,-69.35,396.23,-16.20,26.93,-175.34
10.751,0,10.88,-69.12,396.26,-16.25,26.62,-175.82
10.807,0,10.91,-69.10,397.29,-16.15,26.43,-175.38
10.863,0,10.65,-69.15,397.51,-16.13,27.03,-176.14
10.918,0,10.24,-69.36,396.27,-16.20,27.25,-175.81
10.980,0,10.93,-69.35,396.21,-16.20,26.99,-175.36
11.047,0,10.97,-69.61,397.25,-16.12,26.81,-175.81
11.101,0,10.10,-69.12,396.33,-16.19,27.90,-175.88
11.157,0,9.97,-70.04,398.92,-16.59,25.40,-176.17
11.212,0,9.55,-69.86,396.65,-16.34,28.03,-175.86
11.267,0,9.37,-69.87,398.72,-16.52,26.63,-176.57
11.321,0,9.41,-69.82,398.17,-16.29,27.22,-175.79
11.379,0,9.73,-69.85,398.31,-16.29,26.85,-176.04
11.435,0,9.79,-69.86,398.32,-16.30,27.21,-176.51
11.489,0,9.06,-70.33,398.83,-17.00,26.53,-176.57
11.545,0,8.60,-69.83,397.90,-16.80,26.61,-175.86
11.600,0,9.43,-69.37,396.71,-16.40,27.31,-175.88
11.657,0,9.54,-69.13,396.36,-16.22,27.49,-176.27
11.713,0,9.06,-69.86,398.72,-16.51,26.23,-176.08
11.768,0,8.96,-69.34,397.58,-16.64,26.81,-176.31
11.826,0,9.17,-69.42,396.91,-16.38,27.90,-176.60
11.888,0,8.51,-70.04,399.41,-16.74,26.13,-176.25
11.943,0,8.40,-70.36,399.35,-17.21,25.10,-176.40
12.000,0,8.34,-69.19,396.11,-16.13,27.87,-175.72
12.053,0,8.43,-69.12,396.79,-16.40,27.17,-175.87
12.111,0,8.30,-69.86,398.75,-16.50,26.13,-176.06
12.164,0,8.19,-70.08,398.87,-17.03,25.68,-176.55
12.217,0,8.33,-69.17,395.91,-16.48,27.63,-176.56
12.270,0,8.00,-69.67,398.01,-16.26,27.90,-176.57
12.323,0,7.01,-70.15,398.70,-16.90,27.83,-176.49
12.375,0,5.82,-71.08,400.61,-17.54,25.99,-176.84
12.427,0,5.03,-70.56,399.72,-17.28,27.07,-175.73
12.479,0,5.86,-70.06,398.19,-17.25,28.24,-176.80
12.531,0,6.33,-70.62,398.74,-17.43,27.04,-177.33
12.585,0,6.53,-70.53,398.74,-16.93,26.98,-175.77
12.638,0,6.94,-69.63,398.22,-16.76,27.70,-176.62
12.691,0,7.23,-69.34,398.40,-16.28,28.92,-176.72
12.743,0,6.27,-69.71,396.90,-16.80,28.64,-176.92
12.796,0,5.53,-69.84,397.00,-16.83,27.78,-176.25
12.849,0,5.74,-70.11,398.19,-16.69,27.90,-176.11
12.902,0,5.70,-70.08,400.15,-16.83,28.29,-176.62
12.955,0,4.99,-70.62,399.56,-17.07,28.51,-176.87
13.007,0,4.24,-71.32,401.37,-17.19,26.14,-176.26
13.061,0,4.57,-70.87,399.93,-17.27,27.97,-176.88
13.121,0,5.06,-70.58,400.11,-16.77,28.88,-176.57
13.184,0,5.41,-70.81,398.83,-16.90,29.18,-177.08
13.237,0,5.87,-71.01,401.63,-17.28,26.85,-177.38
13.291,0,6.78,-70.61,400.18,-16.80,28.07,-176.84
13.344,0,6.56,-71.03,401.51,-16.71,27.68,-176.47
13.395,0,6.36,-70.86,399.42,-17.11,26.32,-176.33
13.448,0,6.68,-70.57,399.99,-16.84,26.74,-176.07
13.503,0,6.81,-70.08,397.97,-16.72,27.77,-175.86
13.556,0,7.32,-70.41,398.94,-16.41,28.39,-177.19
13.610,0,6.70,-70.85,401.08,-17.04,26.21,-177.04
13.664,0,6.41,-70.61,400.18,-16.82,27.35,-176.80
13.719,0,6.51,-70.58,402.10,-16.97,27.08,-177.30
13.773,0,6.77,-71.07,401.62,-16.73,26.62,-176.70
13.828,0,7.43,-70.53,401.14,-16.56,27.95,-176.91
13.883,0,7.37,-70.62,400.82,-16.54,27.80,-177.22
13.936,0,6.84,-71.36,402.08,-16.92,26.77,-177.49
13.991,0,6.58,-71.00,401.62,-17.28,26.57,-176.95
14.043,0,6.64,-71.10,400.46,-16.99,26.17,-175.87
14.098,0,7.58,-70.36,399.18,-16.60,28.29,-176.18
14.153,0,8.38,-70.61,400.78,-16.54,27.93,-177.26
14.206,0,7.78,-70.64,400.63,-17.04,26.23,-176.72
14.260,0,6.92,-70.62,399.43,-17.14,26.74,-176.85
14.313,0,6.39,-70.61,399.78,-16.60,28.20,-177.16
14.367,0,5.98,-70.65,400.75,-16.98,27.39,-176.71
14.421,0,5.56,-70.83,400.95,-17.07,26.13,-177.18
14.476,0,5.68,-70.34,399.02,-16.92,28.49,-176.98
14.530,0,5.89,-70.36,400.27,-16.79,28.60,-176.88
14.584,0,5.67,-71.08,400.95,-17.03,26.86,-177.17
14.651,0,4.75,-71.00,401.69,-17.26,25.97,-176.42
14.713,0,4.63,-70.34,399.83,-17.32,27.68,-176.66
14.768,0,4.84,-70.62,400.64,-17.01,27.31,-176.84
14.821,0,4.84,-70.80,400.89,-17.04,27.13,-176.91
14.876,0,4.30,-70.12,398.54,-17.20,27.60,-176.83
14.930,0,4.20,-69.88,399.03,-16.39,29.60,-176.94
14.983,0,4.34,-70.30,400.98,-17.07,27.04,-176.95
15.036,0,3.86,-70.47,401.62,-17.32,25.90,-176.63
15.092,0,3.35,-69.91,398.88,-16.87,28.02,-176.43
15.145,0,3.18,-69.89,397.68,-16.98,29.50,-177.03
15.199,0,3.55,-70.33,399.49,-17.09,28.04,-176.57
15.260,0,3.64,-70.54,400.25,-17.33,26.63,-176.50
15.322,0,3.79,-71.01,401.71,-17.26,26.22,-176.85
15.375,0,4.57,-70.30,401.01,-17.04,28.41,-177.02
15.427,0,5.11,-70.82,401.02,-17.03,26.41,-176.72
15.481,0,5.81,-70.14,398.73,-16.86,28.01,-176.05
15.535,0,6.59,-69.84,398.37,-16.22,29.50,-176.67
15.588,0,7.61,-69.81,400.37,-16.35,28.01,-176.13
15.640,0,7.80,-70.14,399.91,-16.65,26.94,-177.07
15.692,0,7.69,-70.57,400.66,-16.52,27.54,-176.09
15.744,0,7.64,-70.12,399.94,-16.31,29.24,-176.63
15.797,0,8.57,-70.85,402.84,-16.64,27.28,-177.12
15.849,0,9.40,-71.89,406.13,-16.78,25.07,-176.56
15.902,0,11.12,-72.72,407.68,-16.85,24.82,-177.27
15.955,0,14.67,-73.96,410.83,-16.33,24.91,-176.72
16.008,0,18.74,-74.61,413.46,-16.27,23.53,-176.98
16.061,0,22.12,-76.61,419.02,-16.87,18.49,-176.43
16.113,0,22.97,-77.02,419.91,-16.87,18.05,-177.75
16.167,0,30.56,-79.62,428.44,-16.86,14.68,-179.49
16.220,0,36.54,-80.94,435.36,-16.31,11.98,179.87
16.274,0,42.24,-81.46,441.61,-15.68,11.45,-179.84
16.328,0,46.92,-82.17,447.98,-15.00,12.57,-179.46
16.382,0,52.17,-82.36,454.85,-14.98,6.87,-163.27
16.435,0,58.36,-83.43,467.22,-13.84,6.23,-167.71
16.489,0,62.58,-82.34,473.30,-13.54,1.46,-172.59
16.544,0,66.22,-81.50,481.33,-12.32,1.95,-174.42
16.599,0,68.99,-80.20,486.09,-11.63,-4.18,-175.86
16.653,0,71.70,-79.74,492.69,-11.26,-7.55,-176.04
16.707,0,73.77,-78.20,491.89,-11.07,-10.66,-174.47
16.761,0,76.85,-77.58,495.81,-10.26,-8.20,-174.36
16.815,0,77.86,-76.45,493.44,-9.78,-9.76,-174.43
16.871,0,78.33,-76.51,493.82,-9.82,-10.07,-173.94
16.928,0,79.37,-76.16,494.93,-9.34,-5.85,-175.38
16.984,0,79.26,-75.84,493.75,-9.27,-5.87,-176.38
17.041,0,79.31,-75.41,489.38,-9.24,-6.98,-175.76
17.097,0,80.48,-75.38,490.82,-8.61,-2.77,-178.07
17.153,0,80.64,-75.07,488.98,-9.04,-5.71,-176.11
17.209,0,79.97,-75.26,489.18,-9.12,-6.15,-176.62
17.264,0,80.16,-75.10,487.62,-8.62,-4.34,-176.62
17.321,0,80.46,-74.87,490.23,-8.71,-2.33,-176.61
17.386,0,79.40,-75.38,489.08,-9.06,-5.88,-176.10
17.445,0,78.31,-75.84,490.73,-9.23,-5.84,-176.28
17.501,0,78.36,-75.65,490.58,-9.17,-5.51,-175.76
17.556,0,79.13,-75.35,490.04,-8.87,-4.68,-175.87
17.613,0,79.01,-75.17,489.99,-9.33,-7.43,-174.96
17.669,0,79.27,-75.21,488.57,-9.18,-7.81,-175.58
17.726,0,81.30,-73.72,487.21,-8.70,-6.24,-176.16
17.782,0,84.49,-72.81,495.46,-7.57,-3.35,-177.82
17.838,0,83.89,-73.07,502.64,-7.66,-8.40,179.67
17.895,0,83.73,-72.55,517.97,-7.32,-12.14,176.79
17.952,0,81.08,-70.80,531.25,-7.69,-19.86,174.30
18.008,0,75.91,-69.57,537.85,-7.65,-31.02,175.92
18.063,0,75.27,-70.63,544.29,-7.47,-39.24,-179.01
18.118,0,76.50,-69.85,541.22,-8.06,-41.67,-174.86
18.174,0,76.48,-70.14,542.29,-7.93,-43.16,-173.65
18.231,0,74.37,-70.52,542.83,-8.53,-45.55,-172.86
18.289,0,74.02,-70.00,542.94,-8.88,-47.03,-172.11
18.346,0,74.38,-70.19,542.98,-8.87,-46.97,-172.58
18.401,0,75.65,-69.85,540.84,-8.90,-45.98,-172.45
18.459,0,78.43,-70.06,538.92,-8.74,-44.05,-172.18
18.518,0,81.10,-69.73,541.17,-7.39,-40.98,-174.89
18.575,0,81.64,-69.20,538.97,-7.03,-40.62,-175.31
18.633,0,84.42,-69.33,536.12,-6.71,-37.61,-176.26
18.693,0,86.93,-68.82,529.67,-7.26,-34.16,-176.54
18.750,0,88.36,-68.83,529.56,-6.53,-32.65,-177.20
18.809,0,88.76,-69.06,522.67,-7.26,-30.22,-177.59
18.867,0,89.03,-69.80,513.75,-7.75,-26.45,-176.62
18.923,0,88.10,-70.54,507.74,-8.42,-24.21,-176.73
18.980,0,86.32,-71.93,500.15,-9.08,-19.68,-174.64
19.037,0,85.84,-72.06,498.23,-8.84,-19.44,-175.02
19.094,0,84.27,-72.76,489.43,-9.24,-16.74,-175.40
19.151,0,85.48,-72.51,478.93,-9.09,-10.57,-172.44
19.209,0,86.02,-72.21,472.86,-8.46,-4.55,-171.46
19.265,0,85.92,-71.34,466.33,-8.15,-0.97,-169.31
19.320,0,85.16,-71.23,462.90,-7.53,5.76,-168.67
19.375,0,85.23,-70.86,459.42,-7.12,7.84,-168.95
19.433,0,84.93,-70.22,452.87,-7.18,7.63,-168.38
19.498,0,84.74,-69.94,451.37,-7.21,7.39,-166.15
19.558,0,83.40,-69.91,447.63,-7.44,7.28,-165.53
19.613,0,84.05,-69.95,448.51,-7.83,4.96,-166.84
19.670,0,84.82,-68.59,445.26,-7.43,8.32,-162.86
19.726,0,84.71,-68.94,444.58,-7.50,7.68,-164.14
19.781,0,84.71,-68.94,444.58,-7.50,7.68,-164.14
19.836,0,87.43,-68.77,443.67,-7.57,5.88,-165.71
19.892,0,90.32,-68.27,438.78,-7.73,5.85,-163.50
19.947,0,95.18,-67.39,430.98,-7.84,6.64,-161.13
20.002,0,106.18,-63.20,415.69,-6.33,10.03,-157.89
20.059,0,121.11,-56.71,393.59,-5.69,8.40,-155.00
20.116,0,138.59,-49.34,370.95,-4.69,9.31,-151.13
22.237,0,-4.54,-91.03,442.85,-34.32,38.48,166.01
22.293,0,-40.68,-90.35,464.82,-39.95,41.23,161.23
22.350,0,-53.77,-88.48,465.27,-43.13,43.75,158.58
22.407,0,-61.91,-86.85,468.66,-46.49,43.25,156.68
22.466,0,-64.98,-86.20,467.89,-46.50,43.76,157.13
22.524,0,-65.20,-85.90,469.02,-47.03,42.88,155.87
22.581,0,-66.93,-86.51,470.65,-46.78,42.16,157.45
22.637,0,-67.80,-85.28,466.35,-46.88,42.27,157.62
22.695,0,-66.70,-85.84,470.72,-46.76,42.51,156.89
22.751,0,-66.23,-85.89,470.98,-45.68,40.87,158.73
22.807,0,-66.30,-85.82,469.32,-45.70,39.75,159.25
22.864,0,-67.52,-85.99,470.62,-44.91,39.63,160.68
22.920,0,-68.73,-85.33,470.23,-43.27,38.93,162.13
22.977,0,-70.17,-85.32,472.97,-42.98,36.98,162.81
23.033,0,-68.21,-84.47,470.35,-40.17,34.30,166.42
23.088,0,-67.48,-84.69,469.90,-39.51,34.13,166.87
23.146,0,-55.95,-83.85,467.21,-34.14,26.65,173.11
23.198,0,-48.95,-84.41,467.46,-31.34,20.49,176.94
23.281,0,-40.57,-82.55,463.45,-28.94,14.51,-178.92
23.337,0,-35.61,-81.59,464.53,-28.19,10.98,-178.87
23.393,0,-29.31,-82.46,472.40,-27.55,2.87,-176.19
23.450,0,-16.64,-82.20,477.10,-25.67,-2.48,-176.90
23.506,0,-15.24,-82.15,478.27,-25.13,-2.04,-175.73
23.561,0,-8.79,-83.09,483.17,-24.19,-3.05,-171.92
23.617,0,-3.69,-82.65,481.39,-24.35,-8.79,-170.24
23.679,0,0.20,-81.86,480.96,-23.40,-9.97,-171.47
23.743,0,2.00,-81.97,481.76,-22.94,-7.96,-170.82
23.798,0,7.38,-80.97,482.14,-20.94,-3.46,-172.05
23.854,0,11.17,-80.59,483.35,-19.91,-1.54,-173.01
23.909,0,21.32,-79.04,485.49,-17.60,-0.60,-175.41
23.965,0,26.75,-78.52,485.40,-17.10,-2.56,-174.61
24.021,0,28.92,-78.04,484.29,-16.65,-2.42,-173.88
24.078,0,37.19,-77.90,481.63,-14.90,2.51,-170.51
24.133,0,43.83,-76.09,477.23,-14.18,3.03,-169.46
25.299,0,49.14,-75.67,474.59,-13.03,5.02,-173.64
25.354,0,48.30,-74.89,472.48,-12.48,7.38,-164.46
25.409,0,48.07,-76.11,475.87,-12.77,6.46,-178.53
25.465,0,47.68,-76.42,476.59,-13.12,5.79,-169.98
25.519,0,46.75,-75.77,475.92,-12.66,7.76,-163.49
25.573,0,46.55,-76.52,477.69,-13.54,3.51,-167.04
25.627,0,46.17,-76.75,478.13,-13.20,6.22,-178.57
25.682,0,46.44,-76.46,477.36,-13.42,7.02,-167.36
25.735,0,48.27,-75.82,472.84,-12.80,7.41,-166.65
25.793,0,50.15,-76.06,472.34,-12.91,6.83,-176.56
25.859,0,50.30,-75.80,471.96,-12.93,7.23,-167.24
25.914,0,51.08,-76.55,471.74,-12.79,6.01,-178.36
25.968,0,51.08,-76.46,472.22,-13.51,7.78,178.47
26.022,0,51.67,-76.76,472.63,-13.54,7.88,-164.32
26.077,0,51.35,-77.23,472.41,-13.62,7.17,-166.75
26.132,0,50.48,-78.08,470.58,-13.48,8.17,-164.65
26.190,0,49.98,-76.62,471.11,-13.61,8.10,179.42
26.246,0,47.82,-77.63,470.61,-13.64,8.35,-179.86
26.303,0,47.30,-77.10,472.44,-14.35,6.58,-176.67
26.359,0,48.27,-79.07,471.50,-14.34,5.36,-172.70
26.415,0,50.68,-77.36,470.06,-13.89,7.14,-176.44
26.470,0,53.48,-78.34,471.44,-13.44,6.86,-178.13
26.526,0,54.99,-76.83,472.37,-13.68,6.18,-170.27
26.582,0,55.80,-77.29,466.33,-13.40,8.15,-164.10
26.637,0,56.24,-78.17,468.90,-13.28,7.60,-170.50
26.691,0,56.80,-77.42,468.84,-13.17,9.08,-167.77
26.745,0,56.62,-77.81,468.25,-13.10,7.99,-179.25
26.798,0,56.46,-77.66,470.68,-13.26,7.95,-178.42
26.852,0,56.32,-76.42,469.72,-13.31,8.71,-163.64
26.905,0,58.02,-77.29,469.07,-13.50,6.17,-168.89
26.959,0,59.80,-77.27,468.80,-13.50,6.31,-168.78
27.015,0,61.01,-77.93,467.20,-12.70,8.10,-165.54
27.068,0,61.50,-77.49,468.92,-12.94,8.11,-169.99
27.126,0,62.30,-76.34,463.33,-13.09,7.06,-168.48
27.184,0,65.15,-75.61,461.45,-12.32,8.61,-163.86
27.240,0,65.65,-77.09,466.11,-12.53,8.46,-169.42
27.296,0,65.36,-77.44,465.20,-12.84,5.31,-171.34
27.351,0,67.16,-76.16,460.99,-12.59,6.01,-166.76
27.407,0,68.31,-75.08,460.73,-12.61,4.90,-168.79
27.464,0,68.03,-75.39,457.41,-12.64,7.27,-164.33
27.519,0,68.67,-74.89,456.33,-12.30,6.60,-168.98
27.575,0,69.47,-75.24,453.77,-11.98,7.18,-166.43
27.631,0,68.61,-74.56,457.01,-11.97,6.53,-169.05
