Time (s),X0 (mm),Y0 (mm),Z0 (mm),Yaw0 (deg),Pitch0 (deg),Roll0 (deg),X1 (mm),Y1 (mm),Z1 (mm),Yaw1 (deg),Pitch1 (deg),Roll1 (deg)
0.030,0,-10.31,-37.35,334.39,-13.11,26.32,169.85,1,0.00,0.00,0.00,0.00,0.00,0.00
0.082,0,-9.67,-39.91,336.42,-13.34,26.35,169.69,1,0.00,0.00,0.00,0.00,0.00,0.00
0.139,0,-9.36,-40.44,336.80,-13.18,26.37,169.50,1,0.00,0.00,0.00,0.00,0.00,0.00
0.201,0,-9.21,-41.77,337.31,-13.66,26.22,169.29,1,0.00,0.00,0.00,0.00,0.00,0.00
0.241,0,-9.46,-42.06,336.83,-13.86,25.52,168.39,1,0.00,0.00,0.00,0.00,0.00,0.00
0.291,0,-7.87,-40.99,331.65,-13.10,25.69,169.61,1,0.00,0.00,0.00,0.00,0.00,0.00
0.331,0,-7.38,-40.47,329.76,-12.10,26.41,170.98,1,0.00,0.00,0.00,0.00,0.00,0.00
0.370,0,-7.67,-40.48,330.11,-12.54,25.05,170.20,1,0.00,0.00,0.00,0.00,0.00,0.00
0.413,0,-7.54,-40.19,328.69,-12.26,25.11,171.20,1,0.00,0.00,0.00,0.00,0.00,0.00
0.453,0,-6.60,-39.67,328.78,-12.51,24.60,171.58,1,0.00,0.00,0.00,0.00,0.00,0.00
0.496,0,-6.70,-39.38,329.32,-12.21,24.08,171.53,1,0.00,0.00,0.00,0.00,0.00,0.00
0.545,0,-6.17,-39.17,329.64,-11.83,23.46,171.71,1,0.00,0.00,0.00,0.00,0.00,0.00
0.601,0,-5.71,-38.81,328.95,-11.92,24.16,171.93,1,0.00,0.00,0.00,0.00,0.00,0.00
0.646,0,-5.66,-38.77,328.16,-12.06,24.67,171.91,1,0.00,0.00,0.00,0.00,0.00,0.00
0.691,0,-4.83,-38.39,328.34,-11.85,24.20,171.66,1,0.00,0.00,0.00,0.00,0.00,0.00
0.741,0,-5.28,-38.45,328.20,-11.99,23.79,170.96,1,0.00,0.00,0.00,0.00,0.00,0.00
0.802,0,-5.18,-38.16,327.31,-12.05,24.08,171.98,1,0.00,0.00,0.00,0.00,0.00,0.00
0.845,0,-3.81,-37.52,326.20,-11.86,23.12,172.46,1,0.00,0.00,0.00,0.00,0.00,0.00
0.886,0,-3.54,-37.47,326.01,-11.54,23.10,173.55,1,0.00,0.00,0.00,0.00,0.00,0.00
0.928,0,-3.31,-37.58,326.11,-11.97,21.66,172.12,1,0.00,0.00,0.00,0.00,0.00,0.00
0.975,0,-2.45,-37.44,325.59,-11.62,22.46,173.29,1,0.00,0.00,0.00,0.00,0.00,0.00
1.019,0,0.62,-36.55,325.08,-11.59,22.47,173.86,1,0.00,0.00,0.00,0.00,0.00,0.00
1.060,0,1.57,-37.00,325.18,-11.66,21.34,173.23,1,0.00,0.00,0.00,0.00,0.00,0.00
1.102,0,2.61,-37.28,325.39,-11.54,21.15,173.47,1,0.00,0.00,0.00,0.00,0.00,0.00
1.144,0,4.12,-37.87,325.36,-11.97,20.40,172.85,1,0.00,0.00,0.00,0.00,0.00,0.00
1.187,0,6.44,-38.64,325.86,-11.94,20.72,173.29,1,0.00,0.00,0.00,0.00,0.00,0.00
1.230,0,8.50,-39.38,326.68,-11.74,19.62,173.11,1,0.00,0.00,0.00,0.00,0.00,0.00
1.278,0,10.01,-40.47,326.93,-12.25,19.58,172.54,1,0.00,0.00,0.00,0.00,0.00,0.00
1.323,0,12.87,-41.40,326.94,-12.50,17.34,171.99,1,0.00,0.00,0.00,0.00,0.00,0.00
1.364,0,17.66,-42.61,326.11,-12.35,17.11,172.30,1,0.00,0.00,0.00,0.00,0.00,0.00
1.405,0,17.99,-43.08,326.37,-12.42,17.00,171.73,1,0.00,0.00,0.00,0.00,0.00,0.00
1.445,0,18.75,-43.91,326.95,-12.39,17.36,172.49,1,0.00,0.00,0.00,0.00,0.00,0.00
1.485,0,18.94,-44.07,325.99,-12.61,17.42,171.54,1,0.00,0.00,0.00,0.00,0.00,0.00
1.526,0,17.23,-44.80,327.35,-12.66,16.65,172.24,1,0.00,0.00,0.00,0.00,0.00,0.00
1.565,0,14.77,-45.10,328.17,-12.65,16.96,171.88,1,0.00,0.00,0.00,0.00,0.00,0.00
1.606,0,11.32,-45.86,329.95,-12.78,16.28,171.45,1,0.00,0.00,0.00,0.00,0.00,0.00
1.649,0,4.86,-46.85,331.60,-13.60,16.43,170.57,1,0.00,0.00,0.00,0.00,0.00,0.00
1.689,0,-0.93,-48.04,334.51,-13.82,15.75,170.13,1,0.00,0.00,0.00,0.00,0.00,0.00
1.730,0,-2.45,-48.14,334.81,-13.95,17.14,171.43,1,0.00,0.00,0.00,0.00,0.00,0.00
1.770,0,-10.76,-49.35,338.42,-14.14,15.58,169.15,1,0.00,0.00,0.00,0.00,0.00,0.00
1.811,0,-16.55,-50.04,340.30,-14.65,15.57,168.95,1,0.00,0.00,0.00,0.00,0.00,0.00
1.849,0,-27.33,-51.09,343.81,-15.36,17.67,168.59,1,0.00,0.00,0.00,0.00,0.00,0.00
1.889,0,-36.01,-52.07,347.46,-16.21,18.79,168.55,1,0.00,0.00,0.00,0.00,0.00,0.00
1.926,0,-41.94,-52.48,349.35,-16.22,19.16,168.83,1,0.00,0.00,0.00,0.00,0.00,0.00
1.965,0,-48.87,-53.43,350.64,-16.84,19.75,169.10,1,0.00,0.00,0.00,0.00,0.00,0.00
2.001,0,-50.19,-53.53,350.55,-17.09,19.99,169.34,1,0.00,0.00,0.00,0.00,0.00,0.00
2.039,0,-52.38,-53.80,351.11,-17.24,19.89,169.28,1,0.00,0.00,0.00,0.00,0.00,0.00
2.077,0,-55.67,-54.30,353.60,-17.03,20.52,169.80,1,0.00,0.00,0.00,0.00,0.00,0.00
2.114,0,-57.08,-54.47,353.91,-17.61,20.96,169.46,1,0.00,0.00,0.00,0.00,0.00,0.00
2.152,0,-56.65,-54.59,357.18,-17.45,19.19,168.87,1,0.00,0.00,0.00,0.00,0.00,0.00
2.189,0,-56.31,-54.54,355.53,-17.31,20.80,169.47,1,0.00,0.00,0.00,0.00,0.00,0.00
2.231,0,-54.71,-54.47,357.36,-16.88,20.56,168.89,1,0.00,0.00,0.00,0.00,0.00,0.00
2.276,0,-54.40,-54.30,357.09,-17.15,20.89,169.17,1,0.00,0.00,0.00,0.00,0.00,0.00
2.319,0,-52.62,-53.81,356.11,-16.86,21.24,168.84,1,0.00,0.00,0.00,0.00,0.00,0.00
2.356,0,-52.54,-53.11,356.53,-16.63,20.29,167.98,1,0.00,0.00,0.00,0.00,0.00,0.00
2.394,0,-52.46,-52.58,353.55,-16.29,21.22,169.28,1,0.00,0.00,0.00,0.00,0.00,0.00
2.432,0,-52.70,-52.52,352.22,-16.54,20.32,168.96,1,0.00,0.00,0.00,0.00,0.00,0.00
2.470,0,-52.52,-51.95,350.50,-16.54,21.06,170.36,1,0.00,0.00,0.00,0.00,0.00,0.00
2.507,0,-51.89,-51.57,349.30,-16.53,20.41,169.55,1,0.00,0.00,0.00,0.00,0.00,0.00
2.545,0,-50.79,-51.42,347.72,-16.41,21.01,170.31,1,0.00,0.00,0.00,0.00,0.00,0.00
2.585,0,-50.52,-51.38,347.81,-16.58,20.70,170.10,1,0.00,0.00,0.00,0.00,0.00,0.00
2.624,0,-48.41,-51.20,349.26,-16.00,20.96,169.65,1,0.00,0.00,0.00,0.00,0.00,0.00
2.660,0,-48.26,-51.17,349.44,-16.15,20.62,169.52,1,0.00,0.00,0.00,0.00,0.00,0.00
2.698,0,-47.67,-50.72,350.51,-15.86,20.27,169.17,1,0.00,0.00,0.00,0.00,0.00,0.00
2.737,0,-48.22,-51.12,350.07,-15.80,20.08,169.05,1,0.00,0.00,0.00,0.00,0.00,0.00
2.775,0,-49.71,-51.21,348.64,-15.89,21.28,170.34,1,0.00,0.00,0.00,0.00,0.00,0.00
2.812,0,-50.31,-51.64,349.30,-16.21,21.66,170.13,1,0.00,0.00,0.00,0.00,0.00,0.00
2.849,0,-50.06,-51.24,347.83,-16.26,22.76,170.45,1,0.00,0.00,0.00,0.00,0.00,0.00
2.887,0,-50.35,-51.52,349.99,-16.26,21.60,170.30,1,0.00,0.00,0.00,0.00,0.00,0.00
2.925,0,-50.54,-51.77,349.39,-16.21,21.54,170.12,1,0.00,0.00,0.00,0.00,0.00,0.00
2.964,0,-50.98,-51.98,350.25,-16.42,20.65,169.56,1,0.00,0.00,0.00,0.00,0.00,0.00
3.001,0,-50.76,-52.06,350.54,-16.26,21.45,169.86,1,0.00,0.00,0.00,0.00,0.00,0.00
3.039,0,-50.89,-51.95,352.35,-16.27,20.94,169.29,1,0.00,0.00,0.00,0.00,0.00,0.00
3.077,0,-51.52,-51.85,352.47,-16.30,21.09,169.52,1,0.00,0.00,0.00,0.00,0.00,0.00
3.115,0,-52.89,-51.79,351.58,-16.33,20.90,169.80,1,0.00,0.00,0.00,0.00,0.00,0.00
3.153,0,-52.69,-51.43,349.89,-16.53,20.44,169.96,1,0.00,0.00,0.00,0.00,0.00,0.00
3.193,0,-52.16,-51.47,348.41,-16.58,21.34,170.46,1,0.00,0.00,0.00,0.00,0.00,0.00
3.231,0,-51.29,-50.84,348.06,-16.28,22.03,170.85,1,0.00,0.00,0.00,0.00,0.00,0.00
3.271,0,-50.64,-51.22,349.03,-16.08,20.95,170.45,1,0.00,0.00,0.00,0.00,0.00,0.00
3.308,0,-49.82,-51.37,349.97,-16.15,20.47,169.92,1,0.00,0.00,0.00,0.00,0.00,0.00
3.345,0,-49.81,-51.24,349.88,-16.14,20.56,169.95,1,0.00,0.00,0.00,0.00,0.00,0.00
3.382,0,-49.57,-51.42,349.65,-16.46,20.92,169.86,1,0.00,0.00,0.00,0.00,0.00,0.00
3.419,0,-49.79,-51.16,350.08,-15.91,20.87,169.68,1,0.00,0.00,0.00,0.00,0.00,0.00
3.457,0,-50.43,-51.27,350.78,-16.24,20.42,169.51,1,0.00,0.00,0.00,0.00,0.00,0.00
3.494,0,-52.42,-51.31,349.08,-16.19,21.12,169.97,1,0.00,0.00,0.00,0.00,0.00,0.00
3.535,0,-52.65,-51.34,348.30,-16.54,21.64,170.42,1,0.00,0.00,0.00,0.00,0.00,0.00
3.572,0,-53.39,-51.37,349.73,-16.69,20.56,169.46,1,0.00,0.00,0.00,0.00,0.00,0.00
3.610,0,-54.36,-51.46,350.67,-16.61,20.44,169.44,1,0.00,0.00,0.00,0.00,0.00,0.00
3.649,0,-54.61,-50.98,349.70,-16.51,21.01,169.57,1,0.00,0.00,0.00,0.00,0.00,0.00
