Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
7.489,0,28.72,54.68,1357.25,-1.72,-56.39,172.65
7.550,0,31.32,54.85,1366.12,-2.51,-55.51,173.53
7.610,0,32.21,53.66,1356.54,-3.18,-55.42,174.14
7.669,0,33.19,53.15,1363.61,-3.86,-54.59,174.87
7.731,0,33.40,53.16,1363.96,-2.63,-54.64,173.39
7.790,0,33.46,52.77,1362.05,-2.63,-54.95,173.15
7.853,0,33.27,53.44,1363.09,-2.62,-54.95,173.13
7.911,0,32.60,53.14,1347.76,-2.56,-56.21,173.54
7.973,0,32.03,53.51,1349.03,-1.25,-56.24,172.52
8.032,0,31.86,54.58,1367.46,-1.29,-55.77,172.92
8.092,0,30.34,56.32,1386.21,-1.27,-54.49,172.89
8.154,0,26.68,56.42,1376.15,0.66,-53.80,170.43
8.213,0,21.96,57.13,1391.77,-0.53,-52.61,171.18
8.576,0,-23.31,59.71,1483.36,-2.29,-44.28,173.66
8.636,0,-27.58,59.31,1465.78,-3.38,-47.95,176.19
8.697,0,-30.89,60.41,1468.33,-4.43,-48.62,178.23
8.757,0,-31.81,60.46,1441.84,-3.73,-50.99,177.45
8.820,0,-33.26,62.37,1463.32,-3.70,-49.99,177.57
8.880,0,-33.62,62.89,1456.17,-3.02,-50.63,177.05
8.940,0,-33.74,63.01,1447.64,-2.36,-51.29,176.56
9.001,0,-33.86,63.04,1448.26,-2.38,-51.60,176.92
9.062,0,-33.96,62.45,1438.61,-1.74,-52.25,176.46
9.122,0,-34.49,62.10,1438.37,-1.76,-52.59,176.16
9.184,0,-35.01,58.67,1423.62,-1.22,-53.66,175.57
9.242,0,-34.37,51.73,1379.26,1.20,-55.53,173.43
9.545,0,-34.65,-2.26,1396.51,11.22,50.63,-167.54
9.605,0,-33.75,-11.05,1399.27,9.64,-54.14,170.20
9.666,0,-35.73,-20.16,1515.07,9.19,-49.65,171.82
9.726,0,-35.02,-24.53,1542.43,9.68,-48.54,171.14
9.787,0,-35.36,-27.62,1577.31,8.98,-47.39,172.06
9.847,0,-34.87,-28.39,1576.34,8.95,-47.41,172.11
9.907,0,-35.17,-28.83,1589.93,8.28,-47.04,173.03
9.968,0,-35.42,-28.84,1579.18,7.62,-47.51,173.93
10.028,0,-35.72,-28.40,1576.57,9.03,-47.80,172.40
10.089,0,-35.83,-28.02,1565.81,8.39,-48.66,172.96
10.149,0,-36.32,-27.63,1577.23,9.00,-47.42,172.01
10.210,0,-35.40,-23.82,1533.88,9.25,-50.02,172.21
10.270,0,-34.24,-16.75,1463.16,10.16,-52.61,171.43
10.330,0,-35.10,-9.94,1442.28,9.77,-53.13,172.21
10.391,0,-36.30,-2.53,1449.45,11.28,-52.15,170.20
10.451,0,-36.25,5.52,1392.62,9.75,51.94,-172.21
10.512,0,-37.96,14.23,1420.75,10.40,50.42,-170.74
10.572,0,-39.09,22.66,1426.71,6.86,50.16,-175.17
10.633,0,-39.38,30.26,1409.36,6.97,50.78,-175.00
10.693,0,-39.16,37.97,1393.76,5.84,51.19,-176.05
10.753,0,-40.14,46.81,1424.69,10.76,-52.42,169.69
10.814,0,-40.10,53.60,1408.12,11.87,-53.27,168.62
10.874,0,-42.80,62.11,1467.17,11.21,-50.94,169.22
10.936,0,-44.04,67.49,1460.68,9.18,-51.65,171.82
10.995,0,-46.59,73.70,1462.98,0.34,48.11,176.10
11.056,0,-47.91,79.21,1437.65,5.77,-52.94,176.95
11.117,0,-50.92,85.44,1430.30,-3.60,48.25,171.04
11.176,0,-54.93,94.21,1469.90,5.57,-51.40,176.12
11.238,0,-58.04,99.03,1474.18,3.21,-50.28,177.91
11.298,0,-60.77,102.01,1468.49,-5.09,46.41,171.69
11.358,0,-63.59,106.87,1497.50,3.18,-49.31,177.03
11.418,0,-65.56,107.85,1497.62,4.41,-49.27,175.37
11.479,0,-68.03,107.92,1505.95,5.02,-49.32,174.86
11.539,0,-72.48,108.73,1534.47,5.45,-48.33,174.15
11.600,0,-74.93,106.76,1531.15,4.42,-49.68,175.97
11.661,0,-77.83,106.34,1550.37,4.39,-49.43,175.60
11.720,0,-80.21,104.95,1558.42,5.06,-50.23,175.74
11.782,0,-83.11,104.92,1579.65,-3.28,43.66,172.86
11.841,0,-84.63,103.32,1577.28,-3.40,45.10,172.22
11.903,0,-87.36,103.16,1597.06,-4.35,44.34,171.55
11.962,0,-91.02,103.76,1618.22,-3.12,43.95,172.04
12.024,0,-93.90,104.01,1625.01,4.42,-50.87,178.52
12.083,0,-97.33,104.76,1620.47,3.10,-51.49,-179.95
12.144,0,-101.80,106.92,1628.96,5.09,-52.14,178.72
12.204,0,-103.62,106.70,1612.05,4.62,-54.09,179.47
12.265,0,-107.15,107.64,1618.25,5.41,-55.20,179.39
12.325,0,-111.19,109.07,1640.35,3.85,-55.02,179.81
12.386,0,-114.94,110.42,1660.79,5.36,-55.39,179.17
12.446,0,-115.82,108.55,1641.13,4.87,-58.01,-179.45
12.506,0,-120.08,109.27,1664.68,-5.54,49.83,166.50
12.567,0,-120.04,108.39,1661.96,3.25,-58.98,-178.05
12.627,0,-119.62,108.08,1663.24,1.68,-59.74,-176.94
12.689,0,-118.28,108.85,1669.23,3.37,-58.89,-179.05
12.748,0,-117.09,110.31,1688.36,5.74,-57.63,178.65
12.808,0,-112.03,108.98,1667.57,4.13,-56.54,-179.97
12.870,0,-107.75,107.48,1664.92,-4.59,47.84,169.91
12.929,0,-102.16,106.68,1660.03,-4.71,45.80,171.45
12.989,0,-96.35,106.12,1652.76,-2.57,44.19,174.20
13.050,0,-88.07,104.20,1632.23,5.72,-50.41,175.21
13.170,0,-73.32,100.85,1601.64,-1.75,42.66,174.82
13.231,0,-66.75,100.98,1601.69,0.55,40.56,178.63
13.412,0,-44.31,99.70,1539.29,2.02,41.40,-178.92
13.473,0,-37.28,100.41,1531.29,9.55,-43.62,168.38
13.533,0,-30.71,101.05,1522.46,9.91,-43.32,168.42
13.593,0,-24.28,99.91,1497.27,8.64,-45.86,170.88
13.654,0,-17.61,100.20,1496.47,8.25,-44.64,169.73
13.714,0,-12.69,100.86,1508.70,6.34,-43.51,171.78
13.775,0,-8.06,98.86,1488.65,5.45,-45.32,173.10
13.835,0,-3.82,97.38,1486.32,5.35,-45.62,172.41
13.896,0,0.29,95.84,1475.63,4.72,-45.93,172.11
13.957,0,4.22,95.63,1492.73,2.39,-45.97,174.78
14.016,0,7.53,93.26,1479.30,4.11,-47.26,171.69
14.078,0,10.42,90.61,1458.29,3.06,-48.58,172.75
14.137,0,12.74,89.47,1455.88,1.93,-49.25,173.12
14.198,0,14.65,89.07,1455.01,3.08,-49.81,171.75
14.259,0,15.72,87.92,1436.63,2.07,-51.01,172.67
14.318,0,16.55,87.53,1435.54,2.00,-51.02,172.80
