Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.030,,978.00,510.00,85.00,1.77,-29.12,179.93,0.00,643.00,303.00,77.00
0.110,,978.00,511.00,84.00,1.43,-28.02,179.85,0.00,643.00,303.00,77.00
0.166,,976.00,511.00,83.00,1.97,-26.97,179.63,0.00,643.00,303.00,77.00
0.218,,974.00,512.00,84.00,1.45,-28.13,179.79,0.00,643.00,303.00,77.00
0.265,,972.00,512.00,84.00,1.46,-27.63,179.15,0.00,643.00,303.00,77.00
0.312,,967.00,510.00,84.00,1.00,-27.49,-179.54,0.00,643.00,303.00,77.00
0.360,,965.00,510.00,84.00,0.98,-27.63,-179.52,0.00,643.00,303.00,77.00
0.408,,964.00,509.00,83.00,1.12,-26.12,179.62,0.00,643.00,303.00,77.00
0.454,,958.00,508.00,85.00,1.35,-27.77,179.27,0.00,643.00,303.00,77.00
0.501,,955.00,506.00,85.00,1.89,-26.17,178.37,0.00,643.00,303.00,77.00
0.554,,952.00,504.00,85.00,1.31,-27.39,178.69,0.00,643.00,303.00,77.00
0.604,,948.00,501.00,84.00,0.98,-25.06,179.82,0.00,643.00,303.00,77.00
0.660,,944.00,498.00,85.00,0.43,-25.72,179.42,0.00,643.00,303.00,77.00
0.715,,932.00,487.00,85.00,0.88,-23.67,179.27,0.00,643.00,303.00,77.00
0.799,,921.00,477.00,85.00,0.88,-21.78,179.95,0.00,643.00,303.00,77.00
0.915,,904.00,468.00,85.00,1.15,-22.16,-179.87,0.00,643.00,303.00,77.00
0.964,,876.00,454.00,86.00,1.50,-20.73,-179.07,0.00,643.00,303.00,77.00
1.013,,862.00,445.00,87.00,0.92,-17.29,179.65,0.00,643.00,303.00,77.00
1.066,,855.00,439.00,87.00,1.72,-16.95,178.62,0.00,643.00,303.00,77.00
1.121,,847.00,434.00,88.00,1.32,-15.89,176.72,0.00,643.00,303.00,77.00
1.169,,826.00,422.00,89.00,1.07,-13.76,176.89,0.00,643.00,303.00,77.00
1.224,,814.00,415.00,89.00,0.67,-10.50,173.66,0.00,643.00,303.00,77.00
1.330,,801.00,409.00,90.00,0.54,-11.10,175.41,0.00,643.00,303.00,77.00
1.402,,766.00,394.00,92.00,-1.67,-10.40,174.55,0.00,643.00,303.00,77.00
1.463,,743.00,385.00,93.00,-2.31,-6.81,171.97,0.00,643.00,303.00,77.00
1.516,,735.00,379.00,94.00,-2.98,-4.25,171.32,0.00,643.00,303.00,77.00
1.564,,720.00,373.00,95.00,-3.62,-3.92,169.73,0.00,643.00,303.00,77.00
1.613,,709.00,369.00,95.00,-3.62,-1.74,168.41,0.00,643.00,303.00,77.00
1.665,,693.00,364.00,96.00,-4.20,-1.14,168.03,0.00,643.00,303.00,77.00
1.714,,679.00,359.00,98.00,-4.19,0.38,165.08,0.00,643.00,303.00,77.00
1.763,,674.00,358.00,97.00,-3.46,-1.68,166.61,0.00,643.00,303.00,77.00
1.812,,665.00,354.00,98.00,-4.32,-0.75,162.85,0.00,643.00,303.00,77.00
1.865,,660.00,352.00,98.00,-3.87,-0.30,165.38,0.00,643.00,303.00,77.00
1.913,,657.00,352.00,99.00,-4.21,-0.16,163.95,0.00,643.00,303.00,77.00
1.961,,658.00,353.00,98.00,-4.97,-0.36,165.37,0.00,643.00,303.00,77.00
2.012,,659.00,354.00,98.00,-4.36,-0.89,164.47,0.00,643.00,303.00,77.00
2.060,,663.00,355.00,98.00,-4.73,-1.11,165.91,0.00,643.00,303.00,77.00
2.111,,667.00,357.00,97.00,-4.12,0.80,167.74,0.00,643.00,303.00,77.00
2.161,,669.00,358.00,97.00,-3.47,-1.85,166.62,0.00,643.00,303.00,77.00
2.212,,670.00,358.00,95.00,-3.02,-3.27,168.89,0.00,643.00,303.00,77.00
2.261,,669.00,357.00,95.00,-2.17,-0.15,168.39,0.00,643.00,303.00,77.00
2.309,,667.00,356.00,93.00,-1.45,-4.29,173.07,0.00,643.00,303.00,77.00
2.356,,667.00,355.00,93.00,-2.07,-3.89,174.45,0.00,643.00,303.00,77.00
2.403,,674.00,347.00,90.00,-1.06,-4.17,179.08,0.00,643.00,303.00,77.00
2.449,,677.00,344.00,90.00,-0.48,-2.95,176.67,0.00,643.00,303.00,77.00
2.497,,680.00,339.00,90.00,2.42,9.34,-157.77,0.00,643.00,303.00,77.00
2.545,,682.00,332.00,89.00,-0.08,-6.71,178.36,0.00,643.00,303.00,77.00
2.592,,683.00,323.00,90.00,0.23,-5.10,178.07,0.00,643.00,303.00,77.00
