Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.025,,1197.00,637.00,97.00,2.75,-28.89,150.99,0.00,760.00,289.00,76.00
0.100,,1210.00,630.00,96.00,2.61,-29.33,151.57,0.00,760.00,289.00,76.00
0.162,,1205.00,628.00,97.00,2.96,-30.35,151.27,0.00,760.00,289.00,76.00
0.210,,1189.00,629.00,97.00,2.63,-30.16,152.67,0.00,760.00,289.00,76.00
0.256,,1170.00,632.00,96.00,3.03,-26.96,152.69,0.00,760.00,289.00,76.00
0.300,,1133.00,638.00,97.00,2.72,-25.58,154.03,0.00,760.00,289.00,76.00
0.764,,772.00,640.00,100.00,-0.30,9.29,-157.21,0.00,760.00,289.00,76.00
0.910,,665.00,626.00,98.00,-1.15,-0.77,-160.97,0.00,760.00,289.00,76.00
0.960,,583.00,608.00,99.00,-1.76,-5.09,-157.34,0.00,760.00,289.00,76.00
1.004,,566.00,603.00,97.00,-2.83,-5.24,-160.45,0.00,760.00,289.00,76.00
1.065,,551.00,598.00,95.00,-3.03,4.53,169.83,0.00,760.00,289.00,76.00
1.113,,517.00,588.00,95.00,-5.38,4.34,165.37,0.00,760.00,289.00,76.00
1.159,,505.00,585.00,95.00,-6.00,7.12,164.58,0.00,760.00,289.00,76.00
1.208,,494.00,583.00,94.00,-6.39,9.57,169.11,0.00,760.00,289.00,76.00
1.275,,478.00,583.00,95.00,-6.62,10.28,165.21,0.00,760.00,289.00,76.00
1.343,,472.00,583.00,95.00,-6.59,12.88,167.50,0.00,760.00,289.00,76.00
1.409,,460.00,587.00,95.00,-6.62,9.65,165.33,0.00,760.00,289.00,76.00
1.456,,460.00,601.00,95.00,-6.34,10.98,166.18,0.00,760.00,289.00,76.00
1.500,,466.00,604.00,95.00,-7.55,-19.08,-161.55,0.00,760.00,289.00,76.00
1.546,,473.00,606.00,95.00,-6.73,8.47,164.69,0.00,760.00,289.00,76.00
1.592,,491.00,607.00,96.00,-5.31,7.39,165.58,0.00,760.00,289.00,76.00
1.637,,503.00,606.00,95.00,-5.36,6.43,167.24,0.00,760.00,289.00,76.00
1.685,,509.00,605.00,96.00,-4.94,8.19,165.62,0.00,760.00,289.00,76.00
1.730,,533.00,598.00,96.00,-4.33,4.76,164.64,0.00,760.00,289.00,76.00
1.777,,547.00,593.00,97.00,-4.34,-8.32,-161.48,0.00,760.00,289.00,76.00
1.823,,557.00,588.00,98.00,-3.61,-7.39,-159.47,0.00,760.00,289.00,76.00
1.870,,571.00,582.00,98.00,-2.63,2.50,163.22,0.00,760.00,289.00,76.00
1.915,,594.00,573.00,97.00,-0.78,-2.66,-159.99,0.00,760.00,289.00,76.00
1.961,,613.00,566.00,96.00,-0.41,-1.22,167.66,0.00,760.00,289.00,76.00
2.014,,628.00,562.00,96.00,0.03,2.71,-161.95,0.00,760.00,289.00,76.00
2.068,,650.00,554.00,96.00,-0.53,-1.39,163.24,0.00,760.00,289.00,76.00
2.114,,670.00,548.00,101.00,0.65,2.33,-154.36,0.00,760.00,289.00,76.00
2.161,,690.00,540.00,101.00,0.34,3.78,-155.22,0.00,760.00,289.00,76.00
2.206,,708.00,531.00,101.00,-0.02,4.19,-153.19,0.00,760.00,289.00,76.00
2.248,,719.00,522.00,100.00,0.11,-4.15,160.94,0.00,760.00,289.00,76.00
2.293,,725.00,511.00,100.00,0.39,-4.28,160.14,0.00,760.00,289.00,76.00
2.336,,736.00,487.00,101.00,0.25,-4.36,157.96,0.00,760.00,289.00,76.00
2.379,,739.00,477.00,101.00,-0.26,-5.66,159.99,0.00,760.00,289.00,76.00
2.423,,741.00,470.00,101.00,-0.89,-4.74,159.94,0.00,760.00,289.00,76.00
2.466,,744.00,460.00,103.00,-0.58,-4.67,156.19,0.00,760.00,289.00,76.00
2.510,,745.00,447.00,103.00,-0.88,-3.97,156.22,0.00,760.00,289.00,76.00
2.555,,743.00,434.00,103.00,-1.33,-4.40,155.89,0.00,760.00,289.00,76.00
2.601,,739.00,421.00,104.00,-0.64,-3.92,154.23,0.00,760.00,289.00,76.00
2.644,,735.00,403.00,104.00,-0.71,-4.06,154.86,0.00,760.00,289.00,76.00
2.687,,734.00,395.00,104.00,-0.88,-5.11,156.68,0.00,760.00,289.00,76.00
2.732,,733.00,390.00,103.00,-0.70,-3.74,155.98,0.00,760.00,289.00,76.00
2.776,,732.00,380.00,104.00,-0.80,-4.17,155.67,0.00,760.00,289.00,76.00
2.820,,730.00,370.00,104.00,-0.97,-2.95,155.26,0.00,760.00,289.00,76.00
2.868,,729.00,353.00,105.00,-1.23,-4.25,153.84,0.00,760.00,289.00,76.00
2.912,,727.00,333.00,105.00,-2.02,-0.75,150.78,0.00,760.00,289.00,76.00
2.956,,727.00,330.00,105.00,-2.26,-0.29,150.38,0.00,760.00,289.00,76.00
2.999,,727.00,322.00,106.00,-1.46,-3.14,151.60,0.00,760.00,289.00,76.00
3.044,,727.00,316.00,107.00,-1.79,-3.03,150.99,0.00,760.00,289.00,76.00
3.088,,727.00,315.00,106.00,-1.24,-3.55,151.37,0.00,760.00,289.00,76.00
3.132,,727.00,323.00,107.00,-1.77,-3.03,150.76,0.00,760.00,289.00,76.00
3.176,,728.00,325.00,107.00,-1.78,-3.13,151.65,0.00,760.00,289.00,76.00
3.220,,730.00,327.00,107.00,-1.51,-3.45,151.02,0.00,760.00,289.00,76.00
3.265,,737.00,336.00,106.00,-2.23,-3.90,153.51,0.00,760.00,289.00,76.00
3.351,,740.00,343.00,105.00,-1.81,-3.37,153.77,0.00,760.00,289.00,76.00
3.396,,742.00,350.00,103.00,-1.85,-3.55,157.31,0.00,760.00,289.00,76.00
3.440,,744.00,353.00,102.00,-2.07,-4.85,159.75,0.00,760.00,289.00,76.00
3.483,,745.00,352.00,101.00,-2.56,-5.68,159.95,0.00,760.00,289.00,76.00
3.530,,748.00,351.00,100.00,-2.08,-4.81,161.62,0.00,760.00,289.00,76.00
3.573,,752.00,342.00,99.00,-1.91,-5.50,162.18,0.00,760.00,289.00,76.00
3.619,,755.00,335.00,98.00,-2.13,-6.47,164.99,0.00,760.00,289.00,76.00
3.665,,756.00,325.00,97.00,-1.23,-7.06,166.54,0.00,760.00,289.00,76.00
3.709,,757.00,318.00,97.00,-0.55,-7.05,166.79,0.00,760.00,289.00,76.00
3.752,,758.00,313.00,95.00,-0.33,-7.91,168.06,0.00,760.00,289.00,76.00
3.795,,761.00,306.00,94.00,-0.31,-7.55,169.43,0.00,760.00,289.00,76.00
3.841,,768.00,298.00,94.00,-0.33,-7.33,169.70,0.00,760.00,289.00,76.00
3.886,,776.00,292.00,94.00,-0.83,-7.65,167.54,0.00,760.00,289.00,76.00
3.929,,779.00,289.00,94.00,-0.64,-8.55,169.05,0.00,760.00,289.00,76.00
3.973,,786.00,284.00,93.00,-0.57,-8.01,170.16,0.00,760.00,289.00,76.00
4.018,,789.00,282.00,93.00,-0.82,-9.06,170.50,0.00,760.00,289.00,76.00
4.062,,794.00,281.00,92.00,7.05,20.94,-147.49,0.00,760.00,289.00,76.00
4.109,,798.00,282.00,92.00,-0.60,-9.81,172.96,0.00,760.00,289.00,76.00
4.160,,801.00,284.00,91.00,-0.46,-10.94,173.03,0.00,760.00,289.00,76.00
4.207,,802.00,284.00,90.00,-1.10,-12.40,176.58,0.00,760.00,289.00,76.00
4.251,,806.00,286.00,89.00,-1.08,-12.47,177.68,0.00,760.00,289.00,76.00
4.296,,811.00,290.00,88.00,-0.16,-13.98,178.51,0.00,760.00,289.00,76.00
4.339,,810.00,294.00,87.00,-0.54,-16.19,-179.43,0.00,760.00,289.00,76.00
4.382,,809.00,294.00,87.00,-0.21,-14.83,-179.31,0.00,760.00,289.00,76.00
4.425,,809.00,295.00,86.00,0.20,-14.87,-179.33,0.00,760.00,289.00,76.00
4.469,,813.00,298.00,85.00,0.53,-15.68,-178.20,0.00,760.00,289.00,76.00
4.512,,813.00,298.00,84.00,0.14,-15.61,-178.15,0.00,760.00,289.00,76.00
4.558,,813.00,299.00,84.00,-0.25,-15.47,-175.04,0.00,760.00,289.00,76.00
4.600,,811.00,299.00,84.00,-0.85,-18.44,-175.09,0.00,760.00,289.00,76.00
4.644,,811.00,298.00,84.00,0.16,-15.77,-175.16,0.00,760.00,289.00,76.00
4.688,,810.00,298.00,84.00,0.59,-17.76,-174.54,0.00,760.00,289.00,76.00
4.730,,807.00,296.00,82.00,0.26,-17.51,-172.69,0.00,760.00,289.00,76.00
4.776,,805.00,296.00,82.00,-0.28,-20.22,-171.27,0.00,760.00,289.00,76.00
4.819,,804.00,295.00,82.00,0.10,-18.45,-171.62,0.00,760.00,289.00,76.00
4.862,,801.00,295.00,80.00,0.90,-17.04,-171.92,0.00,760.00,289.00,76.00
4.908,,797.00,294.00,80.00,0.29,-17.82,-170.71,0.00,760.00,289.00,76.00
4.953,,794.00,294.00,82.00,-0.48,-21.39,-170.27,0.00,760.00,289.00,76.00
4.999,,786.00,293.00,80.00,0.86,-17.38,-169.76,0.00,760.00,289.00,76.00
5.043,,781.00,292.00,80.00,0.18,-18.29,-170.47,0.00,760.00,289.00,76.00
5.088,,778.00,292.00,81.00,-0.19,-18.15,-170.67,0.00,760.00,289.00,76.00
5.131,,774.00,293.00,80.00,-0.64,-18.36,-168.53,0.00,760.00,289.00,76.00
5.176,,771.00,293.00,80.00,-1.11,-16.43,-168.49,0.00,760.00,289.00,76.00
5.220,,767.00,293.00,81.00,-1.09,-18.51,-168.54,0.00,760.00,289.00,76.00
5.264,,762.00,294.00,80.00,-0.24,-16.64,-168.63,0.00,760.00,289.00,76.00
5.310,,756.00,295.00,81.00,-0.88,-17.67,-167.50,0.00,760.00,289.00,76.00
5.354,,751.00,296.00,80.00,0.16,-14.67,-168.50,0.00,760.00,289.00,76.00
5.399,,747.00,297.00,76.00,3.29,2.64,-168.25,0.00,760.00,289.00,76.00
5.445,,743.00,297.00,81.00,-0.33,-11.06,-164.29,0.00,760.00,289.00,76.00
5.470,,741.00,298.00,83.00,5.97,22.54,-173.14,1.00,910.00,502.00,80.00
5.515,,739.00,298.00,82.00,6.01,20.80,-172.36,1.00,910.00,502.00,80.00
5.561,,738.00,297.00,82.00,4.57,18.37,-173.59,1.00,910.00,502.00,80.00
5.606,,736.00,297.00,83.00,4.55,20.26,-174.34,1.00,910.00,502.00,80.00
5.652,,733.00,297.00,82.00,5.18,21.25,-168.87,1.00,910.00,502.00,80.00
5.699,,733.00,297.00,85.00,5.55,24.34,-172.54,1.00,910.00,502.00,80.00
5.747,,732.00,297.00,83.00,-1.27,-11.02,-163.41,1.00,910.00,502.00,80.00
