Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.040,,652.00,541.00,96.00,-0.51,-0.64,167.43,0.00,394.00,417.00,81.00
0.121,,650.00,541.00,96.00,-0.57,-1.74,166.30,0.00,394.00,417.00,81.00
0.206,,648.00,541.00,95.00,-1.30,-2.35,168.19,0.00,394.00,417.00,81.00
0.256,,647.00,542.00,96.00,-0.51,-0.85,167.39,0.00,394.00,417.00,81.00
0.307,,646.00,542.00,96.00,-1.21,-0.93,167.36,0.00,394.00,417.00,81.00
0.359,,644.00,542.00,96.00,-0.96,-2.27,168.47,0.00,394.00,417.00,81.00
0.413,,645.00,540.00,95.00,-0.88,-1.72,170.48,0.00,394.00,417.00,81.00
0.467,,645.00,540.00,96.00,-0.81,0.47,168.92,0.00,394.00,417.00,81.00
0.520,,642.00,539.00,96.00,-1.25,-0.69,167.52,0.00,394.00,417.00,81.00
0.591,,632.00,538.00,96.00,-0.08,-0.51,169.07,0.00,394.00,417.00,81.00
0.654,,613.00,536.00,95.00,0.25,-1.50,171.88,0.00,394.00,417.00,81.00
0.716,,591.00,530.00,97.00,1.43,0.94,167.00,0.00,394.00,417.00,81.00
0.784,,578.00,525.00,96.00,0.32,-1.15,171.39,0.00,394.00,417.00,81.00
0.885,,536.00,506.00,99.00,0.75,4.29,160.20,0.00,394.00,417.00,81.00
0.999,,514.00,497.00,98.00,-0.40,1.77,161.22,0.00,394.00,417.00,81.00
1.127,,396.00,458.00,97.00,-1.74,9.83,162.49,0.00,394.00,417.00,81.00
1.185,,382.00,449.00,98.00,-3.89,12.22,161.11,0.00,394.00,417.00,81.00
1.240,,368.00,437.00,98.00,-5.82,12.70,159.00,0.00,394.00,417.00,81.00
1.413,,344.00,423.00,98.00,-6.75,13.04,157.86,0.00,394.00,417.00,81.00
1.472,,280.00,391.00,101.00,-3.12,16.89,153.52,0.00,394.00,417.00,81.00
1.534,,258.00,382.00,100.00,-3.43,13.79,153.75,0.00,394.00,417.00,81.00
1.591,,251.00,377.00,101.00,-2.78,15.42,155.40,0.00,394.00,417.00,81.00
1.658,,251.00,376.00,101.00,-1.93,16.29,155.56,0.00,394.00,417.00,81.00
1.722,,259.00,374.00,100.00,-2.57,14.63,154.62,0.00,394.00,417.00,81.00
1.784,,278.00,370.00,101.00,-13.49,-32.42,-130.53,0.00,394.00,417.00,81.00
1.840,,285.00,368.00,102.00,-4.74,13.21,152.79,0.00,394.00,417.00,81.00
1.896,,287.00,368.00,102.00,-13.18,-32.75,-131.49,0.00,394.00,417.00,81.00
1.956,,291.00,367.00,113.00,-10.94,-33.20,-133.52,0.00,394.00,417.00,81.00
2.013,,298.00,367.00,102.00,-11.26,-31.73,-132.18,0.00,394.00,417.00,81.00
2.072,,310.00,367.00,102.00,-2.07,13.10,155.99,0.00,394.00,417.00,81.00
2.130,,316.00,368.00,101.00,-1.22,12.00,155.76,0.00,394.00,417.00,81.00
2.184,,327.00,369.00,101.00,-1.49,12.71,157.29,0.00,394.00,417.00,81.00
2.237,,333.00,370.00,102.00,-1.51,10.30,155.28,0.00,394.00,417.00,81.00
2.290,,337.00,371.00,102.00,-0.49,10.39,155.99,0.00,394.00,417.00,81.00
2.343,,340.00,372.00,112.00,-7.10,-27.70,-137.18,0.00,394.00,417.00,81.00
2.398,,341.00,374.00,112.00,-1.21,12.00,158.27,0.00,394.00,417.00,81.00
2.450,,343.00,378.00,112.00,-1.03,11.46,158.05,0.00,394.00,417.00,81.00
2.556,,343.00,389.00,102.00,-1.93,10.83,156.27,0.00,394.00,417.00,81.00
2.610,,343.00,393.00,100.00,-7.23,-26.13,-138.10,0.00,394.00,417.00,81.00
2.663,,345.00,398.00,100.00,-7.90,-27.78,-139.87,0.00,394.00,417.00,81.00
2.767,,359.00,408.00,99.00,-1.99,9.84,159.05,0.00,394.00,417.00,81.00
2.820,,362.00,411.00,99.00,-8.27,-26.58,-142.63,0.00,394.00,417.00,81.00
2.874,,366.00,412.00,99.00,-2.22,11.26,161.63,0.00,394.00,417.00,81.00
2.931,,368.00,413.00,99.00,-7.86,-26.32,-144.43,0.00,394.00,417.00,81.00
2.987,,372.00,412.00,98.00,-7.14,-24.58,-144.50,0.00,394.00,417.00,81.00
3.041,,378.00,410.00,98.00,-2.33,10.68,162.36,0.00,394.00,417.00,81.00
3.098,,388.00,406.00,98.00,-7.70,-24.69,-145.10,0.00,394.00,417.00,81.00
3.153,,391.00,399.00,97.00,-1.44,9.33,163.23,0.00,394.00,417.00,81.00
3.210,,394.00,397.00,97.00,-1.68,12.97,165.43,0.00,394.00,417.00,81.00
3.269,,403.00,391.00,96.00,-1.29,10.39,166.61,0.00,394.00,417.00,81.00
3.325,,411.00,387.00,96.00,-0.91,10.65,166.53,0.00,394.00,417.00,81.00
3.381,,418.00,385.00,95.00,-1.09,9.70,167.32,0.00,394.00,417.00,81.00
3.441,,420.00,385.00,94.00,-0.91,8.66,168.31,0.00,394.00,417.00,81.00
3.494,,429.00,384.00,94.00,-1.69,11.09,171.94,0.00,394.00,417.00,81.00
3.545,,438.00,384.00,92.00,-1.52,10.27,173.07,0.00,394.00,417.00,81.00
