Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.039,,775.00,427.00,97.00,2.92,18.73,-151.46,0.00,289.00,507.00,101.00
0.116,,775.00,426.00,97.00,-1.01,-6.46,166.94,0.00,289.00,507.00,101.00
0.198,,774.00,425.00,98.00,-0.73,-6.97,164.67,0.00,289.00,507.00,101.00
0.255,,774.00,423.00,98.00,-0.76,-7.13,164.95,0.00,289.00,507.00,101.00
0.310,,775.00,420.00,98.00,-1.31,-6.02,164.49,0.00,289.00,507.00,101.00
0.368,,772.00,418.00,98.00,-0.64,-6.12,164.75,0.00,289.00,507.00,101.00
0.424,,771.00,416.00,98.00,-0.65,-6.01,164.79,0.00,289.00,507.00,101.00
0.477,,771.00,415.00,97.00,-1.24,-7.99,166.29,0.00,289.00,507.00,101.00
0.531,,771.00,415.00,97.00,-1.24,-7.99,166.29,0.00,289.00,507.00,101.00
0.601,,770.00,415.00,97.00,-1.31,-5.90,165.77,0.00,289.00,507.00,101.00
0.686,,763.00,416.00,97.00,-0.37,-6.86,167.29,0.00,289.00,507.00,101.00
0.769,,719.00,425.00,98.00,2.40,8.26,-152.40,0.00,289.00,507.00,101.00
0.875,,679.00,430.00,99.00,-0.11,1.62,-149.96,0.00,289.00,507.00,101.00
0.972,,643.00,432.00,98.00,-0.15,0.45,-151.72,0.00,289.00,507.00,101.00
1.061,,636.00,432.00,97.00,-0.11,0.61,166.37,0.00,289.00,507.00,101.00
1.169,,616.00,432.00,98.00,-0.48,-0.13,-150.17,0.00,289.00,507.00,101.00
1.228,,507.00,435.00,98.00,-3.88,-12.91,-150.50,0.00,289.00,507.00,101.00
1.285,,480.00,439.00,98.00,-1.77,10.01,165.57,0.00,289.00,507.00,101.00
1.342,,451.00,444.00,99.00,-2.28,7.90,161.10,0.00,289.00,507.00,101.00
1.396,,437.00,448.00,99.00,-6.23,-19.11,-146.37,0.00,289.00,507.00,101.00
1.465,,421.00,452.00,99.00,-3.77,9.87,159.70,0.00,289.00,507.00,101.00
1.524,,398.00,459.00,101.00,-4.77,12.65,156.88,0.00,289.00,507.00,101.00
1.580,,359.00,467.00,102.00,-4.76,11.98,153.18,0.00,289.00,507.00,101.00
1.640,,345.00,471.00,102.00,-5.01,12.86,153.40,0.00,289.00,507.00,101.00
1.699,,320.00,472.00,104.00,-4.12,13.79,151.85,0.00,289.00,507.00,101.00
1.756,,310.00,473.00,105.00,-4.06,13.69,150.01,0.00,289.00,507.00,101.00
1.815,,304.00,475.00,105.00,-4.13,12.83,149.93,0.00,289.00,507.00,101.00
1.872,,297.00,479.00,105.00,-4.08,13.28,149.35,0.00,289.00,507.00,101.00
1.929,,293.00,479.00,106.00,-3.50,11.69,148.01,0.00,289.00,507.00,101.00
1.984,,290.00,480.00,105.00,-2.43,12.94,148.80,0.00,289.00,507.00,101.00
2.041,,288.00,479.00,105.00,-2.51,11.77,147.97,0.00,289.00,507.00,101.00
2.095,,287.00,478.00,106.00,-2.45,11.88,146.92,0.00,289.00,507.00,101.00
2.154,,293.00,479.00,105.00,-1.36,9.88,146.82,0.00,289.00,507.00,101.00
2.219,,300.00,485.00,106.00,-2.30,10.79,147.58,0.00,289.00,507.00,101.00
2.282,,304.00,492.00,106.00,-1.63,12.01,148.82,0.00,289.00,507.00,101.00
2.340,,309.00,500.00,106.00,-1.43,11.30,149.04,0.00,289.00,507.00,101.00
2.395,,315.00,508.00,106.00,-2.13,11.37,148.12,0.00,289.00,507.00,101.00
2.452,,316.00,514.00,106.00,-5.19,-31.13,-139.51,0.00,289.00,507.00,101.00
2.507,,315.00,513.00,105.00,-2.19,11.29,148.55,0.00,289.00,507.00,101.00
2.560,,314.00,512.00,105.00,-1.52,11.43,148.63,0.00,289.00,507.00,101.00
2.615,,311.00,512.00,105.00,-1.16,11.88,149.36,0.00,289.00,507.00,101.00
2.644,,305.00,512.00,106.00,-1.76,12.35,148.95,1.00,898.00,669.00,67.00
2.700,,298.00,512.00,106.00,-2.00,13.35,149.26,1.00,898.00,669.00,67.00
2.755,,295.00,512.00,106.00,-5.83,-33.21,-138.12,1.00,898.00,669.00,67.00
2.809,,291.00,511.00,106.00,-2.40,11.47,147.14,1.00,898.00,669.00,67.00
2.863,,288.00,509.00,106.00,-2.03,12.18,147.22,1.00,898.00,669.00,67.00
2.925,,286.00,508.00,105.00,-5.85,-32.67,-136.40,1.00,898.00,669.00,67.00
2.985,,286.00,508.00,106.00,-2.62,13.04,148.08,1.00,898.00,669.00,67.00
3.044,,285.00,511.00,106.00,-2.33,12.59,147.36,1.00,898.00,669.00,67.00
3.099,,286.00,513.00,106.00,-2.06,12.42,148.43,1.00,898.00,669.00,67.00
3.160,,291.00,519.00,106.00,-2.15,11.57,146.77,1.00,898.00,669.00,67.00
3.221,,306.00,524.00,106.00,-2.88,11.55,147.76,1.00,898.00,669.00,67.00
3.279,,326.00,528.00,104.00,-3.05,11.15,148.98,1.00,898.00,669.00,67.00
3.335,,345.00,533.00,106.00,-3.01,11.43,146.98,1.00,898.00,669.00,67.00
3.395,,379.00,545.00,104.00,-4.65,9.18,149.69,1.00,898.00,669.00,67.00
3.453,,422.00,562.00,102.00,-4.62,8.64,152.88,1.00,898.00,669.00,67.00
3.513,,453.00,573.00,102.00,-4.78,8.06,154.46,1.00,898.00,669.00,67.00
3.568,,493.00,588.00,101.00,-4.32,4.46,156.02,1.00,898.00,669.00,67.00
