Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.032,,626.00,548.00,92.00,-2.13,-6.31,179.31,0.00,255.00,369.00,75.00
0.102,,626.00,547.00,92.00,-1.12,-1.42,179.43,0.00,255.00,369.00,75.00
0.167,,627.00,547.00,93.00,-2.01,5.18,171.97,0.00,255.00,369.00,75.00
0.211,,627.00,546.00,93.00,-1.44,0.45,172.08,0.00,255.00,369.00,75.00
0.256,,628.00,546.00,92.00,-2.14,-6.25,179.43,0.00,255.00,369.00,75.00
0.300,,628.00,545.00,92.00,-1.77,-6.09,176.21,0.00,255.00,369.00,75.00
0.346,,628.00,545.00,92.00,-1.59,-2.87,175.85,0.00,255.00,369.00,75.00
0.389,,628.00,545.00,93.00,-3.47,-9.87,-172.83,0.00,255.00,369.00,75.00
0.435,,628.00,543.00,92.00,-1.82,0.88,173.59,0.00,255.00,369.00,75.00
0.480,,626.00,543.00,93.00,-2.48,-11.50,-174.97,0.00,255.00,369.00,75.00
0.530,,619.00,540.00,92.00,-0.89,-1.53,176.00,0.00,255.00,369.00,75.00
1.021,,354.00,439.00,89.00,18.85,-20.30,-174.17,0.00,255.00,369.00,75.00
1.069,,333.00,419.00,93.00,21.47,-8.33,167.09,0.00,255.00,369.00,75.00
1.112,,328.00,413.00,91.00,21.07,-14.26,-166.12,0.00,255.00,369.00,75.00
1.157,,321.00,404.00,95.00,23.23,-6.57,161.92,0.00,255.00,369.00,75.00
1.201,,308.00,389.00,96.00,23.27,-4.56,163.98,0.00,255.00,369.00,75.00
1.254,,295.00,377.00,97.00,24.02,-3.11,164.04,0.00,255.00,369.00,75.00
1.308,,285.00,370.00,97.00,23.61,-22.63,-160.31,0.00,255.00,369.00,75.00
1.361,,275.00,365.00,98.00,24.07,-24.03,-159.66,0.00,255.00,369.00,75.00
1.409,,269.00,363.00,99.00,25.04,-22.44,-158.31,0.00,255.00,369.00,75.00
1.454,,268.00,363.00,99.00,26.22,-6.21,162.96,0.00,255.00,369.00,75.00
1.501,,268.00,365.00,98.00,25.70,-23.47,-161.76,0.00,255.00,369.00,75.00
1.545,,270.00,367.00,98.00,26.13,-7.20,165.47,0.00,255.00,369.00,75.00
1.592,,273.00,372.00,97.00,26.66,-5.66,171.25,0.00,255.00,369.00,75.00
1.638,,275.00,374.00,97.00,25.43,-4.63,167.48,0.00,255.00,369.00,75.00
1.683,,278.00,376.00,95.00,25.87,-8.33,171.35,0.00,255.00,369.00,75.00
1.730,,283.00,378.00,95.00,25.58,-4.19,169.31,0.00,255.00,369.00,75.00
1.775,,286.00,379.00,94.00,23.56,-23.55,-165.39,0.00,255.00,369.00,75.00
1.821,,294.00,379.00,93.00,23.02,-22.33,-166.51,0.00,255.00,369.00,75.00
1.865,,296.00,378.00,92.00,23.22,-21.57,-168.94,0.00,255.00,369.00,75.00
1.911,,300.00,375.00,90.00,23.10,-21.34,-171.17,0.00,255.00,369.00,75.00
1.956,,302.00,372.00,89.00,22.95,-21.15,-171.70,0.00,255.00,369.00,75.00
2.002,,306.00,367.00,88.00,22.13,-26.20,-172.78,0.00,255.00,369.00,75.00
2.047,,308.00,364.00,87.00,21.84,-24.23,-172.75,0.00,255.00,369.00,75.00
2.093,,314.00,359.00,84.00,22.77,-12.25,-175.31,0.00,255.00,369.00,75.00
2.138,,319.00,353.00,84.00,20.60,-22.29,-175.20,0.00,255.00,369.00,75.00
2.185,,321.00,351.00,85.00,21.34,-23.63,-177.47,0.00,255.00,369.00,75.00
2.230,,323.00,346.00,85.00,19.86,-28.32,-176.19,0.00,255.00,369.00,75.00
2.276,,324.00,344.00,84.00,21.04,-25.66,-176.27,0.00,255.00,369.00,75.00
2.321,,325.00,341.00,82.00,21.37,-21.68,-174.41,0.00,255.00,369.00,75.00
2.366,,325.00,341.00,84.00,20.94,-28.44,-176.37,0.00,255.00,369.00,75.00
2.411,,326.00,341.00,83.00,20.73,-28.25,-179.10,0.00,255.00,369.00,75.00
2.457,,325.00,341.00,83.00,24.16,4.36,-170.69,0.00,255.00,369.00,75.00
2.504,,325.00,342.00,81.00,21.08,-23.69,-176.90,0.00,255.00,369.00,75.00
2.548,,323.00,344.00,80.00,21.78,-21.30,-179.54,0.00,255.00,369.00,75.00
2.593,,322.00,345.00,81.00,21.22,-26.83,-178.35,0.00,255.00,369.00,75.00
2.639,,320.00,347.00,81.00,21.79,-23.70,178.24,0.00,255.00,369.00,75.00
2.684,,320.00,348.00,81.00,22.09,-24.99,179.81,0.00,255.00,369.00,75.00
2.729,,319.00,351.00,80.00,22.51,-21.10,179.11,0.00,255.00,369.00,75.00
2.775,,316.00,353.00,82.00,22.14,-27.35,-178.97,0.00,255.00,369.00,75.00
2.820,,314.00,354.00,80.00,22.55,-21.31,178.85,0.00,255.00,369.00,75.00
2.868,,309.00,355.00,81.00,22.81,-27.32,-179.43,0.00,255.00,369.00,75.00
2.917,,305.00,356.00,81.00,22.85,-27.47,-179.57,0.00,255.00,369.00,75.00
2.965,,303.00,358.00,81.00,24.79,-24.33,176.28,0.00,255.00,369.00,75.00
3.011,,301.00,359.00,82.00,23.84,-28.92,178.12,0.00,255.00,369.00,75.00
3.069,,300.00,360.00,81.00,26.37,0.91,-171.68,0.00,255.00,369.00,75.00
3.127,,300.00,361.00,80.00,25.63,-2.33,-168.05,0.00,255.00,369.00,75.00
3.175,,301.00,361.00,81.00,23.52,-25.63,178.26,0.00,255.00,369.00,75.00
3.225,,301.00,361.00,80.00,24.06,-23.86,176.10,0.00,255.00,369.00,75.00
3.275,,302.00,360.00,81.00,23.90,-23.09,174.66,0.00,255.00,369.00,75.00
3.322,,302.00,359.00,80.00,24.00,-24.38,176.46,0.00,255.00,369.00,75.00
3.370,,302.00,358.00,80.00,23.99,-24.40,176.52,0.00,255.00,369.00,75.00
3.417,,302.00,357.00,80.00,23.94,-22.13,178.50,0.00,255.00,369.00,75.00
3.464,,303.00,356.00,82.00,23.73,-28.78,178.63,0.00,255.00,369.00,75.00
3.513,,303.00,356.00,82.00,23.73,-28.78,178.63,0.00,255.00,369.00,75.00
3.562,,302.00,354.00,81.00,25.07,-2.31,-171.97,0.00,255.00,369.00,75.00
3.586,,302.00,354.00,81.00,24.23,-25.73,178.35,1.00,808.00,647.00,110.00
