Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.033,,551.00,584.00,93.00,1.50,0.05,173.00,0.00,234.00,280.00,93.00
0.101,,554.00,584.00,92.00,1.67,3.85,176.08,0.00,234.00,280.00,93.00
0.186,,558.00,582.00,93.00,1.50,-0.26,170.38,0.00,234.00,280.00,93.00
0.240,,561.00,580.00,93.00,0.45,-11.27,-172.34,0.00,234.00,280.00,93.00
0.290,,564.00,578.00,94.00,0.17,3.17,169.76,0.00,234.00,280.00,93.00
0.341,,565.00,578.00,92.00,0.12,-7.92,-171.43,0.00,234.00,280.00,93.00
0.392,,566.00,578.00,92.00,0.50,-7.64,-174.68,0.00,234.00,280.00,93.00
0.442,,567.00,578.00,93.00,0.34,-4.90,178.06,0.00,234.00,280.00,93.00
0.493,,566.00,578.00,93.00,0.59,5.27,173.04,0.00,234.00,280.00,93.00
0.548,,560.00,577.00,92.00,0.53,-6.31,-168.48,0.00,234.00,280.00,93.00
0.627,,557.00,575.00,92.00,1.83,7.86,178.49,0.00,234.00,280.00,93.00
0.686,,501.00,546.00,95.00,6.44,3.68,163.01,0.00,234.00,280.00,93.00
0.760,,487.00,535.00,94.00,7.24,-11.24,-157.21,0.00,234.00,280.00,93.00
0.845,,474.00,522.00,93.00,7.76,-1.03,164.25,0.00,234.00,280.00,93.00
0.961,,448.00,470.00,90.00,8.71,-2.03,173.50,0.00,234.00,280.00,93.00
1.014,,411.00,407.00,93.00,12.13,-0.79,168.65,0.00,234.00,280.00,93.00
1.078,,393.00,385.00,94.00,13.68,0.02,164.92,0.00,234.00,280.00,93.00
1.130,,376.00,365.00,95.00,14.61,1.00,165.34,0.00,234.00,280.00,93.00
1.178,,365.00,352.00,94.00,15.87,2.89,169.79,0.00,234.00,280.00,93.00
1.240,,349.00,333.00,95.00,16.55,1.83,168.86,0.00,234.00,280.00,93.00
1.318,,334.00,315.00,94.00,17.57,2.05,171.06,0.00,234.00,280.00,93.00
1.419,,318.00,299.00,97.00,13.92,-28.57,-148.03,0.00,234.00,280.00,93.00
1.476,,289.00,278.00,97.00,15.27,-30.68,-149.68,0.00,234.00,280.00,93.00
1.527,,250.00,257.00,98.00,23.94,2.27,163.79,0.00,234.00,280.00,93.00
1.580,,224.00,250.00,113.00,25.30,2.92,162.29,0.00,234.00,280.00,93.00
1.636,,209.00,248.00,100.00,22.29,-38.02,-150.78,0.00,234.00,280.00,93.00
1.690,,198.00,249.00,101.00,27.58,1.46,162.08,0.00,234.00,280.00,93.00
1.742,,193.00,251.00,101.00,23.93,-36.66,-149.97,0.00,234.00,280.00,93.00
1.796,,192.00,253.00,101.00,24.07,-37.52,-150.63,0.00,234.00,280.00,93.00
1.850,,188.00,258.00,101.00,25.14,-36.35,-151.73,0.00,234.00,280.00,93.00
1.906,,184.00,262.00,101.00,29.30,0.79,162.27,0.00,234.00,280.00,93.00
1.961,,184.00,266.00,100.00,29.05,-0.18,163.66,0.00,234.00,280.00,93.00
2.013,,189.00,271.00,101.00,28.23,-0.66,160.93,0.00,234.00,280.00,93.00
2.069,,195.00,274.00,100.00,25.71,-36.41,-154.80,0.00,234.00,280.00,93.00
